SURVEY:  DES3YR_LOWZ_COMBINED(CFA3K)
SNID:    2005lz      
IAUC:    2005lz      
RA:        32.70720  deg
DECL:      34.98273  deg
MWEBV: 0.090 (SFD98)
REDSHIFT_HELIO: 0.0399675975446 +- 0.000 (Hel)
REDSHIFT_CMB: 0.0391672551632 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.0391672551632 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 11.3010 +- 3.553
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 53736.09
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVri -> fghij       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  698.898731031
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:   63
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  53730.328  h  NULL   6321.       404.6     17.998  0.064
OBS:  53730.332  i  NULL   5829.       530.5     18.086  0.091
OBS:  53730.336  j  NULL   5086.       508.6     18.234  0.100
OBS:  53730.336  g  NULL   4227.       338.1     18.435  0.080
OBS:  53731.195  h  NULL   6234.       162.1     18.013  0.026
OBS:  53731.199  i  NULL   6687.       147.1     17.937  0.022
OBS:  53731.199  j  NULL   5224.       161.9     18.205  0.031
OBS:  53731.203  g  NULL   5243.       157.3     18.201  0.030
OBS:  53731.203  f  NULL   5086.       366.2     18.234  0.072
OBS:  53731.211  f  NULL   5765.       305.5     18.098  0.053
OBS:  53732.148  h  NULL   6742.       148.3     17.928  0.022
OBS:  53732.152  i  NULL   7021.       154.5     17.884  0.022
OBS:  53732.152  j  NULL   5306.       169.8     18.188  0.032
OBS:  53732.156  g  NULL   5691.       142.3     18.112  0.025
OBS:  53732.156  f  NULL   5613.       297.5     18.127  0.053
OBS:  53732.160  f  NULL   6212.       304.4     18.017  0.049
OBS:  53734.141  h  NULL   7482.       157.1     17.815  0.021
OBS:  53734.141  i  NULL   7943.       143.0     17.750  0.018
OBS:  53734.145  j  NULL   5385.       172.3     18.172  0.032
OBS:  53734.145  g  NULL   6474.       123.0     17.972  0.019
OBS:  53734.148  f  NULL   6009.       300.5     18.053  0.050
OBS:  53734.152  f  NULL   6589.       303.1     17.953  0.046
OBS:  53737.277  h  NULL   7813.       328.1     17.768  0.042
OBS:  53737.281  i  NULL   8387.       301.9     17.691  0.036
OBS:  53737.281  j  NULL   5531.       376.1     18.143  0.068
OBS:  53737.285  g  NULL   6409.       205.1     17.983  0.032
OBS:  53737.285  f  NULL   5834.       501.8     18.085  0.086
OBS:  53737.289  f  NULL   6143.       362.5     18.029  0.059
OBS:  53741.215  h  NULL   5572.       250.7     18.135  0.045
OBS:  53741.215  i  NULL   7834.       242.9     17.765  0.031
OBS:  53741.219  j  NULL   4826.       323.4     18.291  0.067
OBS:  53741.219  g  NULL   5292.       301.6     18.191  0.057
OBS:  53741.223  f  NULL   4558.       674.6     18.353  0.148
OBS:  53741.227  f  NULL   5058.       723.3     18.240  0.143
OBS:  53745.211  h  NULL   5781.       341.1     18.095  0.059
OBS:  53745.215  i  NULL   6240.       262.1     18.012  0.042
OBS:  53745.215  g  NULL   3709.       411.6     18.577  0.111
OBS:  53752.207  h  NULL   3985.       215.2     18.499  0.054
OBS:  53752.211  i  NULL   4558.       191.4     18.353  0.042
OBS:  53752.211  j  NULL   2526.       184.4     18.994  0.073
OBS:  53752.211  g  NULL   1414.       240.4     19.624  0.170
OBS:  53752.215  f  NULL   1258.       411.3     19.751  0.327
OBS:  53764.172  h  NULL   2040.       140.8     19.226  0.069
OBS:  53764.176  i  NULL   2645.       129.6     18.944  0.049
OBS:  53764.176  j  NULL   2916.       332.4     18.838  0.114
OBS:  53765.129  h  NULL   1637.       126.0     19.465  0.077
OBS:  53765.133  i  NULL   2582.       142.0     18.970  0.055
OBS:  53765.133  j  NULL   2734.       175.0     18.908  0.064
OBS:  53766.160  h  NULL   1600.       116.8     19.490  0.073
OBS:  53766.164  i  NULL   2392.       98.08     19.053  0.041
OBS:  53766.164  j  NULL   2243.       139.1     19.123  0.062
OBS:  53768.176  h  NULL   1467.       129.1     19.584  0.088
OBS:  53768.180  i  NULL   2091.       102.5     19.199  0.049
OBS:  53768.180  j  NULL   2080.       137.3     19.205  0.066
OBS:  53777.125  i  NULL   1430.       191.6     19.612  0.134
OBS:  53777.125  j  NULL   1254.       194.4     19.754  0.155
OBS:  53777.129  h  NULL   1337.       287.4     19.685  0.215
OBS:  53779.141  i  NULL   1166.       148.1     19.833  0.127
OBS:  53779.141  j  NULL   972.8       117.7     20.030  0.121
OBS:  53780.102  j  NULL   1093.       202.3     19.903  0.185
OBS:  53786.129  i  NULL   1125.       83.26     19.872  0.074
OBS:  53786.133  j  NULL   686.1       124.9     20.409  0.182
OBS:  53786.133  h  NULL   1155.       99.29     19.844  0.086
END: 
