SURVEY:  DES3YR_LOWZ_COMBINED(CFA3K)
SNID:    2007R       
IAUC:    2007R       
RA:       116.65630  deg
DECL:      44.78959  deg
MWEBV: 0.047 (SFD98)
REDSHIFT_HELIO: 0.0308809991931 +- 0.000 (Hel)
REDSHIFT_CMB: 0.031319309026 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.031319309026 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 11.1810 +- 0.026
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 54129.684
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVri -> fghij       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  142.738029278
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:   62
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  54129.254  j  NULL  0.1407E+05   1224.     17.129  0.087
OBS:  54129.258  i  NULL  0.2103E+05   1072.     16.693  0.051
OBS:  54129.258  h  NULL  0.1886E+05   1358.     16.811  0.072
OBS:  54134.375  i  NULL  0.1397E+05   321.3     17.137  0.023
OBS:  54134.375  h  NULL  0.1622E+05   421.7     16.975  0.026
OBS:  54134.379  g  NULL  0.1457E+05   495.5     17.091  0.034
OBS:  54136.430  j  NULL   8457.       236.8     17.682  0.028
OBS:  54136.434  i  NULL  0.1490E+05   298.0     17.067  0.020
OBS:  54136.434  h  NULL  0.1573E+05   298.9     17.008  0.019
OBS:  54136.438  g  NULL  0.1215E+05   327.9     17.289  0.027
OBS:  54138.145  j  NULL   6995.       202.9     17.888  0.029
OBS:  54138.148  i  NULL  0.1328E+05   225.8     17.192  0.017
OBS:  54138.148  h  NULL  0.1410E+05   211.5     17.127  0.015
OBS:  54139.184  j  NULL   6761.       432.7     17.925  0.064
OBS:  54139.188  i  NULL  0.1118E+05   279.5     17.379  0.025
OBS:  54139.188  h  NULL  0.1327E+05   278.6     17.193  0.021
OBS:  54139.191  g  NULL   9230.       175.4     17.587  0.019
OBS:  54140.234  j  NULL   5326.       282.3     18.184  0.053
OBS:  54140.238  i  NULL  0.1107E+05   210.3     17.390  0.019
OBS:  54140.238  h  NULL  0.1204E+05   265.0     17.298  0.022
OBS:  54141.156  i  NULL  0.1035E+05   300.0     17.463  0.029
OBS:  54141.160  g  NULL   7621.       160.0     17.795  0.021
OBS:  54142.316  j  NULL   5044.       216.9     18.243  0.043
OBS:  54142.320  i  NULL   9489.       246.7     17.557  0.026
OBS:  54142.320  h  NULL  0.1046E+05   219.7     17.451  0.021
OBS:  54142.324  g  NULL   6397.       153.5     17.985  0.024
OBS:  54144.148  j  NULL   5171.       232.7     18.216  0.045
OBS:  54144.152  i  NULL   8995.       206.9     17.615  0.023
OBS:  54144.152  h  NULL   9665.       203.0     17.537  0.021
OBS:  54144.156  g  NULL   4800.       153.6     18.297  0.032
OBS:  54148.117  j  NULL   5932.       213.6     18.067  0.036
OBS:  54148.121  i  NULL   8084.       202.1     17.731  0.025
OBS:  54148.125  h  NULL   7537.       196.0     17.807  0.026
OBS:  54149.141  i  NULL   8806.       184.9     17.638  0.021
OBS:  54149.145  h  NULL   6680.       153.6     17.938  0.023
OBS:  54149.145  g  NULL   2430.       126.4     19.036  0.052
OBS:  54150.301  j  NULL   5834.       414.3     18.085  0.071
OBS:  54150.301  i  NULL   6637.       345.1     17.945  0.052
OBS:  54150.305  h  NULL   6546.       281.5     17.960  0.043
OBS:  54152.211  j  NULL   6304.       208.0     18.001  0.033
OBS:  54152.215  h  NULL   5781.       179.2     18.095  0.031
OBS:  54152.219  g  NULL   1886.       107.5     19.311  0.057
OBS:  54153.137  j  NULL   6748.       222.7     17.927  0.033
OBS:  54153.141  i  NULL   7352.       191.1     17.834  0.026
OBS:  54153.145  h  NULL   5143.       159.4     18.222  0.031
OBS:  54153.145  g  NULL   1649.       125.3     19.457  0.076
OBS:  54154.195  j  NULL   6492.       227.2     17.969  0.035
OBS:  54154.199  i  NULL   6631.       172.4     17.946  0.026
OBS:  54154.199  h  NULL   5003.       175.1     18.252  0.035
OBS:  54154.203  g  NULL   1735.       142.2     19.402  0.082
OBS:  54160.168  j  NULL   3464.       235.6     18.651  0.068
OBS:  54160.168  i  NULL   4418.       207.6     18.387  0.047
OBS:  54161.156  h  NULL   3388.       291.4     18.675  0.086
OBS:  54162.195  j  NULL   3130.       297.4     18.761  0.095
OBS:  54162.195  i  NULL   3934.       283.2     18.513  0.072
OBS:  54163.156  j  NULL   3417.       351.9     18.666  0.103
OBS:  54166.133  j  NULL   2940.       191.1     18.829  0.065
OBS:  54166.133  i  NULL   4112.       226.1     18.465  0.055
OBS:  54166.137  h  NULL   2316.       162.1     19.088  0.070
OBS:  54166.141  g  NULL   1058.       119.5     19.939  0.113
OBS:  54166.234  j  NULL   3039.       188.4     18.793  0.062
OBS:  54166.238  i  NULL   3373.       182.1     18.680  0.054
END: 
