SURVEY:  DES3YR_LOWZ_COMBINED(CFA3K)
SNID:    2008L       
IAUC:    2008L       
RA:        49.31915  deg
DECL:      41.38229  deg
MWEBV: 0.159 (SFD98)
REDSHIFT_HELIO: 0.0178449688288 +- 0.000 (Hel)
REDSHIFT_CMB: 0.0173041541129 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.0173041541129 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 10.6720 +- 0.446
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 54493.125
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVri -> fghij       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  -99.7133497648
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:   32
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  54491.176  j  NULL  0.3535E+05   1414.     16.129  0.040
OBS:  54491.180  i  NULL  0.4613E+05   1476.     15.840  0.032
OBS:  54491.184  h  NULL  0.4902E+05   2402.     15.774  0.049
OBS:  54496.234  g  NULL  0.4622E+05   693.3     15.838  0.015
OBS:  54496.238  g  NULL  0.4596E+05   689.4     15.844  0.015
OBS:  54507.098  j  NULL  0.1843E+05   553.0     16.836  0.030
OBS:  54507.098  i  NULL  0.2842E+05   625.2     16.366  0.022
OBS:  54507.102  h  NULL  0.2754E+05   605.9     16.400  0.022
OBS:  54507.105  g  NULL  0.1360E+05   299.2     17.166  0.022
OBS:  54507.109  g  NULL  0.1359E+05   299.0     17.167  0.022
OBS:  54509.113  j  NULL  0.1948E+05   662.3     16.776  0.034
OBS:  54509.113  i  NULL  0.2759E+05   662.2     16.398  0.024
OBS:  54509.117  h  NULL  0.2544E+05   508.9     16.486  0.020
OBS:  54509.121  g  NULL  0.1058E+05   253.9     17.439  0.024
OBS:  54509.125  g  NULL  0.1072E+05   257.2     17.425  0.024
OBS:  54516.164  j  NULL  0.2609E+05   756.5     16.459  0.029
OBS:  54516.164  i  NULL  0.2368E+05   639.4     16.564  0.027
OBS:  54516.168  h  NULL  0.1695E+05   491.6     16.927  0.029
OBS:  54516.172  g  NULL   5258.       399.6     18.198  0.076
OBS:  54516.176  g  NULL   5049.       398.9     18.242  0.079
OBS:  54520.148  j  NULL  0.1623E+05   487.0     16.974  0.030
OBS:  54520.148  i  NULL  0.1611E+05   370.6     16.982  0.023
OBS:  54520.152  h  NULL  0.1273E+05   331.0     17.238  0.026
OBS:  54526.117  j  NULL  0.1101E+05   374.2     17.396  0.034
OBS:  54526.121  i  NULL  0.1185E+05   284.3     17.316  0.024
OBS:  54526.121  h  NULL   8937.       241.3     17.622  0.027
OBS:  54526.125  g  NULL   2726.       100.9     18.911  0.037
OBS:  54526.129  g  NULL   3023.       111.8     18.799  0.037
OBS:  54539.102  j  NULL   5167.       578.7     18.217  0.112
OBS:  54539.102  i  NULL   6995.       552.6     17.888  0.079
OBS:  54539.105  h  NULL   6160.       351.1     18.026  0.057
OBS:  54539.113  g  NULL   1898.       237.3     19.304  0.125
END: 
