SURVEY:  DES3YR_LOWZ_COMBINED(CFA3K)
SNID:    2006kf      
IAUC:    2006kf      
RA:        55.46030  deg
DECL:       8.15692  deg
MWEBV: 0.244 (SFD98)
REDSHIFT_HELIO: 0.021299172396 +- 0.000 (Hel)
REDSHIFT_CMB: 0.0208128243685 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.0208128243685 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 10.9840 +- 0.449
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 54041.18
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVri -> fghij       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  -37.2582852189
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS: 187
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  54039.414  j  NULL  0.1796E+05   467.1     16.864  0.026
OBS:  54039.414  i  NULL  0.2243E+05   515.9     16.623  0.023
OBS:  54039.418  h  NULL  0.2063E+05   371.3     16.714  0.018
OBS:  54039.422  g  NULL  0.1778E+05   320.1     16.875  0.018
OBS:  54040.289  j  NULL  0.1697E+05   390.2     16.926  0.023
OBS:  54040.293  i  NULL  0.2291E+05   481.1     16.600  0.021
OBS:  54040.297  h  NULL  0.2158E+05   345.2     16.665  0.016
OBS:  54040.297  g  NULL  0.1830E+05   329.4     16.844  0.018
OBS:  54041.316  j  NULL  0.1629E+05   439.9     16.970  0.027
OBS:  54041.316  i  NULL  0.2295E+05   504.9     16.598  0.022
OBS:  54041.320  h  NULL  0.2196E+05   351.3     16.646  0.016
OBS:  54042.211  j  NULL  0.1680E+05   436.7     16.937  0.026
OBS:  54042.211  i  NULL  0.2321E+05   533.7     16.586  0.023
OBS:  54042.215  h  NULL  0.2158E+05   388.4     16.665  0.018
OBS:  54051.406  j  NULL   9205.       303.8     17.590  0.033
OBS:  54051.410  h  NULL  0.1479E+05   251.4     17.075  0.017
OBS:  54051.414  g  NULL   8181.       171.8     17.718  0.021
OBS:  54052.367  j  NULL   9665.       299.6     17.537  0.031
OBS:  54052.371  i  NULL  0.1430E+05   328.8     17.112  0.023
OBS:  54052.375  h  NULL  0.1415E+05   297.2     17.123  0.021
OBS:  54052.375  g  NULL   7218.       194.9     17.854  0.027
OBS:  54053.367  h  NULL  0.1375E+05   220.1     17.154  0.016
OBS:  54053.371  g  NULL   6059.       139.4     18.044  0.023
OBS:  54055.246  j  NULL   8488.       831.8     17.678  0.098
OBS:  54055.277  j  NULL   9585.       210.9     17.546  0.022
OBS:  54055.277  i  NULL  0.1287E+05   296.0     17.226  0.023
OBS:  54055.281  h  NULL  0.1163E+05   209.4     17.336  0.018
OBS:  54055.285  g  NULL   4716.       122.6     18.316  0.026
OBS:  54056.348  j  NULL   9585.       383.4     17.546  0.040
OBS:  54056.352  i  NULL  0.1244E+05   410.5     17.263  0.033
OBS:  54056.352  h  NULL  0.1087E+05   195.7     17.409  0.018
OBS:  54056.355  g  NULL   3894.       116.8     18.524  0.030
OBS:  54063.203  j  NULL   9917.       257.9     17.509  0.026
OBS:  54063.207  i  NULL   8750.       376.2     17.645  0.043
OBS:  54063.207  h  NULL   6619.       152.2     17.948  0.023
OBS:  54063.211  g  NULL   1716.       97.79     19.414  0.057
OBS:  54070.250  j  NULL   5171.       243.1     18.216  0.047
OBS:  54070.254  i  NULL   4293.       236.1     18.418  0.055
OBS:  54070.254  h  NULL   3977.       214.8     18.501  0.054
OBS:  54071.254  j  NULL   5331.       341.2     18.183  0.064
OBS:  54071.258  i  NULL   4223.       342.0     18.436  0.081
OBS:  54071.258  h  NULL   3705.       166.7     18.578  0.045
OBS:  54076.254  j  NULL   3937.       334.7     18.512  0.085
OBS:  54076.254  i  NULL   3641.       345.9     18.597  0.095
OBS:  54076.258  h  NULL   2606.       125.1     18.960  0.048
OBS:  54078.305  j  NULL   3493.       181.6     18.642  0.052
OBS:  54078.309  i  NULL   3275.       216.1     18.712  0.066
OBS:  54078.309  h  NULL   3085.       163.5     18.777  0.053
OBS:  54078.313  g  NULL   1076.       88.27     19.920  0.082
OBS:  54080.199  j  NULL   3284.       203.6     18.709  0.062
