SURVEY:  DES3YR_LOWZ_COMBINED(CFA3K)
SNID:    2007co      
IAUC:    2007co      
RA:       275.76500  deg
DECL:      29.89705  deg
MWEBV: 0.110 (SFD98)
REDSHIFT_HELIO: 0.026962702572 +- 0.000 (Hel)
REDSHIFT_CMB: 0.0265620201826 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.0265620201826 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 10.3660 +- 3.818
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 54265.148
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVri -> fghij       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  283.686850351
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:  122
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  54259.379  j  NULL  0.1324E+05   211.9     17.195  0.016
OBS:  54259.379  i  NULL  0.1690E+05   270.5     16.930  0.016
OBS:  54259.383  h  NULL  0.1608E+05   257.4     16.984  0.016
OBS:  54259.383  g  NULL  0.1422E+05   241.7     17.118  0.017
OBS:  54260.375  j  NULL  0.1351E+05   229.8     17.173  0.017
OBS:  54260.375  i  NULL  0.1830E+05   274.5     16.844  0.015
OBS:  54260.379  h  NULL  0.1730E+05   276.8     16.905  0.016
OBS:  54260.383  g  NULL  0.1543E+05   308.6     17.029  0.020
OBS:  54260.387  f  NULL  0.1287E+05   579.2     17.226  0.045
OBS:  54260.391  f  NULL  0.1253E+05   614.0     17.255  0.049
OBS:  54261.402  j  NULL  0.1369E+05   246.4     17.159  0.018
OBS:  54261.402  i  NULL  0.1923E+05   288.5     16.790  0.015
OBS:  54261.406  h  NULL  0.1811E+05   253.6     16.855  0.014
OBS:  54261.410  g  NULL  0.1664E+05   282.9     16.947  0.017
OBS:  54261.414  f  NULL  0.1318E+05   553.7     17.200  0.042
OBS:  54261.418  f  NULL  0.1324E+05   503.3     17.195  0.038
OBS:  54264.168  j  NULL  0.1291E+05   258.1     17.223  0.020
OBS:  54264.172  h  NULL  0.2006E+05   321.0     16.744  0.016
OBS:  54264.176  g  NULL  0.1725E+05   345.0     16.908  0.020
OBS:  54264.180  f  NULL  0.1353E+05   608.7     17.172  0.045
OBS:  54265.363  j  NULL  0.1268E+05   228.3     17.242  0.018
OBS:  54265.367  i  NULL  0.2134E+05   277.4     16.677  0.013
OBS:  54265.367  h  NULL  0.2080E+05   270.4     16.705  0.013
OBS:  54265.371  g  NULL  0.1747E+05   262.1     16.894  0.015
OBS:  54265.375  f  NULL  0.1326E+05   517.0     17.194  0.039
OBS:  54266.301  j  NULL  0.1244E+05   199.0     17.263  0.016
