SURVEY:  DES3YR_LOWZ_COMBINED(CFA3K)
SNID:    2006et      
IAUC:    2006et      
RA:        10.69075  deg
DECL:     -23.55828  deg
MWEBV: 0.019 (SFD98)
REDSHIFT_HELIO: 0.0225830532684 +- 0.000 (Hel)
REDSHIFT_CMB: 0.021604731679 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.021604731679 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 10.9450 +- 3.211
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 53994.441
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVri -> fghij       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  187.69829807
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS: 184
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  53991.359  j  NULL  0.2938E+05   705.0     16.330  0.024
OBS:  53991.363  i  NULL  0.4184E+05   962.3     15.946  0.023
OBS:  53991.363  h  NULL  0.4321E+05   821.0     15.911  0.019
OBS:  53991.367  g  NULL  0.3688E+05   885.1     16.083  0.024
OBS:  54004.316  j  NULL  0.1925E+05   462.0     16.789  0.024
OBS:  54004.320  h  NULL  0.3551E+05   639.3     16.124  0.018
OBS:  54004.324  g  NULL  0.2346E+05   563.1     16.574  0.024
OBS:  54007.313  j  NULL  0.1613E+05   403.2     16.981  0.025
OBS:  54007.313  i  NULL  0.2948E+05   678.2     16.326  0.023
OBS:  54007.316  h  NULL  0.3059E+05   581.2     16.286  0.019
OBS:  54007.320  g  NULL  0.1801E+05   450.3     16.861  0.025
OBS:  54009.313  j  NULL  0.1500E+05   389.9     17.060  0.026
OBS:  54009.313  i  NULL  0.2684E+05   644.2     16.428  0.024
OBS:  54009.316  h  NULL  0.2769E+05   747.8     16.394  0.027
OBS:  54009.320  g  NULL  0.1500E+05   554.9     17.060  0.037
OBS:  54011.277  j  NULL  0.1479E+05   384.6     17.075  0.026
