SURVEY:  DES3YR_LOWZ_COMBINED(CFA3K)
SNID:    2007O       
IAUC:    2007O       
RA:       224.02150  deg
DECL:      45.40483  deg
MWEBV: 0.024 (SFD98)
REDSHIFT_HELIO: 0.0362132778414 +- 0.000 (Hel)
REDSHIFT_CMB: 0.0365868210793 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.0365868210793 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 10.9880 +- 0.031
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 54125.801
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVri -> fghij       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  163.981417601
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:   55
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  54128.508  j  NULL   9281.       222.8     17.581  0.024
OBS:  54128.512  i  NULL  0.1747E+05   314.5     16.894  0.018
OBS:  54128.516  h  NULL  0.1783E+05   267.5     16.872  0.015
OBS:  54129.547  j  NULL   8295.       215.7     17.703  0.026
OBS:  54129.547  i  NULL  0.1644E+05   279.5     16.960  0.017
OBS:  54129.551  h  NULL  0.1747E+05   279.6     16.894  0.016
OBS:  54129.555  g  NULL  0.1553E+05   295.1     17.022  0.019
OBS:  54135.363  j  NULL   5282.       290.5     18.193  0.055
OBS:  54135.367  i  NULL  0.1267E+05   329.4     17.243  0.026
OBS:  54135.367  h  NULL  0.1415E+05   424.5     17.123  0.030
OBS:  54135.371  g  NULL  0.1013E+05   466.0     17.486  0.046
OBS:  54138.391  j  NULL   5375.       209.6     18.174  0.039
OBS:  54138.395  i  NULL  0.1062E+05   233.6     17.435  0.022
OBS:  54138.395  h  NULL  0.1123E+05   213.4     17.374  0.019
OBS:  54138.398  g  NULL   7258.       188.7     17.848  0.026
OBS:  54139.418  j  NULL   4907.       333.7     18.273  0.068
OBS:  54139.418  i  NULL   9954.       238.9     17.505  0.024
OBS:  54139.426  g  NULL   6724.       235.3     17.931  0.035
OBS:  54139.465  j  NULL   5475.       213.5     18.154  0.039
OBS:  54139.469  i  NULL  0.1011E+05   283.1     17.488  0.028
OBS:  54141.375  j  NULL   5460.       152.9     18.157  0.028
OBS:  54141.379  i  NULL   9799.       166.6     17.522  0.017
OBS:  54141.383  h  NULL   9462.       160.9     17.560  0.017
OBS:  54141.383  g  NULL   4682.       177.9     18.324  0.038
OBS:  54148.383  j  NULL   6415.       192.4     17.982  0.030
OBS:  54148.387  i  NULL   8863.       168.4     17.631  0.019
OBS:  54148.391  h  NULL   6780.       169.5     17.922  0.025
OBS:  54148.391  g  NULL   2295.       128.5     19.098  0.056
OBS:  54150.504  j  NULL   6693.       180.7     17.936  0.027
OBS:  54150.508  i  NULL   7748.       131.7     17.777  0.017
OBS:  54150.508  h  NULL   5644.       141.1     18.121  0.025
OBS:  54152.434  j  NULL   6368.       184.7     17.990  0.029
OBS:  54152.434  i  NULL   7027.       147.6     17.883  0.021
OBS:  54152.438  h  NULL   5287.       148.0     18.192  0.028
OBS:  54152.441  g  NULL   1598.       92.69     19.491  0.058
OBS:  54156.516  j  NULL   5124.       153.7     18.226  0.030
OBS:  54156.520  i  NULL   5551.       122.1     18.139  0.022
OBS:  54156.523  h  NULL   4169.       141.7     18.450  0.034
OBS:  54156.523  g  NULL   1085.       108.5     19.911  0.100
OBS:  54161.434  j  NULL   3448.       193.1     18.656  0.056
OBS:  54161.438  i  NULL   4207.       391.3     18.440  0.093
OBS:  54161.441  h  NULL   3305.       171.9     18.702  0.052
OBS:  54165.480  h  NULL   2868.       246.7     18.856  0.086
OBS:  54166.445  j  NULL   2998.       179.9     18.808  0.060
OBS:  54166.449  i  NULL   3448.       131.0     18.656  0.038
OBS:  54166.453  h  NULL   3128.       456.6     18.762  0.146
OBS:  54168.488  j  NULL   2687.       102.1     18.927  0.038
OBS:  54168.488  i  NULL   3003.       99.11     18.806  0.033
OBS:  54168.492  h  NULL   2346.       112.6     19.074  0.048
OBS:  54169.480  j  NULL   2301.       126.6     19.095  0.055
OBS:  54169.480  i  NULL   3037.       97.17     18.794  0.032
OBS:  54169.484  h  NULL   2291.       103.1     19.100  0.045
OBS:  54169.488  g  NULL   835.6       114.5     20.195  0.137
OBS:  54178.223  j  NULL   1384.       116.3     19.647  0.084
OBS:  54178.227  i  NULL   2280.       93.49     19.105  0.041
END: 
