SURVEY:  DES3YR_LOWZ_COMBINED(CFA3K)
SNID:    2006ac      
IAUC:    2006ac      
RA:       190.43706  deg
DECL:      35.06887  deg
MWEBV: 0.016 (SFD98)
REDSHIFT_HELIO: 0.0231077750223 +- 0.000 (Hel)
REDSHIFT_CMB: 0.0239493455738 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.0239493455738 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 10.9840 +- 0.098
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 53781.852
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVri -> fghij       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  -136.237078792
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:  145
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  53777.461  j  NULL  0.2103E+05   441.6     16.693  0.021
OBS:  53777.465  h  NULL  0.3020E+05   634.2     16.300  0.021
OBS:  53777.473  i  NULL  0.2850E+05   598.4     16.363  0.021
OBS:  53777.473  j  NULL  0.2047E+05   511.9     16.722  0.025
OBS:  53777.477  h  NULL  0.3062E+05   520.5     16.285  0.017
OBS:  53777.484  i  NULL  0.2884E+05   634.5     16.350  0.022
OBS:  53777.488  j  NULL  0.2072E+05   559.5     16.709  0.027
OBS:  53777.488  h  NULL  0.3062E+05   581.8     16.285  0.019
OBS:  53777.496  g  NULL  0.2811E+05   562.1     16.378  0.020
OBS:  53777.500  i  NULL  0.3054E+05   488.6     16.288  0.016
OBS:  53777.500  j  NULL  0.2170E+05   412.2     16.659  0.019
OBS:  53777.504  h  NULL  0.3017E+05   543.1     16.301  0.018
OBS:  53777.512  i  NULL  0.2897E+05   579.5     16.345  0.020
OBS:  53777.512  j  NULL  0.2014E+05   463.2     16.740  0.023
OBS:  53778.508  i  NULL  0.3278E+05   622.8     16.211  0.019
OBS:  53778.508  j  NULL  0.2116E+05   507.9     16.686  0.024
OBS:  53778.516  f  NULL  0.3774E+05   1774.     16.058  0.047
OBS:  53779.473  i  NULL  0.3367E+05   606.0     16.182  0.018
OBS:  53779.477  j  NULL  0.2158E+05   453.1     16.665  0.021
OBS:  53779.477  h  NULL  0.3516E+05   562.5     16.135  0.016
OBS:  53779.484  f  NULL  0.3774E+05   2076.     16.058  0.055
OBS:  53779.492  i  NULL  0.3128E+05   688.0     16.262  0.022
OBS:  53779.496  f  NULL  0.4081E+05   2000.     15.973  0.049
OBS:  53781.438  h  NULL  0.3525E+05   634.6     16.132  0.018
OBS:  53781.441  i  NULL  0.3499E+05   524.9     16.140  0.015
OBS:  53781.441  j  NULL  0.1992E+05   398.3     16.752  0.020
OBS:  53781.445  g  NULL  0.3093E+05   773.3     16.274  0.025
OBS:  53781.449  f  NULL  0.3607E+05   1696.     16.107  0.047
OBS:  53781.453  f  NULL  0.3644E+05   1640.     16.096  0.045
OBS:  53786.516  i  NULL  0.3165E+05   601.4     16.249  0.019
OBS:  53786.516  j  NULL  0.1667E+05   483.5     16.945  0.029
OBS:  53786.516  h  NULL  0.3324E+05   598.2     16.196  0.018
OBS:  53786.520  f  NULL  0.2554E+05   1200.     16.482  0.047
OBS:  53786.523  f  NULL  0.2512E+05   1105.     16.500  0.044
OBS:  53786.527  g  NULL  0.2580E+05   541.8     16.471  0.021
OBS:  53788.496  h  NULL  0.3197E+05   447.6     16.238  0.014
OBS:  53788.500  i  NULL  0.2940E+05   470.5     16.329  0.016
OBS:  53788.500  j  NULL  0.1505E+05   301.0     17.056  0.020
OBS:  53788.504  g  NULL  0.2366E+05   402.2     16.565  0.017
OBS:  53788.508  f  NULL  0.1988E+05   815.0     16.754  0.041
OBS:  53788.512  f  NULL  0.1970E+05   807.6     16.764  0.041
OBS:  53794.426  i  NULL  0.1934E+05   328.7     16.784  0.017
OBS:  53794.430  j  NULL   9710.       242.7     17.532  0.025
OBS:  53794.434  f  NULL   9264.       398.4     17.583  0.043
OBS:  53796.504  j  NULL  0.1028E+05   246.7     17.470  0.024
OBS:  53796.508  h  NULL  0.1995E+05   299.3     16.750  0.015
OBS:  53796.508  f  NULL   7914.       419.5     17.754  0.053
OBS:  53796.512  f  NULL   7762.       411.4     17.775  0.053
OBS:  53796.516  g  NULL  0.1002E+05   200.4     17.498  0.020
OBS:  53797.504  i  NULL  0.1813E+05   362.6     16.854  0.020
OBS:  53797.508  j  NULL  0.1025E+05   287.0     17.473  0.028
OBS:  53797.508  h  NULL  0.1918E+05   306.9     16.793  0.016
OBS:  53797.520  g  NULL   8551.       179.6     17.670  0.021
OBS:  53798.414  i  NULL  0.1860E+05   297.7     16.826  0.016
OBS:  53798.414  j  NULL  0.1040E+05   260.1     17.457  0.025
OBS:  53798.418  g  NULL   8158.       163.2     17.721  0.020
OBS:  53798.418  f  NULL   6160.       301.9     18.026  0.049
OBS:  53798.422  f  NULL   6668.       326.7     17.940  0.049
OBS:  53799.492  i  NULL  0.1855E+05   315.4     16.829  0.017
OBS:  53799.496  j  NULL  0.1117E+05   312.7     17.380  0.028
OBS:  53799.496  h  NULL  0.1700E+05   255.0     16.924  0.015
OBS:  53799.500  f  NULL   5248.       314.9     18.200  0.060
OBS:  53799.504  f  NULL   5091.       290.2     18.233  0.057
OBS:  53799.508  g  NULL   6730.       141.3     17.930  0.021
OBS:  53800.492  i  NULL  0.1768E+05   336.0     16.881  0.019
OBS:  53800.492  j  NULL  0.1140E+05   250.7     17.358  0.022
OBS:  53800.496  h  NULL  0.1597E+05   255.5     16.992  0.016
OBS:  53800.496  f  NULL   4278.       273.8     18.422  0.064
OBS:  53800.504  g  NULL   6362.       127.2     17.991  0.020
