SURVEY:  DES3YR_LOWZ_COMBINED(CFA3K)
SNID:    2006ef      
IAUC:    2006ef      
RA:        31.08137  deg
DECL:      -8.72847  deg
MWEBV: 0.023 (SFD98)
REDSHIFT_HELIO: 0.0176827246588 +- 0.000 (Hel)
REDSHIFT_CMB: 0.0168199967593 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.0168199967593 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 10.5640 +- 0.102
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 53969.297
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVri -> fghij       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  176.527641333
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS: 124
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  53977.449  j  NULL  0.2142E+05   1028.     16.673  0.048
OBS:  53977.453  i  NULL  0.4309E+05   1422.     15.914  0.033
OBS:  53977.453  h  NULL  0.4839E+05   1500.     15.788  0.031
OBS:  53977.457  g  NULL  0.3798E+05   1937.     16.051  0.051
OBS:  53978.477  j  NULL  0.1968E+05   924.9     16.765  0.047
OBS:  53978.477  i  NULL  0.3966E+05   1428.     16.004  0.036
OBS:  53978.480  h  NULL  0.4575E+05   1556.     15.849  0.034
OBS:  53978.484  g  NULL  0.3392E+05   1560.     16.174  0.046
OBS:  53980.449  j  NULL  0.1816E+05   835.5     16.852  0.046
OBS:  53980.449  i  NULL  0.3551E+05   1172.     16.124  0.033
OBS:  53980.453  h  NULL  0.4111E+05   1603.     15.965  0.039
OBS:  53980.457  g  NULL  0.2831E+05   1331.     16.370  0.047
OBS:  53990.449  j  NULL  0.2338E+05   1099.     16.578  0.047
OBS:  53990.453  i  NULL  0.2892E+05   1272.     16.347  0.044
OBS:  53990.453  h  NULL  0.2392E+05   1053.     16.553  0.044
OBS:  53990.457  g  NULL   8913.       401.1     17.625  0.045
OBS:  53992.387  j  NULL  0.2196E+05   1076.     16.646  0.049
OBS:  53992.391  i  NULL  0.2604E+05   1432.     16.461  0.055
OBS:  53992.391  h  NULL  0.2049E+05   819.7     16.721  0.040
OBS:  53992.395  g  NULL   7447.       633.0     17.820  0.085
OBS:  53995.426  j  NULL  0.1950E+05   994.4     16.775  0.051
OBS:  53995.430  i  NULL  0.2089E+05   1400.     16.700  0.067
OBS:  53995.430  h  NULL  0.1604E+05   898.2     16.987  0.056
OBS:  53995.434  g  NULL   5546.       726.6     18.140  0.131
OBS:  54007.344  j  NULL   8472.       1025.     17.680  0.121
OBS:  54007.348  i  NULL  0.1060E+05   1643.     17.437  0.155
OBS:  54007.352  h  NULL   8009.       728.9     17.741  0.091
OBS:  54007.352  g  NULL   2924.       614.1     18.835  0.210
OBS:  54008.391  j  NULL   8379.       1006.     17.692  0.120
