SURVEY:  DES3YR_LOWZ_COMBINED(CFA3K)
SNID:    2006sr      
IAUC:    2006sr      
RA:         0.89593  deg
DECL:      23.19602  deg
MWEBV: 0.093 (SFD98)
REDSHIFT_HELIO: 0.0241375907548 +- 0.000 (Hel)
REDSHIFT_CMB: 0.0229789093137 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.0229789093137 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 10.7570 +- 0.05
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 54092.836
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVri -> fghij       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  258.312589392
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:   59
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  54090.086  h  NULL  0.2563E+05   435.8     16.478  0.017
OBS:  54090.086  g  NULL  0.2370E+05   497.8     16.563  0.021
OBS:  54090.102  h  NULL  0.2566E+05   410.5     16.477  0.016
OBS:  54090.105  g  NULL  0.2388E+05   501.4     16.555  0.021
OBS:  54094.063  j  NULL  0.1731E+05   380.9     16.904  0.022
OBS:  54094.066  i  NULL  0.2884E+05   548.0     16.350  0.019
OBS:  54094.066  h  NULL  0.2775E+05   443.9     16.392  0.016
OBS:  54094.070  g  NULL  0.2410E+05   506.1     16.545  0.021
OBS:  54094.074  f  NULL  0.2331E+05   1259.     16.581  0.054
OBS:  54094.078  f  NULL  0.2226E+05   1202.     16.631  0.054
OBS:  54095.113  i  NULL  0.2837E+05   595.7     16.368  0.021
OBS:  54095.117  h  NULL  0.2716E+05   489.0     16.415  0.018
OBS:  54095.121  g  NULL  0.2439E+05   536.6     16.532  0.022
OBS:  54095.125  f  NULL  0.2124E+05   1147.     16.682  0.054
OBS:  54095.129  f  NULL  0.2061E+05   1113.     16.715  0.054
OBS:  54099.133  j  NULL  0.1329E+05   717.8     17.191  0.054
OBS:  54099.137  i  NULL  0.2493E+05   723.1     16.508  0.029
OBS:  54099.141  h  NULL  0.2285E+05   662.5     16.603  0.029
OBS:  54099.141  g  NULL  0.1686E+05   657.5     16.933  0.039
OBS:  54100.098  j  NULL  0.1235E+05   321.0     17.271  0.026
OBS:  54100.102  i  NULL  0.2329E+05   512.4     16.582  0.022
OBS:  54100.102  h  NULL  0.2253E+05   473.2     16.618  0.021
OBS:  54100.105  g  NULL  0.1764E+05   511.4     16.884  0.029
OBS:  54101.078  j  NULL  0.1118E+05   313.0     17.379  0.028
OBS:  54101.078  i  NULL  0.2093E+05   481.4     16.698  0.023
OBS:  54101.082  h  NULL  0.2196E+05   439.2     16.646  0.020
OBS:  54101.086  g  NULL  0.1582E+05   395.5     17.002  0.025
OBS:  54102.090  j  NULL   9936.       288.1     17.507  0.029
OBS:  54102.094  i  NULL  0.1912E+05   420.8     16.796  0.022
OBS:  54102.094  h  NULL  0.2072E+05   414.4     16.709  0.020
OBS:  54102.098  g  NULL  0.1355E+05   406.6     17.170  0.030
OBS:  54103.078  j  NULL   9559.       296.3     17.549  0.031
OBS:  54103.078  i  NULL  0.1820E+05   418.5     16.850  0.023
OBS:  54103.082  h  NULL  0.1939E+05   407.2     16.781  0.021
OBS:  54103.086  g  NULL  0.1324E+05   463.5     17.195  0.035
OBS:  54104.063  j  NULL   9095.       345.6     17.603  0.038
OBS:  54104.063  i  NULL  0.1700E+05   408.0     16.924  0.024
OBS:  54104.066  h  NULL  0.1793E+05   358.6     16.866  0.020
OBS:  54104.066  g  NULL  0.1220E+05   366.0     17.284  0.030
OBS:  54117.113  j  NULL  0.1109E+05   277.2     17.388  0.025
OBS:  54117.113  i  NULL  0.1181E+05   271.7     17.319  0.023
OBS:  54117.117  h  NULL   8264.       181.8     17.707  0.022
OBS:  54117.121  g  NULL   2523.       116.1     18.995  0.046
OBS:  54117.125  g  NULL   2349.       131.5     19.073  0.056
OBS:  54128.094  j  NULL   5365.       236.1     18.176  0.044
OBS:  54128.094  i  NULL   5480.       219.2     18.153  0.040
OBS:  54128.098  h  NULL   4389.       298.5     18.394  0.068
OBS:  54128.102  g  NULL   1389.       245.9     19.643  0.177
OBS:  54135.117  h  NULL   3604.       273.9     18.608  0.076
OBS:  54135.121  g  NULL   806.9       320.3     20.233  0.397
OBS:  54135.125  i  NULL   3841.       495.4     18.539  0.129
OBS:  54139.090  j  NULL   3417.       194.8     18.666  0.057
OBS:  54139.094  i  NULL   3675.       150.7     18.587  0.041
OBS:  54139.094  h  NULL   2803.       137.3     18.881  0.049
OBS:  54139.098  g  NULL   793.6       257.1     20.251  0.324
OBS:  54149.082  j  NULL   2082.       859.7     19.204  0.413
OBS:  54149.082  i  NULL   3404.       394.9     18.670  0.116
OBS:  54149.086  h  NULL   1930.       393.8     19.286  0.204
OBS:  54149.090  g  NULL   1010.       350.5     19.989  0.347
END: 
