SURVEY:  DES3YR_LOWZ_COMBINED(CFA3K)
SNID:    2008bf      
IAUC:    2008bf      
RA:       181.01199  deg
DECL:      20.24508  deg
MWEBV: 0.033 (SFD98)
REDSHIFT_HELIO: 0.023460271059 +- 0.000 (Hel)
REDSHIFT_CMB: 0.0245305094868 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.0245305094868 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 11.1660 +- 2.95
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 54555.059
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVri -> fghij       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  1.6113460109
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:   81
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  54549.363  j  NULL  0.2657E+05   637.7     16.439  0.024
OBS:  54549.367  i  NULL  0.3581E+05   787.8     16.115  0.022
OBS:  54549.371  h  NULL  0.3873E+05   813.2     16.030  0.021
OBS:  54549.371  g  NULL  0.3823E+05   1070.     16.044  0.028
OBS:  54550.246  j  NULL  0.2800E+05   672.1     16.382  0.024
OBS:  54550.250  i  NULL  0.3912E+05   821.5     16.019  0.021
OBS:  54550.250  h  NULL  0.4305E+05   775.0     15.915  0.018
OBS:  54550.254  g  NULL  0.4070E+05   1058.     15.976  0.026
OBS:  54551.270  j  NULL  0.2759E+05   717.4     16.398  0.026
OBS:  54551.270  i  NULL  0.4119E+05   906.2     15.963  0.022
OBS:  54551.273  h  NULL  0.4504E+05   855.8     15.866  0.019
OBS:  54551.277  g  NULL  0.4282E+05   1070.     15.921  0.025
OBS:  54551.281  f  NULL  0.5691E+05   4439.     15.612  0.078
OBS:  54553.375  j  NULL  0.2724E+05   762.7     16.412  0.028
OBS:  54553.375  i  NULL  0.4442E+05   932.9     15.881  0.021
OBS:  54553.387  f  NULL  0.5797E+05   4464.     15.592  0.077
OBS:  54553.391  f  NULL  0.5970E+05   4597.     15.560  0.077
OBS:  54556.305  j  NULL  0.2450E+05   661.5     16.527  0.027
OBS:  54556.309  i  NULL  0.4397E+05   1011.     15.892  0.023
OBS:  54556.309  h  NULL  0.4862E+05   875.1     15.783  0.018
OBS:  54556.313  g  NULL  0.4397E+05   1011.     15.892  0.023
OBS:  54557.359  j  NULL  0.2392E+05   669.8     16.553  0.028
OBS:  54557.359  i  NULL  0.4410E+05   1058.     15.889  0.024
OBS:  54557.363  h  NULL  0.4853E+05   873.5     15.785  0.018
OBS:  54557.367  g  NULL  0.4377E+05   1007.     15.897  0.023
OBS:  54557.371  f  NULL  0.4925E+05   3792.     15.769  0.077
OBS:  54557.375  f  NULL  0.5016E+05   3863.     15.749  0.077
OBS:  54558.297  j  NULL  0.2299E+05   1012.     16.596  0.044
OBS:  54558.297  i  NULL  0.4500E+05   1170.     15.867  0.026
OBS:  54558.301  h  NULL  0.4747E+05   854.4     15.809  0.018
OBS:  54558.305  g  NULL  0.4192E+05   964.1     15.944  0.023
OBS:  54565.336  j  NULL  0.1595E+05   462.6     16.993  0.029
OBS:  54565.336  i  NULL  0.3200E+05   704.1     16.237  0.022
OBS:  54565.340  h  NULL  0.3675E+05   624.7     16.087  0.017
OBS:  54565.344  g  NULL  0.2749E+05   577.3     16.402  0.021
OBS:  54565.348  f  NULL  0.2742E+05   2111.     16.405  0.077
OBS:  54565.348  f  NULL  0.2618E+05   2042.     16.455  0.078
OBS:  54566.273  j  NULL  0.1482E+05   444.5     17.073  0.030
OBS:  54566.273  i  NULL  0.3045E+05   639.5     16.291  0.021
OBS:  54566.277  h  NULL  0.3474E+05   625.3     16.148  0.018
OBS:  54566.277  g  NULL  0.2473E+05   568.8     16.517  0.023
OBS:  54566.281  f  NULL  0.2473E+05   1904.     16.517  0.077
OBS:  54566.285  f  NULL  0.2480E+05   1934.     16.514  0.078
