SURVEY:  DES3YR_LOWZ_COMBINED(CFA3S)
SNID:    2002jy      
IAUC:    2002jy      
RA:        20.31763  deg
DECL:      40.49869  deg
MWEBV: 0.054 (SFD98)
REDSHIFT_HELIO: 0.0196000 +- 0.000 (Hel)
REDSHIFT_CMB: 0.018712307 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.018712307 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 10.7190 +- 0.415
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 52634.449
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVRI -> abcde       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  473.473566624
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:   37
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  52635.164  a  NULL  0.5114E+05   2455.     15.728  0.048
OBS:  52635.168  b  NULL  0.4142E+05   1325.     15.957  0.032
OBS:  52635.168  c  NULL  0.4508E+05   631.1     15.865  0.014
OBS:  52635.172  d  NULL  0.4738E+05   663.3     15.811  0.014
OBS:  52635.172  e  NULL  0.3627E+05   616.7     16.101  0.017
OBS:  52636.109  a  NULL  0.4880E+05   1659.     15.779  0.034
OBS:  52636.113  b  NULL  0.4085E+05   694.5     15.972  0.017
OBS:  52636.113  c  NULL  0.4373E+05   568.5     15.898  0.013
OBS:  52636.117  d  NULL  0.4656E+05   698.4     15.830  0.015
OBS:  52636.117  e  NULL  0.3529E+05   741.0     16.131  0.021
OBS:  52639.094  a  NULL  0.3934E+05   1180.     16.013  0.030
OBS:  52639.098  b  NULL  0.3601E+05   576.1     16.109  0.016
OBS:  52639.102  c  NULL  0.4059E+05   527.7     15.979  0.013
OBS:  52639.102  d  NULL  0.4389E+05   614.5     15.894  0.014
OBS:  52639.102  e  NULL  0.3056E+05   580.7     16.287  0.019
OBS:  52641.203  b  NULL  0.3357E+05   503.6     16.185  0.015
OBS:  52641.207  d  NULL  0.4119E+05   576.7     15.963  0.014
OBS:  52641.207  e  NULL  0.2860E+05   572.0     16.359  0.020
OBS:  52643.059  a  NULL  0.2808E+05   1292.     16.379  0.046
OBS:  52643.063  b  NULL  0.3003E+05   540.6     16.306  0.018
OBS:  52643.066  c  NULL  0.3624E+05   616.1     16.102  0.017
OBS:  52643.066  d  NULL  0.3648E+05   1094.     16.095  0.030
OBS:  52643.070  e  NULL  0.2487E+05   596.8     16.511  0.024
OBS:  52646.070  b  NULL  0.2489E+05   423.1     16.510  0.017
OBS:  52646.070  c  NULL  0.3148E+05   409.2     16.255  0.013
OBS:  52646.074  d  NULL  0.3039E+05   881.5     16.293  0.029
OBS:  52646.074  e  NULL  0.1848E+05   720.9     16.833  0.039
OBS:  52661.121  b  NULL   6081.       121.6     18.040  0.020
OBS:  52661.121  c  NULL  0.1526E+05   213.7     17.041  0.014
OBS:  52661.125  d  NULL  0.2029E+05   304.3     16.732  0.015
OBS:  52661.125  e  NULL  0.2029E+05   426.0     16.732  0.021
OBS:  52661.129  a  NULL   4492.       256.0     18.369  0.057
OBS:  52666.125  b  NULL   4123.       103.1     18.462  0.025
OBS:  52666.125  c  NULL  0.1190E+05   214.2     17.311  0.018
OBS:  52666.129  d  NULL  0.1786E+05   285.8     16.870  0.016
OBS:  52666.129  e  NULL  0.2017E+05   443.8     16.738  0.022
OBS:  52666.129  a  NULL   2863.       231.9     18.858  0.081
END: 
