SURVEY:  DES3YR_LOWZ_COMBINED(CFA3K)
SNID:    2006bw      
IAUC:    2006bw      
RA:       218.48669  deg
DECL:       3.79884  deg
MWEBV: 0.037 (SFD98)
REDSHIFT_HELIO: 0.0300244795291 +- 0.000 (Hel)
REDSHIFT_CMB: 0.0307938195765 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.0307938195765 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 10.3600 +- 0.132
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 53850.387
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVri -> fghij       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  225.844262675
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:   32
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  53859.273  i  NULL  0.1204E+05   168.6     17.298  0.014
OBS:  53859.273  j  NULL   7980.       207.5     17.745  0.026
OBS:  53859.277  h  NULL  0.1141E+05   159.7     17.357  0.014
OBS:  53859.285  g  NULL   6668.       126.7     17.940  0.019
OBS:  53860.262  i  NULL  0.1156E+05   173.3     17.343  0.015
OBS:  53860.266  h  NULL  0.1084E+05   162.7     17.412  0.015
OBS:  53860.277  g  NULL   6246.       174.9     18.011  0.028
OBS:  53861.371  h  NULL  0.1072E+05   160.7     17.425  0.015
OBS:  53861.375  i  NULL  0.1145E+05   183.2     17.353  0.016
OBS:  53861.375  j  NULL   7132.       156.9     17.867  0.022
OBS:  53861.379  g  NULL   5521.       110.4     18.145  0.020
OBS:  53863.250  i  NULL  0.1035E+05   269.0     17.463  0.026
OBS:  53863.250  j  NULL   6339.       253.6     17.995  0.040
OBS:  53863.250  h  NULL   8782.       237.1     17.641  0.027
OBS:  53864.227  i  NULL   9480.       151.7     17.558  0.016
OBS:  53864.230  j  NULL   6166.       178.8     18.025  0.029
OBS:  53864.230  h  NULL   8888.       160.0     17.628  0.018
OBS:  53864.238  g  NULL   4096.       172.1     18.469  0.042
OBS:  53871.305  j  NULL   6020.       168.6     18.051  0.028
OBS:  53871.309  i  NULL   7034.       126.6     17.882  0.018
OBS:  53871.309  h  NULL   5157.       123.8     18.219  0.024
OBS:  53871.313  g  NULL   1617.       122.9     19.478  0.076
OBS:  53874.367  j  NULL   5531.       177.0     18.143  0.032
OBS:  53874.371  i  NULL   5872.       123.3     18.078  0.021
OBS:  53874.371  h  NULL   4200.       121.8     18.442  0.029
OBS:  53874.375  g  NULL   1234.       123.4     19.772  0.100
OBS:  53879.391  j  NULL   4839.       140.4     18.288  0.029
OBS:  53879.395  i  NULL   4285.       107.1     18.420  0.025
OBS:  53879.395  h  NULL   2992.       107.7     18.810  0.036
OBS:  53879.398  g  NULL   932.4       88.58     20.076  0.095
OBS:  53891.281  j  NULL   2325.       209.2     19.084  0.090
OBS:  53891.281  i  NULL   2233.       127.3     19.128  0.057
END: 
