SURVEY:  DES3YR_LOWZ_COMBINED(CFA3K)
SNID:    2006te      
IAUC:    2006te      
RA:       122.92901  deg
DECL:      41.55467  deg
MWEBV: 0.046 (SFD98)
REDSHIFT_HELIO: 0.03154781761 +- 0.000 (Hel)
REDSHIFT_CMB: 0.0320968218148 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.0320968218148 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 10.5760 +- 0.076
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 54097.164
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVri -> fghij       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  247.981409369
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:   94
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  54100.250  j  NULL  0.1156E+05   323.6     17.343  0.028
OBS:  54100.254  i  NULL  0.2003E+05   400.5     16.746  0.020
OBS:  54100.258  h  NULL  0.2063E+05   391.9     16.714  0.019
OBS:  54101.254  j  NULL  0.1147E+05   355.6     17.351  0.031
OBS:  54101.254  i  NULL  0.1977E+05   454.7     16.760  0.023
OBS:  54101.258  h  NULL  0.1907E+05   572.2     16.799  0.030
OBS:  54101.262  g  NULL  0.1825E+05   547.4     16.847  0.030
OBS:  54101.309  j  NULL  0.1108E+05   409.8     17.389  0.037
OBS:  54101.313  i  NULL  0.2004E+05   400.9     16.745  0.020
OBS:  54101.316  h  NULL  0.1911E+05   458.6     16.797  0.024
OBS:  54101.316  g  NULL  0.1818E+05   527.2     16.851  0.029
OBS:  54102.426  j  NULL  0.1144E+05   560.5     17.354  0.049
OBS:  54102.430  i  NULL  0.1972E+05   532.3     16.763  0.027
OBS:  54102.430  h  NULL  0.1984E+05   575.4     16.756  0.029
OBS:  54102.434  g  NULL  0.1762E+05   634.3     16.885  0.036
OBS:  54108.422  j  NULL   7015.       350.7     17.885  0.050
OBS:  54108.422  i  NULL  0.1343E+05   282.0     17.180  0.021
OBS:  54108.426  h  NULL  0.1447E+05   318.3     17.099  0.022
OBS:  54108.430  g  NULL  0.1118E+05   324.2     17.379  0.029
OBS:  54109.406  j  NULL   6155.       1151.     18.027  0.187
OBS:  54110.426  j  NULL   6362.       159.1     17.991  0.025
OBS:  54110.430  i  NULL  0.1210E+05   290.4     17.293  0.024
OBS:  54110.430  h  NULL  0.1271E+05   292.2     17.240  0.023
OBS:  54110.434  g  NULL   9103.       300.4     17.602  0.033
OBS:  54114.383  j  NULL   6498.       253.4     17.968  0.039
OBS:  54114.387  i  NULL  0.1095E+05   273.9     17.401  0.025
OBS:  54114.387  h  NULL  0.1018E+05   305.3     17.481  0.030
OBS:  54114.391  g  NULL   6571.       433.6     17.956  0.066
OBS:  54117.355  j  NULL   7021.       182.6     17.884  0.026
OBS:  54117.355  i  NULL  0.1011E+05   212.3     17.488  0.021
OBS:  54117.359  h  NULL   8646.       181.6     17.658  0.021
OBS:  54128.207  j  NULL   6625.       258.4     17.947  0.039
OBS:  54128.211  i  NULL   6748.       195.7     17.927  0.029
OBS:  54128.211  h  NULL   4647.       176.6     18.332  0.038
OBS:  54128.215  g  NULL   2293.       438.0     19.099  0.191
OBS:  54129.418  j  NULL   6830.       450.8     17.914  0.066
OBS:  54129.422  i  NULL   7191.       417.1     17.858  0.058
OBS:  54129.426  h  NULL   3715.       497.9     18.575  0.134
OBS:  54138.188  j  NULL   3798.       132.9     18.551  0.035
OBS:  54138.188  i  NULL   4227.       126.8     18.435  0.030
OBS:  54138.191  h  NULL   2868.       137.7     18.856  0.048
OBS:  54139.223  i  NULL   3841.       153.6     18.539  0.040
OBS:  54139.227  h  NULL   2855.       179.9     18.861  0.063
OBS:  54139.363  j  NULL   3671.       216.6     18.588  0.059
OBS:  54139.367  i  NULL   4108.       246.5     18.466  0.060
OBS:  54139.367  h  NULL   2824.       192.0     18.873  0.068
OBS:  54140.285  i  NULL   3937.       118.1     18.512  0.030
OBS:  54140.289  h  NULL   2721.       125.2     18.913  0.046
OBS:  54140.395  j  NULL   3490.       205.9     18.643  0.059
OBS:  54140.395  i  NULL   4108.       168.4     18.466  0.041
OBS:  54140.398  h  NULL   3023.       256.9     18.799  0.085
OBS:  54140.402  g  NULL   1501.       438.3     19.559  0.292
OBS:  54141.273  j  NULL   3272.       144.0     18.713  0.044
OBS:  54141.277  i  NULL   3565.       117.6     18.620  0.033
OBS:  54141.277  h  NULL   2818.       112.7     18.875  0.040
OBS:  54142.340  j  NULL   3254.       139.9     18.719  0.043
OBS:  54142.344  i  NULL   3404.       153.2     18.670  0.045
OBS:  54142.344  h  NULL   2860.       143.0     18.859  0.050
OBS:  54142.348  g  NULL   1932.       384.5     19.285  0.199
OBS:  54144.211  j  NULL   2824.       138.4     18.873  0.049
OBS:  54144.211  i  NULL   3445.       117.1     18.657  0.034
OBS:  54144.215  h  NULL   2304.       133.6     19.094  0.058
OBS:  54148.184  j  NULL   2399.       134.3     19.050  0.056
OBS:  54148.188  i  NULL   3076.       104.6     18.780  0.034
OBS:  54148.188  h  NULL   1986.       117.2     19.255  0.059
