SURVEY:  DES3YR_LOWZ_COMBINED(CFA3K)
SNID:    2005iq      
IAUC:    2005iq      
RA:       359.63509  deg
DECL:     -18.70916  deg
MWEBV: 0.021 (SFD98)
REDSHIFT_HELIO: 0.0340423516561 +- 0.000 (Hel)
REDSHIFT_CMB: 0.032951567322 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.032951567322 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 10.600063 +- 0.280891
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 53687.82
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVri -> fghij       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  191.948177286
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS: 181
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  53682.176  f  NULL  0.2114E+05   3869.     16.687  0.183
OBS:  53682.242  h  NULL  0.1287E+05   411.9     17.226  0.032
OBS:  53682.242  i  NULL  0.1343E+05   416.3     17.180  0.031
OBS:  53682.246  j  NULL   9333.       513.3     17.575  0.055
OBS:  53682.250  g  NULL  0.1437E+05   833.7     17.106  0.058
OBS:  53687.133  g  NULL  0.1777E+05   959.4     16.876  0.054
OBS:  53688.199  j  NULL   9863.       315.6     17.515  0.032
OBS:  53688.199  h  NULL  0.1706E+05   528.9     16.920  0.031
OBS:  53688.207  f  NULL  0.2192E+05   4011.     16.648  0.183
OBS:  53688.211  g  NULL  0.1755E+05   807.5     16.889  0.046
OBS:  53689.125  h  NULL  0.1716E+05   360.3     16.914  0.021
OBS:  53689.129  i  NULL  0.1660E+05   414.9     16.950  0.025
OBS:  53689.129  j  NULL  0.1028E+05   308.4     17.470  0.030
OBS:  53689.133  h  NULL  0.1739E+05   434.9     16.899  0.025
OBS:  53689.137  i  NULL  0.1675E+05   435.5     16.940  0.026
OBS:  53689.137  j  NULL  0.1014E+05   334.6     17.485  0.033
OBS:  53689.141  g  NULL  0.1700E+05   577.9     16.924  0.034
OBS:  53689.145  f  NULL  0.2114E+05   3320.     16.687  0.157
OBS:  53690.199  i  NULL  0.1604E+05   545.3     16.987  0.034
OBS:  53690.199  j  NULL   9497.       332.4     17.556  0.035
OBS:  53690.211  g  NULL  0.1553E+05   807.6     17.022  0.052
OBS:  53691.199  i  NULL  0.1667E+05   400.1     16.945  0.024
OBS:  53691.203  j  NULL   9462.       283.9     17.560  0.030
OBS:  53691.203  h  NULL  0.1664E+05   332.8     16.947  0.020
OBS:  53691.215  g  NULL  0.1529E+05   626.9     17.039  0.041
OBS:  53692.191  i  NULL  0.1557E+05   358.2     17.019  0.023
OBS:  53692.195  j  NULL   8987.       260.6     17.616  0.029
OBS:  53692.195  h  NULL  0.1595E+05   398.8     16.993  0.025
OBS:  53692.203  f  NULL  0.1512E+05   2178.     17.051  0.144
OBS:  53692.207  g  NULL  0.1434E+05   387.0     17.109  0.027
OBS:  53693.195  i  NULL  0.1533E+05   383.3     17.036  0.025
OBS:  53693.195  j  NULL   8630.       293.4     17.660  0.034
OBS:  53693.199  h  NULL  0.1583E+05   380.0     17.001  0.024
OBS:  53693.199  f  NULL  0.1262E+05   2146.     17.247  0.170
OBS:  53693.207  g  NULL  0.1439E+05   518.0     17.105  0.036
OBS:  53694.180  i  NULL  0.1420E+05   369.3     17.119  0.026
OBS:  53694.184  j  NULL   7762.       248.4     17.775  0.032
OBS:  53694.184  h  NULL  0.1525E+05   350.7     17.042  0.023
OBS:  53694.195  g  NULL  0.1335E+05   373.9     17.186  0.028
OBS:  53695.180  i  NULL  0.1365E+05   314.0     17.162  0.023
OBS:  53695.180  j  NULL   7468.       216.6     17.817  0.029
OBS:  53695.184  h  NULL  0.1459E+05   291.8     17.090  0.020
OBS:  53695.188  f  NULL   9532.       1487.     17.552  0.156
OBS:  53695.191  g  NULL  0.1226E+05   343.2     17.279  0.028
OBS:  53696.176  i  NULL  0.1246E+05   299.1     17.261  0.024
OBS:  53696.176  j  NULL   6468.       187.6     17.973  0.029
OBS:  53696.180  h  NULL  0.1365E+05   273.0     17.162  0.020
OBS:  53696.188  g  NULL  0.1082E+05   281.4     17.414  0.026
OBS:  53697.133  i  NULL  0.1188E+05   320.8     17.313  0.027
OBS:  53697.133  j  NULL   5603.       313.8     18.129  0.056
OBS:  53697.137  g  NULL  0.1044E+05   313.3     17.453  0.030
OBS:  53707.152  h  NULL   7112.       170.7     17.870  0.024
OBS:  53707.156  i  NULL   8166.       204.1     17.720  0.025
OBS:  53707.160  j  NULL   5321.       175.6     18.185  0.033
OBS:  53707.160  g  NULL   3327.       126.4     18.695  0.038
OBS:  53707.164  f  NULL   1676.       385.6     19.439  0.230
OBS:  53714.109  h  NULL   4011.       216.6     18.492  0.054
OBS:  53714.113  i  NULL   5829.       192.4     18.086  0.033
OBS:  53714.117  j  NULL   4857.       194.3     18.284  0.040
OBS:  53729.113  h  NULL   1973.       110.5     19.262  0.056
OBS:  53729.117  i  NULL   2754.       118.4     18.900  0.043
OBS:  53729.121  j  NULL   2333.       128.3     19.080  0.055
OBS:  53729.121  g  NULL   792.9       84.84     20.252  0.107
OBS:  53731.102  h  NULL   1984.       119.1     19.256  0.060
OBS:  53731.105  i  NULL   2457.       172.0     19.024  0.070
OBS:  53731.105  j  NULL   2547.       270.0     18.985  0.106
OBS:  53731.109  g  NULL   905.3       93.25     20.108  0.103
OBS:      53682.0     t      md      11178.9    178.863    17.3790    0.0160000
OBS:      53683.0     t      md      12156.3    170.188    17.2880    0.0140000
OBS:      53684.1     t      md      12612.5    189.187    17.2480    0.0150000
OBS:      53687.0     t      md      11923.4    226.545    17.3090    0.0190000
OBS:      53689.1     t      md      10626.7    212.535    17.4340    0.0200000
OBS:      53690.1     t      md      9629.42    202.218    17.5410    0.0210000
OBS:      53694.1     t      md      6148.94    129.128    18.0280    0.0210000
OBS:      53695.1     t      md      5780.96    115.619    18.0950    0.0200000
OBS:      53698.1     t      md      3915.62    117.468    18.5180    0.0300000
OBS:      53699.1     t      md      3159.37    101.100    18.7510    0.0320000
OBS:      53702.1     t      md      2161.72    90.7924    19.1630    0.0420000
OBS:      53706.1     t      md      1370.25    86.3257    19.6580    0.0630000
OBS:      53721.1     t      md      505.825    98.6359    20.7400    0.195000
OBS:      53726.1     t      md      555.137    94.9284    20.6390    0.171000
OBS:      53730.1     t      md      359.088    74.6902    21.1120    0.208000
OBS:      53738.0     t      md      225.320    57.0060    21.6180    0.253000
OBS:      53682.0     u      md      14229.8    128.068    17.1170    0.00900000
OBS:      53683.0     u      md      15631.5    140.683    17.0150    0.00900000
OBS:      53684.1     u      md      16826.8    168.268    16.9350    0.0100000
OBS:      53687.0     u      md      18399.3    183.993    16.8380    0.0100000
OBS:      53689.1     u      md      17980.4    197.785    16.8630    0.0110000
OBS:      53690.1     u      md      17330.1    155.971    16.9030    0.00900000
OBS:      53694.1     u      md      13589.4    122.305    17.1670    0.00900000
OBS:      53695.1     u      md      12589.3    113.303    17.2500    0.00900000
OBS:      53698.1     u      md      9444.96    85.0046    17.5620    0.00900000
OBS:      53699.1     u      md      8598.06    85.9806    17.6640    0.0100000
OBS:      53702.1     u      md      6053.41    72.6409    18.0450    0.0120000
OBS:      53706.1     u      md      3688.08    62.6973    18.5830    0.0170000
OBS:      53716.1     u      md      1786.49    139.346    19.3700    0.0780000
OBS:      53721.1     u      md      1302.57    75.5489    19.7130    0.0580000
OBS:      53726.1     u      md      1051.96    51.5461    19.9450    0.0490000
OBS:      53730.1     u      md      878.213    27.2246    20.1410    0.0310000
OBS:      53738.0     u      md      739.265    34.7455    20.3280    0.0470000
OBS:      53746.0     u      md      719.780    83.4945    20.3570    0.116000
OBS:      53755.0     u      md      604.226    36.2536    20.5470    0.0600000
OBS:     53682.0     v     md     13489.6     121.407     17.1750     0.00900000
OBS:     53683.0     v     md     14723.1     161.954     17.0800     0.0110000
OBS:     53684.1     v     md     15805.2     158.052     17.0030     0.0100000
OBS:     53687.0     v     md     17766.4     106.599     16.8760     0.00600000
OBS:     53689.1     v     md     18046.8     216.562     16.8590     0.0120000
OBS:     53690.1     v     md     17963.9     179.639     16.8640     0.0100000
OBS:     53694.1     v     md     15689.2     141.203     17.0110     0.00900000
OBS:     53695.1     v     md     14859.4     133.734     17.0700     0.00900000
OBS:     53698.1     v     md     12439.4     111.955     17.2630     0.00900000
OBS:     53699.1     v     md     11695.0     105.255     17.3300     0.00900000
OBS:     53702.1     v     md     9664.95     106.314     17.5370     0.0110000
OBS:     53706.1     v     md     7543.97     82.9837     17.8060     0.0110000
OBS:     53716.1     v     md     3919.22     105.819     18.5170     0.0270000
OBS:     53721.1     w     md     2881.38     95.0855     18.8510     0.0330000
OBS:     53726.1     w     md     2280.34     63.8496     19.1050     0.0280000
OBS:     53730.1     x     md     2021.16     42.4443     19.2360     0.0210000
OBS:     53738.0     x     md     1702.94     37.4647     19.4220     0.0220000
OBS:     53746.0     x     md     1355.19     73.1802     19.6700     0.0540000
OBS:     53750.0     x     md     1337.83     123.080     19.6840     0.0920000
OBS:     53755.0     x     md     1134.49     57.8589     19.8630     0.0510000
OBS:      53682.0     y      md      15360.3    107.522    17.0340    0.00700000
OBS:      53683.0     y      md      16888.9    152.000    16.9310    0.00900000
OBS:      53684.1     y      md      18080.1    162.721    16.8570    0.00900000
OBS:      53687.0     y      md      20267.5    162.140    16.7330    0.00800000
OBS:      53689.1     y      md      19806.2    198.062    16.7580    0.0100000
OBS:      53690.1     y      md      19177.9    172.601    16.7930    0.00900000
OBS:      53694.1     y      md      16069.4    144.625    16.9850    0.00900000
OBS:      53695.1     y      md      15038.4    120.307    17.0570    0.00800000
OBS:      53698.1     y      md      11978.4    71.8705    17.3040    0.00600000
OBS:      53699.1     y      md      10824.3    86.5945    17.4140    0.00800000
OBS:      53702.1     y      md      8002.02    72.0182    17.7420    0.00900000
OBS:      53706.1     y      md      5282.02    52.8202    18.1930    0.0100000
OBS:      53716.1     y      md      2286.65    98.3261    19.1020    0.0430000
OBS:      53721.1     y      md      1656.53    51.3525    19.4520    0.0310000
OBS:      53726.1     y      md      1449.44    33.3371    19.5970    0.0230000
OBS:      53730.1     y      md      1243.94    33.5864    19.7630    0.0270000
OBS:      53738.0     y      md      1139.73    86.6191    19.8580    0.0760000
OBS:      53746.0     y      md      941.023    61.1665    20.0660    0.0650000
OBS:      53750.0     y      md      852.707    98.0613    20.1730    0.115000
OBS:      53755.0     y      md      821.865    65.7492    20.2130    0.0800000
OBS:      53682.0     z      md      13255.6    106.045    17.1940    0.00800000
OBS:      53683.0     z      md      14414.5    158.560    17.1030    0.0110000
OBS:      53684.1     z      md      15689.2    156.892    17.0110    0.0100000
OBS:      53687.0     z      md      17266.3    207.196    16.9070    0.0120000
OBS:      53689.1     z      md      17766.4    195.431    16.8760    0.0110000
OBS:      53690.1     z      md      17442.2    191.864    16.8960    0.0110000
OBS:      53694.1     z      md      14983.0    149.830    17.0610    0.0100000
OBS:      53695.1     z      md      13983.0    111.864    17.1360    0.00800000
OBS:      53698.1     z      md      11261.6    90.0928    17.3710    0.00800000
OBS:      53699.1     z      md      10597.4    84.7793    17.4370    0.00800000
OBS:      53702.1     z      md      9204.50    82.8405    17.5900    0.00900000
OBS:      53706.1     z      md      8582.23    77.2400    17.6660    0.00900000
OBS:      53716.1     z      md      5910.18    106.383    18.0710    0.0180000
OBS:      53721.1     z      md      4066.31    65.0609    18.4770    0.0160000
OBS:      53726.1     z      md      3360.47    47.0466    18.6840    0.0140000
OBS:      53730.1     z      md      2802.85    50.4513    18.8810    0.0180000
OBS:      53738.0     z      md      2169.70    60.7516    19.1590    0.0280000
OBS:      53746.0     z      md      1698.24    52.6456    19.4250    0.0310000
OBS:      53750.0     z      md      1555.97    99.5818    19.5200    0.0640000
OBS:      53755.0     z      md      1310.99    60.3057    19.7060    0.0460000
OBS:      53682.0     A      md      10804.4    118.848    17.4160    0.0110000
OBS:      53683.0     A      md      11619.8    151.058    17.3370    0.0130000
OBS:      53684.1     A      md      11662.7    163.278    17.3330    0.0140000
OBS:      53687.0     A      md      10874.3    152.240    17.4090    0.0140000
OBS:      53689.1     A      md      10074.0    171.257    17.4920    0.0170000
OBS:      53690.1     A      md      10027.7    130.360    17.4970    0.0130000
OBS:      53694.1     A      md      7805.50    117.082    17.7690    0.0150000
OBS:      53695.1     A      md      7085.98    106.290    17.8740    0.0150000
OBS:      53698.1     A      md      5395.11    91.7168    18.1700    0.0170000
OBS:      53699.1     A      md      5048.94    85.8319    18.2420    0.0170000
OBS:      53702.1     A      md      4729.34    61.4814    18.3130    0.0130000
OBS:      53706.1     A      md      5267.45    84.2792    18.1960    0.0160000
OBS:      53716.1     A      md      5520.77    115.936    18.1450    0.0210000
OBS:      53721.1     A      md      3770.51    86.7217    18.5590    0.0230000
OBS:      53726.1     A      md      2708.95    73.1415    18.9180    0.0270000
OBS:      53730.1     A      md      2187.76    65.6329    19.1500    0.0300000
OBS:      53738.0     A      md      1647.40    54.3643    19.4580    0.0330000
OBS:      53746.0     A      md      1294.20    69.8866    19.7200    0.0540000
OBS:      53750.0     A      md      1055.84    91.8585    19.9410    0.0870000
END:
