SURVEY:  DES3YR_LOWZ_COMBINED(CFA3S)
SNID:    2002de      
IAUC:    2002de      
RA:       244.12639  deg
DECL:      35.70836  deg
MWEBV: 0.019 (SFD98)
REDSHIFT_HELIO: 0.0281177403617 +- 0.000 (Hel)
REDSHIFT_CMB: 0.0282677393407 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.0282677393407 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 10.6610 +- 0.154
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 52434.008
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVRI -> abcde       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  -740.44461845
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:   29
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  52428.203  a  NULL  0.2156E+05   1660.     16.666  0.077
OBS:  52428.203  b  NULL  0.1725E+05   293.3     16.908  0.017
OBS:  52428.207  c  NULL  0.1866E+05   298.5     16.823  0.016
OBS:  52428.207  d  NULL  0.2206E+05   308.8     16.641  0.014
OBS:  52428.211  e  NULL  0.2061E+05   556.4     16.715  0.027
OBS:  52430.246  a  NULL  0.2357E+05   1014.     16.569  0.043
OBS:  52430.254  c  NULL  0.2124E+05   339.9     16.682  0.016
OBS:  52430.254  d  NULL  0.2388E+05   525.3     16.555  0.022
OBS:  52430.254  e  NULL  0.1997E+05   679.0     16.749  0.034
OBS:  52432.297  a  NULL  0.2379E+05   1784.     16.559  0.075
OBS:  52432.301  b  NULL  0.1979E+05   415.5     16.759  0.021
OBS:  52432.305  c  NULL  0.2266E+05   339.9     16.612  0.015
OBS:  52432.305  d  NULL  0.2559E+05   460.5     16.480  0.018
OBS:  52432.305  e  NULL  0.2061E+05   556.4     16.715  0.027
OBS:  52435.316  a  NULL  0.2200E+05   616.0     16.644  0.028
OBS:  52435.316  b  NULL  0.1957E+05   332.7     16.771  0.017
OBS:  52435.320  c  NULL  0.2318E+05   278.2     16.587  0.012
OBS:  52435.324  d  NULL  0.2657E+05   372.0     16.439  0.014
OBS:  52435.324  e  NULL  0.2023E+05   465.3     16.735  0.023
OBS:  52436.254  a  NULL  0.1975E+05   849.3     16.761  0.043
OBS:  52436.258  b  NULL  0.1902E+05   304.3     16.802  0.016
OBS:  52436.262  c  NULL  0.2359E+05   283.1     16.568  0.012
OBS:  52436.262  d  NULL  0.2606E+05   338.8     16.460  0.013
OBS:  52436.266  e  NULL  0.1920E+05   441.5     16.792  0.023
OBS:  52439.344  a  NULL  0.1759E+05   1882.     16.887  0.107
OBS:  52439.344  b  NULL  0.1698E+05   288.7     16.925  0.017
OBS:  52439.348  c  NULL  0.2136E+05   277.7     16.676  0.013
OBS:  52439.352  d  NULL  0.2414E+05   313.9     16.543  0.013
OBS:  52439.352  e  NULL  0.1755E+05   456.4     16.889  0.026
END: 
