SURVEY:   DES3YR_LOWZ_COMBINED(CSP)
PHOTOMETRY_VERSION:  DES3YR_LOWZ_COMBINED(CSP)DR2
SNTYPE: 1
SNID:  2004eo
IAUC:  2004eo
IAUC:    UNKNOWN
RA:   308.226  deg
DECL:    9.92853  deg
FILTERS:     abcdefghijklmnopqrstuvwxyzA  # uBomngri -> tuvwxyzA
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  148.267338038
VPEC_ERR:  250.0
#
REDSHIFT_HELIO: 0.0155240132065 +- 0.000 (Hel)
REDSHIFT_CMB: 0.0145681118593 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.0145681118593 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 10.982 +- 0.253000
MWEBV:    0.109000  MW E(B-V)
SEARCH_PEAKMJD: 53278.367
NOBS: 229
NVAR:   6
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR
OBS:      53266.0     t      md      3926.45    66.7497    18.5150    0.0170000
OBS:      53267.0     t      md      6988.76    132.786    17.8890    0.0190000
OBS:      53268.0     t      md      11158.3    189.692    17.3810    0.0170000
OBS:      53271.0     t      md      25142.0    477.698    16.4990    0.0190000
OBS:      53272.0     t      md      29134.0    553.546    16.3390    0.0190000
OBS:      53273.0     t      md      32900.3    625.106    16.2070    0.0190000
OBS:      53274.0     t      md      35448.7    708.974    16.1260    0.0200000
OBS:      53275.0     t      md      35383.4    672.285    16.1280    0.0190000
OBS:      53276.1     t      md      36779.0    772.359    16.0860    0.0210000
OBS:      53277.0     t      md      37085.1    704.618    16.0770    0.0190000
OBS:      53278.0     t      md      36542.6    621.225    16.0930    0.0170000
OBS:      53279.0     t      md      35514.0    603.738    16.1240    0.0170000
OBS:      53280.0     t      md      32749.2    556.736    16.2120    0.0170000
OBS:      53281.0     t      md      30005.5    510.093    16.3070    0.0170000
OBS:      53282.0     t      md      27089.5    460.521    16.4180    0.0170000
OBS:      53287.0     t      md      14427.8    245.273    17.1020    0.0170000
OBS:      53288.0     t      md      12234.9    207.993    17.2810    0.0170000
OBS:      53289.1     t      md      10587.7    179.990    17.4380    0.0170000
OBS:      53290.0     t      md      8994.98    161.910    17.6150    0.0180000
OBS:      53291.0     t      md      7819.88    132.938    17.7670    0.0170000
OBS:      53292.0     t      md      6546.37    111.288    17.9600    0.0170000
OBS:      53294.0     t      md      4852.89    87.3520    18.2850    0.0180000
OBS:      53295.0     t      md      4385.31    78.9355    18.3950    0.0180000
OBS:      53298.0     t      md      3098.85    68.1746    18.7720    0.0220000
OBS:      53300.0     t      md      2516.52    138.409    18.9980    0.0550000
OBS:      53301.0     t      md      2475.14    94.0553    19.0160    0.0380000
OBS:      53302.0     t      md      2346.39    105.588    19.0740    0.0450000
OBS:      53303.0     t      md      2220.24    93.2500    19.1340    0.0420000
OBS:      53305.0     t      md      1829.79    85.9999    19.3440    0.0470000
OBS:      53307.0     t      md      1742.61    130.696    19.3970    0.0750000
OBS:      53308.0     t      md      1644.37    46.0424    19.4600    0.0280000
OBS:      53309.0     t      md      1540.28    43.1279    19.5310    0.0280000
OBS:      53310.0     t      md      1445.44    44.8086    19.6000    0.0310000
OBS:      53311.0     t      md      1403.46    39.2969    19.6320    0.0280000
OBS:      53312.0     t      md      1367.73    38.2964    19.6600    0.0280000
OBS:      53321.0     t      md      949.730    79.7773    20.0560    0.0840000
OBS:      53266.0     u      md      9341.15    158.800    17.5740    0.0170000
OBS:      53267.0     u      md      14229.8    241.907    17.1170    0.0170000
OBS:      53268.0     u      md      20211.6    343.597    16.7360    0.0170000
OBS:      53269.0     u      md      26157.7    444.682    16.4560    0.0170000
OBS:      53270.0     u      md      33021.8    264.174    16.2030    0.00800000
OBS:      53271.0     u      md      39156.2    665.655    16.0180    0.0170000
OBS:      53272.0     u      md      45415.1    772.056    15.8570    0.0170000
OBS:      53273.0     u      md      50489.4    858.320    15.7420    0.0170000
OBS:      53274.0     u      md      54601.0    928.216    15.6570    0.0170000
OBS:      53275.0     u      md      58452.1    993.685    15.5830    0.0170000
OBS:      53276.1     u      md      60925.6    1157.59    15.5380    0.0190000
OBS:      53277.0     u      md      63037.7    1071.64    15.5010    0.0170000
OBS:      53278.0     u      md      63738.2    1083.55    15.4890    0.0170000
OBS:      53279.0     u      md      63620.9    1081.56    15.4910    0.0170000
OBS:      53280.0     u      md      62115.5    1055.96    15.5170    0.0170000
OBS:      53281.0     u      md      59868.8    1017.77    15.5570    0.0170000
OBS:      53287.0     u      md      37153.5    631.609    16.0750    0.0170000
OBS:      53288.0     u      md      33419.5    568.131    16.1900    0.0170000
OBS:      53289.1     u      md      29812.6    506.815    16.3140    0.0170000
OBS:      53290.0     u      md      26375.4    448.383    16.4470    0.0170000
OBS:      53291.0     u      md      23270.2    395.593    16.5830    0.0170000
OBS:      53292.0     u      md      20587.3    349.985    16.7160    0.0170000
OBS:      53294.0     u      md      16099.0    273.684    16.9830    0.0170000
OBS:      53295.0     u      md      14401.2    244.821    17.1040    0.0170000
