SURVEY:  DES3YR_LOWZ_COMBINED(CFA3S)
SNID:    2001ah      
IAUC:    2001ah      
RA:       167.62432  deg
DECL:      55.16084  deg
MWEBV: 0.014 (SFD98)
REDSHIFT_HELIO: 0.058335966352 +- 0.000 (Hel)
REDSHIFT_CMB: 0.0589134208858 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.0589134208858 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 11.1410 +- 0.02
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 52006.617
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVRI -> abcde       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  170.217375047
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:   31
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  52002.344  b  NULL   8302.       182.6     17.702  0.022
OBS:  52002.348  c  NULL   8449.       143.6     17.683  0.017
OBS:  52002.352  d  NULL   8226.       189.2     17.712  0.023
OBS:  52002.355  e  NULL   6817.       279.5     17.916  0.041
OBS:  52002.363  b  NULL   8113.       219.1     17.727  0.027
OBS:  52032.148  b  NULL   1223.       68.52     19.781  0.056
OBS:  52032.152  c  NULL   3388.       84.71     18.675  0.025
OBS:  52032.156  d  NULL   4613.       119.9     18.340  0.026
OBS:  52032.156  e  NULL   3236.       155.3     18.725  0.048
OBS:  52034.160  b  NULL   1131.       80.33     19.866  0.071
OBS:  52034.164  c  NULL   2903.       89.98     18.843  0.031
OBS:  52034.168  d  NULL   4463.       120.5     18.376  0.027
OBS:  52034.168  e  NULL   3401.       176.9     18.671  0.052
OBS:  52036.148  e  NULL   3407.       170.4     18.669  0.050
OBS:  52037.180  e  NULL   3678.       220.7     18.586  0.060
OBS:  52037.180  e  NULL   3631.       214.2     18.600  0.059
OBS:  52037.188  b  NULL   986.3       53.26     20.015  0.054
OBS:  52037.191  d  NULL   4093.       118.7     18.470  0.029
OBS:  52038.355  c  NULL   2446.       266.6     19.029  0.109
OBS:  52038.355  d  NULL   3784.       283.8     18.555  0.075
OBS:  52040.270  b  NULL   673.0       51.82     20.430  0.077
OBS:  52040.273  c  NULL   2080.       87.35     19.205  0.042
OBS:  52040.273  d  NULL   3926.       117.8     18.515  0.030
OBS:  52040.277  e  NULL   3568.       164.1     18.619  0.046
OBS:  52051.215  b  NULL   454.1       48.59     20.857  0.107
OBS:  52051.219  c  NULL   1323.       78.06     19.696  0.059
OBS:  52051.223  d  NULL   2295.       91.80     19.098  0.040
OBS:  52051.227  e  NULL   1981.       150.5     19.258  0.076
OBS:  52060.176  c  NULL   732.5       83.50     20.338  0.114
OBS:  52060.176  d  NULL   1600.       121.6     19.490  0.076
OBS:  52060.180  e  NULL   1271.       222.4     19.740  0.175
END: 
