SURVEY:  DES3YR_LOWZ_COMBINED(CFA3K)
SNID:    2006hb      
IAUC:    2006hb      
RA:        75.50543  deg
DECL:     -21.13199  deg
MWEBV: 0.027 (SFD98)
REDSHIFT_HELIO: 0.0149588232382 +- 0.000 (Hel)
REDSHIFT_CMB: 0.0149638876319 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.0149638876319 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 10.9130 +- 2.886
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 54001.23
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVri -> fghij       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  103.344321336
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS: 250
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  54007.461  j  NULL  0.3558E+05   498.1     16.122  0.014
OBS:  54007.461  i  NULL  0.5834E+05   758.5     15.585  0.013
OBS:  54007.465  h  NULL  0.5992E+05   719.1     15.556  0.012
OBS:  54007.465  g  NULL  0.4329E+05   1948.     15.909  0.045
OBS:  54007.469  f  NULL  0.3073E+05   952.7     16.281  0.031
OBS:  54007.473  f  NULL  0.3054E+05   946.6     16.288  0.031
OBS:  54008.426  j  NULL  0.3348E+05   502.2     16.188  0.015
OBS:  54008.430  h  NULL  0.5770E+05   750.1     15.597  0.013
OBS:  54008.430  g  NULL  0.3952E+05   1739.     16.008  0.044
OBS:  54009.480  j  NULL  0.3068E+05   490.8     16.283  0.016
OBS:  54009.480  i  NULL  0.5200E+05   676.0     15.710  0.013
OBS:  54009.480  h  NULL  0.5405E+05   648.6     15.668  0.012
OBS:  54009.484  g  NULL  0.3555E+05   1600.     16.123  0.045
OBS:  54009.488  f  NULL  0.2623E+05   708.2     16.453  0.027
OBS:  54009.492  f  NULL  0.2635E+05   737.8     16.448  0.028
OBS:  54010.500  j  NULL  0.2860E+05   514.8     16.359  0.018
OBS:  54010.500  i  NULL  0.4822E+05   626.8     15.792  0.013
OBS:  54010.504  h  NULL  0.5086E+05   610.3     15.734  0.012
OBS:  54010.504  g  NULL  0.3079E+05   1509.     16.279  0.049
OBS:  54010.508  f  NULL  0.2226E+05   645.7     16.631  0.029
OBS:  54010.512  f  NULL  0.1795E+05   556.4     16.865  0.031
OBS:  54011.449  j  NULL  0.2747E+05   412.0     16.403  0.015
OBS:  54011.449  i  NULL  0.4546E+05   590.9     15.856  0.013
OBS:  54011.449  h  NULL  0.4786E+05   574.4     15.800  0.012
OBS:  54011.453  g  NULL  0.2749E+05   1512.     16.402  0.055
OBS:  54011.457  f  NULL  0.1959E+05   626.8     16.770  0.032
OBS:  54011.461  f  NULL  0.1984E+05   615.1     16.756  0.031
OBS:  54012.453  j  NULL  0.2652E+05   424.4     16.441  0.016
OBS:  54012.457  i  NULL  0.4325E+05   562.3     15.910  0.013
OBS:  54012.457  h  NULL  0.4410E+05   617.3     15.889  0.014
OBS:  54012.461  g  NULL  0.2394E+05   1580.     16.552  0.066
OBS:  54012.461  f  NULL  0.1398E+05   559.3     17.136  0.040
OBS:  54012.465  f  NULL  0.1428E+05   599.9     17.113  0.042
OBS:  54015.434  j  NULL  0.2699E+05   431.8     16.422  0.016
OBS:  54015.438  i  NULL  0.3865E+05   541.2     16.032  0.014
OBS:  54015.438  h  NULL  0.3584E+05   609.3     16.114  0.017
OBS:  54018.457  j  NULL  0.2742E+05   493.5     16.405  0.018
OBS:  54018.461  i  NULL  0.3407E+05   511.1     16.169  0.015
OBS:  54018.465  h  NULL  0.2860E+05   486.2     16.359  0.017
OBS:  54018.473  j  NULL  0.2462E+05   713.8     16.522  0.029
OBS:  54018.473  i  NULL  0.3370E+05   471.8     16.181  0.014
OBS:  54018.477  h  NULL  0.2881E+05   518.7     16.351  0.018
OBS:  54019.449  j  NULL  0.2568E+05   590.7     16.476  0.023
OBS:  54019.449  i  NULL  0.3248E+05   584.6     16.221  0.018
OBS:  54020.430  i  NULL  0.3128E+05   469.1     16.262  0.015
OBS:  54020.430  h  NULL  0.2464E+05   418.8     16.521  0.017
OBS:  54020.445  h  NULL  0.2480E+05   372.0     16.514  0.015
OBS:  54022.391  h  NULL  0.1981E+05   831.9     16.758  0.042
OBS:  54024.453  j  NULL  0.2405E+05   384.9     16.547  0.016
OBS:  54024.453  i  NULL  0.2533E+05   354.6     16.491  0.014
OBS:  54024.457  h  NULL  0.1848E+05   369.7     16.833  0.020
OBS:  54024.461  f  NULL   3509.       393.0     18.637  0.112
OBS:  54024.465  f  NULL   3767.       519.8     18.560  0.138
OBS:  54025.391  j  NULL  0.2264E+05   565.9     16.613  0.025
OBS:  54025.391  i  NULL  0.2289E+05   366.2     16.601  0.016
OBS:  54025.395  h  NULL  0.1722E+05   275.5     16.910  0.016
OBS:  54029.461  j  NULL  0.1655E+05   281.4     16.953  0.017
OBS:  54029.465  i  NULL  0.1640E+05   262.4     16.963  0.016
OBS:  54029.469  h  NULL  0.1257E+05   364.4     17.252  0.029
OBS:  54030.438  j  NULL  0.1491E+05   283.4     17.066  0.019
OBS:  54030.438  i  NULL  0.1535E+05   245.5     17.035  0.016
OBS:  54030.438  h  NULL  0.1200E+05   252.0     17.302  0.021
OBS:  54031.492  j  NULL  0.1401E+05   280.2     17.134  0.020
OBS:  54031.492  i  NULL  0.1397E+05   349.3     17.137  0.025
OBS:  54040.406  j  NULL   8987.       215.7     17.616  0.024
OBS:  54040.406  i  NULL   9445.       226.7     17.562  0.024
OBS:  54040.406  h  NULL   7987.       199.7     17.744  0.025
OBS:  54041.391  j  NULL   8226.       230.3     17.712  0.028
OBS:  54041.395  h  NULL   7379.       214.0     17.830  0.029
OBS:  54043.418  j  NULL   7516.       240.5     17.810  0.032
OBS:  54043.422  h  NULL   7523.       263.3     17.809  0.035
OBS:  54044.352  j  NULL   7379.       184.5     17.830  0.025
OBS:  54044.355  i  NULL   8418.       176.8     17.687  0.021
OBS:  54044.359  h  NULL   7093.       241.1     17.873  0.034
OBS:  54045.348  j  NULL   7406.       207.4     17.826  0.028
OBS:  54045.352  i  NULL   7856.       204.3     17.762  0.026
OBS:  54045.355  h  NULL   7066.       254.4     17.877  0.036
OBS:  54045.406  j  NULL   6976.       209.3     17.891  0.030
OBS:  54045.410  i  NULL   7705.       192.6     17.783  0.025
OBS:  54045.414  h  NULL   7060.       296.5     17.878  0.042
OBS:  54046.402  j  NULL   6577.       309.1     17.955  0.047
OBS:  54046.406  i  NULL   7870.       362.0     17.760  0.046
OBS:  54046.410  h  NULL   6415.       429.8     17.982  0.067
OBS:  54051.441  j  NULL   5894.       200.4     18.074  0.034
OBS:  54051.441  i  NULL   6650.       179.5     17.943  0.027
OBS:  54051.445  h  NULL   6003.       210.1     18.054  0.035
OBS:  54053.395  j  NULL   5395.       302.1     18.170  0.056
OBS:  54053.398  i  NULL   6223.       230.3     18.015  0.037
OBS:  54053.402  h  NULL   5776.       271.5     18.096  0.047
OBS:  54055.359  j  NULL   4866.       199.5     18.282  0.041
OBS:  54055.363  i  NULL   6093.       176.7     18.038  0.029
OBS:  54055.363  h  NULL   5186.       160.8     18.213  0.031
OBS:  54055.375  f  NULL   1286.       370.3     19.727  0.288
OBS:  54056.422  j  NULL   4414.       185.4     18.388  0.042
OBS:  54056.422  i  NULL   5587.       167.6     18.132  0.030
OBS:  54056.426  h  NULL   5306.       196.3     18.188  0.037
OBS:  54066.316  j  NULL   2968.       172.1     18.819  0.058
OBS:  54066.320  i  NULL   4040.       149.5     18.484  0.037
OBS:  54066.324  h  NULL   3988.       183.5     18.498  0.046
OBS:  54069.313  j  NULL   2580.       170.3     18.971  0.066
OBS:  54069.313  i  NULL   3795.       155.6     18.552  0.041
OBS:  54069.316  h  NULL   3919.       203.8     18.517  0.052
OBS:  54070.336  j  NULL   2744.       134.5     18.904  0.049
OBS:  54070.340  i  NULL   3445.       196.4     18.657  0.057
OBS:  54070.344  h  NULL   4096.       229.4     18.469  0.056
OBS:  54076.285  j  NULL   2218.       177.5     19.135  0.080
OBS:  54076.289  i  NULL   2981.       164.0     18.814  0.055
OBS:  54076.293  h  NULL   3154.       186.1     18.753  0.059
OBS:  54086.254  j  NULL   1703.       136.2     19.422  0.080
OBS:  54086.258  i  NULL   2046.       108.4     19.223  0.053
OBS:  54086.258  h  NULL   2289.       125.9     19.101  0.055
OBS:  54101.238  j  NULL   1457.       169.1     19.591  0.116
OBS:  54101.242  i  NULL   1310.       428.3     19.707  0.327
OBS:  54101.246  h  NULL   1871.       187.1     19.320  0.100
OBS:  54102.176  j  NULL   1275.       160.7     19.736  0.126
OBS:  54102.180  i  NULL   1670.       507.8     19.443  0.304
OBS:  54102.188  j  NULL   1300.       165.1     19.715  0.127
OBS:  54102.191  h  NULL   1828.       276.0     19.345  0.151
OBS:      54013.3     t      md      7318.12    160.999    17.8390    0.0220000
OBS:      54017.4     t      md      4369.18    144.183    18.3990    0.0330000
OBS:      54018.3     t      md      3657.64    131.675    18.5920    0.0360000
OBS:      54025.3     t      md      2045.50    77.7291    19.2230    0.0380000
OBS:      54029.3     t      md      1620.32    69.6737    19.4760    0.0430000
OBS:      54038.3     t      md      1200.05    80.4035    19.8020    0.0670000
OBS:      54040.3     t      md      1229.14    71.2899    19.7760    0.0580000
OBS:      54042.3     t      md      1124.09    88.8030    19.8730    0.0790000
OBS:      54049.3     t      md      898.670    97.0564    20.1160    0.108000
OBS:      54068.3     t      md      569.115    48.9439    20.6120    0.0860000
OBS:      54013.3     u      md      21877.6    153.143    16.6500    0.00700000
OBS:      54014.3     u      md      19054.6    152.437    16.8000    0.00800000
OBS:      54017.4     u      md      12624.1    151.489    17.2470    0.0120000
OBS:      54018.3     u      md      11313.6    113.136    17.3660    0.0100000
OBS:      54020.4     u      md      9019.87    81.1788    17.6120    0.00900000
OBS:      54025.3     u      md      5992.39    53.9315    18.0560    0.00900000
OBS:      54029.3     u      md      4746.79    56.9615    18.3090    0.0120000
OBS:      54038.3     u      md      3419.79    44.4573    18.6650    0.0130000
OBS:      54042.3     u      md      3188.60    57.3948    18.7410    0.0180000
OBS:      54049.3     u      md      2689.06    48.4030    18.9260    0.0180000
OBS:      54068.3     u      md      1955.24    35.1943    19.2720    0.0180000
OBS:      54076.2     u      md      1676.49    78.7949    19.4390    0.0470000
OBS:      54085.2     u      md      1465.55    33.7076    19.5850    0.0230000
OBS:      54091.3     u      md      1386.76    34.6689    19.6450    0.0250000
OBS:      54096.2     u      md      1284.69    35.9714    19.7280    0.0280000
OBS:      54099.2     u      md      1215.63    66.8594    19.7880    0.0550000
OBS:      54104.2     u      md      1285.88    117.015    19.7270    0.0910000
OBS:      54108.2     u      md      1077.46    35.5561    19.9190    0.0330000
OBS:      54119.1     u      md      878.213    20.1989    20.1410    0.0230000
OBS:      54121.1     u      md      834.065    22.5198    20.1970    0.0270000
OBS:      54125.1     u      md      756.485    21.1816    20.3030    0.0280000
OBS:      54133.1     u      md      666.807    88.6853    20.4400    0.133000
OBS:      54136.1     u      md      723.769    46.3212    20.3510    0.0640000
OBS:      54143.1     u      md      567.545    18.7290    20.6150    0.0330000
OBS:     54013.3     x     md     41840.8     209.204     15.9460     0.00500000
OBS:     54014.3     x     md     39554.9     355.994     16.0070     0.00900000
OBS:     54017.4     x     md     30366.9     334.035     16.2940     0.0110000
OBS:     54018.3     x     md     28235.8     197.651     16.3730     0.00700000
OBS:     54020.4     x     md     23856.1     214.705     16.5560     0.00900000
OBS:     54025.3     x     md     16248.0     129.984     16.9730     0.00800000
OBS:     54029.3     x     md     12212.4     109.911     17.2830     0.00900000
OBS:     54038.3     x     md     8379.16     83.7916     17.6920     0.0100000
OBS:     54042.3     x     md     7331.62     95.3111     17.8370     0.0130000
OBS:     54049.3     x     md     6251.73     93.7759     18.0100     0.0150000
OBS:     54068.3     x     md     3858.33     61.7333     18.5340     0.0160000
OBS:     54076.2     x     md     3241.90     77.8057     18.7230     0.0240000
OBS:     54085.2     x     md     2570.39     48.8375     18.9750     0.0190000
OBS:     54091.3     x     md     2278.24     50.1213     19.1060     0.0220000
OBS:     54096.2     x     md     2017.44     44.3836     19.2380     0.0220000
OBS:     54099.2     x     md     1755.50     119.374     19.3890     0.0680000
OBS:     54104.2     x     md     1851.83     131.480     19.3310     0.0710000
OBS:     54108.2     x     md     1528.97     51.9851     19.5390     0.0340000
OBS:     54119.1     x     md     1226.87     39.2600     19.7780     0.0320000
OBS:     54121.1     x     md     1183.59     40.2420     19.8170     0.0340000
OBS:     54125.1     x     md     1080.44     41.0566     19.9160     0.0380000
OBS:     54133.1     x     md     1029.91     108.141     19.9680     0.105000
OBS:     54136.1     x     md     1042.32     64.6237     19.9550     0.0620000
OBS:     54143.1     x     md     797.994     35.1117     20.2450     0.0440000
OBS:      54013.3     y      md      31332.8    125.331    16.2600    0.00400000
OBS:      54017.4     y      md      19089.7    152.718    16.7980    0.00800000
OBS:      54018.3     y      md      16764.9    117.354    16.9390    0.00700000
OBS:      54025.3     y      md      8838.93    61.8725    17.6340    0.00700000
OBS:      54029.3     y      md      6804.57    54.4365    17.9180    0.00800000
OBS:      54038.3     y      md      4861.83    43.7565    18.2830    0.00900000
OBS:      54040.3     y      md      4643.01    60.3592    18.3330    0.0130000
OBS:      54042.3     y      md      4401.49    48.4164    18.3910    0.0110000
OBS:      54049.3     y      md      3861.89    50.2045    18.5330    0.0130000
OBS:      54068.3     y      md      2728.98    30.0188    18.9100    0.0110000
OBS:      54076.2     y      md      2423.26    53.3117    19.0390    0.0220000
OBS:      54085.2     y      md      2058.73    26.7635    19.2160    0.0130000
OBS:      54091.3     y      md      1903.71    26.6519    19.3010    0.0140000
OBS:      54096.2     y      md      1717.12    29.1910    19.4130    0.0170000
OBS:      54099.2     y      md      1679.58    47.0282    19.4370    0.0280000
OBS:      54104.2     y      md      1534.62    107.423    19.5350    0.0700000
OBS:      54108.2     y      md      1436.15    31.5953    19.6070    0.0220000
OBS:      54119.1     y      md      1161.98    17.4298    19.8370    0.0150000
OBS:      54121.1     y      md      1096.48    19.7366    19.9000    0.0180000
OBS:      54125.1     y      md      1058.77    20.1166    19.9380    0.0190000
OBS:      54131.2     y      md      970.958    35.9254    20.0320    0.0370000
OBS:      54133.1     y      md      975.438    57.5509    20.0270    0.0590000
OBS:      54136.1     y      md      880.643    41.3902    20.1380    0.0470000
OBS:      54143.1     y      md      776.247    15.5249    20.2750    0.0200000
OBS:      54013.3     z      md      43211.6    216.058    15.9110    0.00500000
OBS:      54017.4     z      md      37531.9    450.383    16.0640    0.0120000
OBS:      54018.3     z      md      35908.7    287.270    16.1120    0.00800000
OBS:      54020.4     z      md      32961.0    230.727    16.2050    0.00700000
OBS:      54025.3     z      md      23615.7    141.694    16.5670    0.00600000
OBS:      54029.3     z      md      16904.4    135.235    16.9300    0.00800000
OBS:      54038.3     z      md      10744.8    96.7036    17.4220    0.00900000
OBS:      54040.3     z      md      10055.4    120.665    17.4940    0.0120000
OBS:      54042.3     z      md      9341.15    93.4115    17.5740    0.0100000
OBS:      54049.3     z      md      7318.12    80.4994    17.8390    0.0110000
OBS:      54068.3     z      md      3858.33    61.7333    18.5340    0.0160000
OBS:      54076.2     z      md      3019.95    54.3592    18.8000    0.0180000
OBS:      54085.2     z      md      2179.72    41.4146    19.1540    0.0190000
OBS:      54091.3     z      md      1779.92    39.1582    19.3740    0.0220000
OBS:      54096.2     z      md      1506.61    27.1189    19.5550    0.0180000
OBS:      54099.2     z      md      1357.69    46.1614    19.6680    0.0340000
OBS:      54104.2     z      md      1214.51    81.3720    19.7890    0.0670000
OBS:      54108.2     z      md      1003.69    40.1476    19.9960    0.0400000
OBS:      54119.1     z      md      753.703    29.3944    20.3070    0.0390000
OBS:      54121.1     z      md      743.361    26.0176    20.3220    0.0350000
OBS:      54125.1     z      md      655.240    30.7963    20.4590    0.0470000
OBS:      54131.2     z      md      548.529    44.9794    20.6520    0.0820000
OBS:      54133.1     z      md      592.652    65.7844    20.5680    0.111000
OBS:      54136.1     z      md      556.161    44.4929    20.6370    0.0800000
OBS:      54143.1     z      md      421.503    28.6622    20.9380    0.0680000
OBS:      54013.3     A      md      27517.0    192.619    16.4010    0.00700000
OBS:      54017.4     A      md      29593.8    532.688    16.3220    0.0180000
OBS:      54018.3     A      md      28681.4    315.495    16.3560    0.0110000
OBS:      54020.4     A      md      28707.8    258.370    16.3550    0.00900000
OBS:      54025.3     A      md      24366.9    194.935    16.5330    0.00800000
OBS:      54029.3     A      md      17076.5    153.689    16.9190    0.00900000
OBS:      54038.3     A      md      10176.5    101.765    17.4810    0.0100000
OBS:      54040.3     A      md      9246.99    138.705    17.5850    0.0150000
OBS:      54042.3     A      md      8574.33    120.041    17.6670    0.0140000
OBS:      54049.3     A      md      6504.30    91.0602    17.9670    0.0140000
OBS:      54068.3     A      md      3357.38    60.4328    18.6850    0.0180000
OBS:      54076.2     A      md      2728.98    70.9534    18.9100    0.0260000
OBS:      54085.2     A      md      2102.81    50.4674    19.1930    0.0240000
OBS:      54091.3     A      md      1710.80    54.7457    19.4170    0.0320000
OBS:      54096.2     A      md      1570.36    47.1109    19.5100    0.0300000
OBS:      54099.2     A      md      1425.61    61.3011    19.6150    0.0430000
OBS:      54104.2     A      md      1318.26    93.5962    19.7000    0.0710000
OBS:      54108.2     A      md      1156.65    48.5791    19.8420    0.0420000
OBS:      54119.1     A      md      941.023    53.6383    20.0660    0.0570000
OBS:      54121.1     A      md      825.658    53.6677    20.2080    0.0650000
OBS:      54125.1     A      md      830.998    43.2119    20.2010    0.0520000
OBS:      54131.2     A      md      692.468    51.2427    20.3990    0.0740000
OBS:      54133.1     A      md      774.105    79.7329    20.2780    0.103000
OBS:      54136.1     A      md      661.912    56.9244    20.4480    0.0860000
OBS:      54143.1     A      md      602.005    37.9263    20.5510    0.0630000
END:
