SURVEY:  DES3YR_LOWZ_COMBINED(CFA3K)
SNID:    2006td      
IAUC:    2006td      
RA:        29.56567  deg
DECL:      36.34938  deg
MWEBV: 0.088 (SFD98)
REDSHIFT_HELIO: 0.0158664978658 +- 0.000 (Hel)
REDSHIFT_CMB: 0.015038295649 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.015038295649 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 9.34300 +- 4.691
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 54098.922
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVri -> fghij       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  -158.415860603
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:   48
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  54099.156  j  NULL  0.2954E+05   620.3     16.324  0.021
OBS:  54099.160  i  NULL  0.4690E+05   750.5     15.822  0.016
OBS:  54099.160  h  NULL  0.4450E+05   712.1     15.879  0.016
OBS:  54099.164  g  NULL  0.3644E+05   619.5     16.096  0.017
OBS:  54100.148  j  NULL  0.2897E+05   521.5     16.345  0.018
OBS:  54100.148  i  NULL  0.4677E+05   701.6     15.825  0.015
OBS:  54100.152  h  NULL  0.4393E+05   659.0     15.893  0.015
OBS:  54100.156  g  NULL  0.3648E+05   620.1     16.095  0.017
OBS:  54101.148  j  NULL  0.2871E+05   516.7     16.355  0.018
OBS:  54101.152  i  NULL  0.4630E+05   694.5     15.836  0.015
OBS:  54101.156  h  NULL  0.4401E+05   616.2     15.891  0.014
OBS:  54101.156  g  NULL  0.3512E+05   526.9     16.136  0.015
OBS:  54102.125  j  NULL  0.2924E+05   526.3     16.335  0.018
OBS:  54102.129  i  NULL  0.4660E+05   699.0     15.829  0.015
OBS:  54102.129  h  NULL  0.4471E+05   536.5     15.874  0.012
OBS:  54102.133  g  NULL  0.3392E+05   542.7     16.174  0.016
OBS:  54103.098  j  NULL  0.2749E+05   439.9     16.402  0.016
OBS:  54103.098  i  NULL  0.4546E+05   500.0     15.856  0.011
OBS:  54103.102  h  NULL  0.4270E+05   555.1     15.924  0.013
OBS:  54104.082  j  NULL  0.2533E+05   430.6     16.491  0.017
OBS:  54104.086  i  NULL  0.4341E+05   564.3     15.906  0.013
OBS:  54104.086  h  NULL  0.4188E+05   502.5     15.945  0.012
OBS:  54104.090  g  NULL  0.2852E+05   541.9     16.362  0.019
OBS:  54117.145  j  NULL  0.1783E+05   285.3     16.872  0.016
OBS:  54117.148  i  NULL  0.2375E+05   285.0     16.561  0.012
OBS:  54117.152  h  NULL  0.1923E+05   250.0     16.790  0.013
OBS:  54117.152  g  NULL   6773.       135.5     17.923  0.020
OBS:  54139.117  j  NULL   7125.       213.8     17.868  0.030
OBS:  54139.117  i  NULL   7784.       217.9     17.772  0.028
OBS:  54139.121  h  NULL   5781.       190.8     18.095  0.033
OBS:  54139.125  g  NULL   1934.       108.3     19.284  0.056
OBS:  54149.109  j  NULL   4455.       182.6     18.378  0.041
OBS:  54149.113  i  NULL   5405.       129.7     18.168  0.024
OBS:  54149.113  h  NULL   4321.       146.9     18.411  0.034
OBS:  54149.117  g  NULL   1540.       93.96     19.531  0.061
OBS:  54153.086  j  NULL   3142.       458.7     18.757  0.146
OBS:  54153.086  i  NULL   4791.       239.5     18.299  0.050
OBS:  54153.090  h  NULL   3644.       211.4     18.596  0.058
OBS:  54153.094  g  NULL   1525.       186.0     19.542  0.122
OBS:  54161.098  j  NULL   3051.       265.4     18.789  0.087
OBS:  54161.102  i  NULL   4003.       188.1     18.494  0.047
OBS:  54161.102  h  NULL   2866.       318.1     18.857  0.111
OBS:  54162.098  j  NULL   2592.       321.4     18.966  0.124
OBS:  54163.117  i  NULL   3802.       368.8     18.550  0.097
OBS:  54169.102  j  NULL   2818.       205.7     18.875  0.073
OBS:  54169.102  i  NULL   2480.       138.9     19.014  0.056
OBS:  54169.105  h  NULL   2813.       199.7     18.877  0.071
OBS:  54169.109  g  NULL   1121.       132.3     19.876  0.118
END: 
