SURVEY:  DES3YR_LOWZ_COMBINED(CFA3K)
SNID:    2007cq      
IAUC:    2007cq      
RA:       333.66843  deg
DECL:       5.08016  deg
MWEBV: 0.107 (SFD98)
REDSHIFT_HELIO: 0.0262985513987 +- 0.000 (Hel)
REDSHIFT_CMB: 0.0251003727317 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.0251003727317 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 10.0850 +- 0.139
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 54281.008
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVri -> fghij       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  145.322782181
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:  111
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  54274.449  j  NULL  0.1930E+05   366.7     16.786  0.019
OBS:  54274.453  i  NULL  0.2473E+05   445.1     16.517  0.018
OBS:  54274.453  h  NULL  0.2542E+05   355.9     16.487  0.014
OBS:  54274.457  g  NULL  0.2368E+05   426.3     16.564  0.018
OBS:  54276.430  j  NULL  0.2218E+05   377.1     16.635  0.017
OBS:  54276.434  i  NULL  0.2795E+05   447.2     16.384  0.016
OBS:  54276.434  h  NULL  0.2990E+05   388.6     16.311  0.013
OBS:  54276.438  g  NULL  0.2772E+05   471.3     16.393  0.017
OBS:  54277.402  j  NULL  0.2268E+05   385.5     16.611  0.017
OBS:  54277.402  i  NULL  0.3048E+05   457.2     16.290  0.015
OBS:  54277.406  h  NULL  0.3136E+05   407.7     16.259  0.013
OBS:  54277.406  g  NULL  0.2905E+05   493.9     16.342  0.017
OBS:  54277.445  j  NULL  0.2282E+05   365.2     16.604  0.016
OBS:  54277.445  i  NULL  0.3062E+05   428.7     16.285  0.014
OBS:  54277.449  h  NULL  0.3194E+05   415.3     16.239  0.013
OBS:  54277.449  g  NULL  0.2938E+05   499.4     16.330  0.017
OBS:  54278.328  j  NULL  0.2291E+05   481.1     16.600  0.021
OBS:  54278.328  i  NULL  0.3125E+05   531.2     16.263  0.017
OBS:  54278.332  h  NULL  0.3263E+05   554.7     16.216  0.017
OBS:  54278.332  g  NULL  0.2992E+05   538.6     16.310  0.018
OBS:  54279.438  j  NULL  0.2218E+05   377.1     16.635  0.017
OBS:  54279.441  i  NULL  0.3293E+05   461.0     16.206  0.014
OBS:  54279.441  h  NULL  0.3458E+05   449.5     16.153  0.013
OBS:  54279.445  g  NULL  0.3119E+05   530.2     16.265  0.017
OBS:  54280.301  j  NULL  0.2204E+05   484.9     16.642  0.022
OBS:  54280.305  i  NULL  0.3281E+05   656.2     16.210  0.020
OBS:  54280.305  h  NULL  0.3617E+05   687.3     16.104  0.019
OBS:  54280.309  g  NULL  0.3107E+05   839.0     16.269  0.027
OBS:  54282.359  j  NULL  0.2066E+05   392.6     16.712  0.019
OBS:  54282.363  i  NULL  0.3339E+05   601.0     16.191  0.018
OBS:  54282.363  h  NULL  0.3578E+05   608.2     16.116  0.017
OBS:  54283.445  i  NULL  0.3451E+05   586.7     16.155  0.017
OBS:  54283.445  h  NULL  0.3565E+05   570.3     16.120  0.016
OBS:  54288.430  j  NULL  0.1646E+05   378.5     16.959  0.023
OBS:  54288.430  i  NULL  0.2905E+05   523.0     16.342  0.018
OBS:  54288.434  h  NULL  0.2935E+05   587.0     16.331  0.020
OBS:  54288.434  g  NULL  0.2078E+05   394.8     16.706  0.019
OBS:  54292.391  j  NULL  0.1257E+05   251.3     17.252  0.020
OBS:  54292.391  i  NULL  0.2297E+05   367.5     16.597  0.016
OBS:  54292.395  h  NULL  0.2500E+05   350.0     16.505  0.014
OBS:  54292.395  g  NULL  0.1522E+05   456.6     17.044  0.030
OBS:  54296.383  j  NULL  0.1103E+05   705.6     17.394  0.064
OBS:  54296.387  h  NULL  0.1981E+05   713.0     16.758  0.036
OBS:  54296.387  g  NULL   8750.       1452.     17.645  0.166
OBS:  54296.426  j  NULL  0.1119E+05   268.5     17.378  0.024
OBS:  54296.430  i  NULL  0.1866E+05   354.5     16.823  0.019
OBS:  54296.430  h  NULL  0.2014E+05   402.7     16.740  0.020
OBS:  54311.344  j  NULL  0.1047E+05   397.9     17.450  0.038
OBS:  54311.348  i  NULL   9095.       382.0     17.603  0.042
OBS:  54311.348  h  NULL   8750.       472.5     17.645  0.054
OBS:  54348.199  j  NULL   2747.       156.6     18.903  0.057
OBS:  54348.199  i  NULL   3113.       118.3     18.767  0.038
OBS:  54348.203  h  NULL   2496.       107.3     19.007  0.043
OBS:  54348.211  g  NULL   1004.       85.31     19.996  0.085
OBS:  54350.344  j  NULL   2274.       143.3     19.108  0.063
OBS:  54350.344  i  NULL   2871.       106.2     18.855  0.037
OBS:  54350.348  h  NULL   2239.       118.7     19.125  0.053
OBS:  54350.352  g  NULL   963.8       114.7     20.040  0.119
OBS:  54351.344  j  NULL   2249.       184.4     19.120  0.082
OBS:  54351.348  i  NULL   2772.       105.3     18.893  0.038
OBS:  54351.352  h  NULL   2124.       106.2     19.182  0.050
OBS:  54351.359  g  NULL   858.2       95.26     20.166  0.111
OBS:  54352.266  i  NULL   2821.       112.8     18.874  0.040
OBS:  54352.270  h  NULL   2162.       168.6     19.163  0.078
OBS:  54352.328  j  NULL   2152.       152.8     19.168  0.071
OBS:  54352.332  i  NULL   2800.       120.4     18.882  0.043
OBS:  54352.336  g  NULL   1000.       132.0     20.000  0.132
OBS:  54353.238  j  NULL   2034.       124.1     19.229  0.061
OBS:  54353.242  i  NULL   2701.       113.5     18.921  0.042
OBS:  54353.250  g  NULL   929.8       148.8     20.079  0.160
OBS:  54354.227  j  NULL   2032.       142.3     19.230  0.070
OBS:  54354.230  i  NULL   2682.       115.3     18.929  0.043
OBS:  54354.234  h  NULL   1981.       118.8     19.258  0.060
OBS:  54354.242  g  NULL   812.8       160.9     20.225  0.198
OBS:  54355.305  j  NULL   2214.       137.3     19.137  0.062
OBS:  54355.305  i  NULL   2563.       107.7     18.978  0.042
OBS:  54355.309  h  NULL   1968.       106.3     19.265  0.054
OBS:  54355.313  g  NULL   792.9       172.8     20.252  0.218
OBS:  54356.277  j  NULL   1826.       149.8     19.346  0.082
OBS:  54356.281  i  NULL   2582.       113.6     18.970  0.044
OBS:  54356.285  h  NULL   1992.       117.5     19.252  0.059
OBS:  54356.289  g  NULL   892.1       108.8     20.124  0.122
OBS:  54357.297  j  NULL   1843.       141.9     19.336  0.077
OBS:  54357.301  i  NULL   2318.       95.06     19.087  0.041
OBS:  54357.301  h  NULL   1964.       117.9     19.267  0.060
OBS:  54357.309  g  NULL   934.1       128.9     20.074  0.138
OBS:  54361.340  j  NULL   1791.       163.0     19.367  0.091
OBS:  54361.344  i  NULL   2160.       114.5     19.164  0.053
OBS:  54361.344  h  NULL   1883.       122.4     19.313  0.065
OBS:  54361.352  g  NULL   844.1       195.0     20.184  0.231
OBS:  54363.211  i  NULL   2087.       123.2     19.201  0.059
OBS:  54363.211  h  NULL   1722.       144.6     19.410  0.084
OBS:  54363.219  g  NULL   740.0       119.9     20.327  0.162
OBS:  54377.238  j  NULL   1359.       282.7     19.667  0.208
OBS:  54377.242  i  NULL   1463.       111.2     19.587  0.076
OBS:  54377.242  h  NULL   1230.       109.5     19.775  0.089
OBS:  54377.246  g  NULL   676.7       83.23     20.424  0.123
OBS:  54381.113  i  NULL   1422.       118.0     19.618  0.083
OBS:  54381.121  g  NULL   611.5       90.50     20.534  0.148
OBS:  54383.180  j  NULL   923.8       225.4     20.086  0.244
