SURVEY:  DES3YR_LOWZ_COMBINED(CFA3K)
SNID:    2006mo      
IAUC:    2006mo      
RA:        11.66033  deg
DECL:      36.33269  deg
MWEBV: 0.045 (SFD98)
REDSHIFT_HELIO: 0.0369641715562 +- 0.000 (Hel)
REDSHIFT_CMB: 0.0359698496759 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.0359698496759 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 11.0220 +- 0.471
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 54047.641
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVri -> fghij       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  253.464410152
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:   38
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  54045.246  h  NULL   7900.       647.8     17.756  0.082
OBS:  54046.152  j  NULL  0.1021E+05   612.8     17.477  0.060
OBS:  54046.152  i  NULL  0.1069E+05   715.9     17.428  0.067
OBS:  54046.156  h  NULL   9745.       331.3     17.528  0.034
OBS:  54051.301  j  NULL   6893.       193.0     17.904  0.028
OBS:  54051.301  i  NULL  0.1006E+05   191.1     17.494  0.019
OBS:  54051.305  g  NULL   7900.       158.0     17.756  0.020
OBS:  54052.211  j  NULL   6836.       211.9     17.913  0.031
OBS:  54052.215  h  NULL   9384.       159.5     17.569  0.017
OBS:  54052.219  g  NULL   7386.       132.9     17.829  0.018
OBS:  54055.191  j  NULL   5243.       167.8     18.201  0.032
OBS:  54055.195  i  NULL   8356.       142.1     17.695  0.017
OBS:  54055.195  h  NULL   8472.       144.0     17.680  0.017
OBS:  54055.199  g  NULL   5480.       109.6     18.153  0.020
OBS:  54056.281  j  NULL   4656.       167.6     18.330  0.036
OBS:  54056.285  i  NULL   7885.       141.9     17.758  0.018
OBS:  54056.289  h  NULL   7727.       170.0     17.780  0.022
OBS:  54056.289  g  NULL   4756.       104.6     18.307  0.022
OBS:  54064.145  j  NULL   5030.       171.0     18.246  0.034
OBS:  54064.145  i  NULL   5739.       120.5     18.103  0.021
OBS:  54064.148  h  NULL   4463.       111.6     18.376  0.025
OBS:  54064.148  g  NULL   1632.       76.72     19.468  0.047
OBS:  54066.184  j  NULL   4647.       158.0     18.332  0.034
OBS:  54066.184  i  NULL   5267.       136.9     18.196  0.026
OBS:  54066.188  h  NULL   3912.       121.3     18.519  0.031
OBS:  54066.191  g  NULL   1226.       82.12     19.779  0.067
OBS:  54072.230  j  NULL   2968.       243.3     18.819  0.082
OBS:  54075.129  j  NULL   2507.       158.0     19.002  0.063
OBS:  54075.133  i  NULL   2390.       107.6     19.054  0.045
OBS:  54075.133  h  NULL   1970.       195.0     19.264  0.099
OBS:  54076.168  j  NULL   2266.       158.6     19.112  0.070
OBS:  54076.172  i  NULL   2421.       101.7     19.040  0.042
OBS:  54080.125  j  NULL   1511.       140.5     19.552  0.093
OBS:  54080.125  i  NULL   2034.       89.51     19.229  0.044
OBS:  54080.129  h  NULL   1420.       102.3     19.619  0.072
OBS:  54081.137  j  NULL   1430.       137.2     19.612  0.096
OBS:  54081.141  i  NULL   1866.       93.28     19.323  0.050
OBS:  54081.141  h  NULL   1396.       115.8     19.638  0.083
END: 
