SURVEY:  DES3YR_LOWZ_COMBINED(CFA3S)
SNID:    2001en      
IAUC:    2001en      
RA:        21.34523  deg
DECL:      34.02502  deg
MWEBV: 0.054 (SFD98)
REDSHIFT_HELIO: 0.0163776334511 +- 0.000 (Hel)
REDSHIFT_CMB: 0.015444220975 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.015444220975 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 11.1330 +- 0.078
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 52194.227
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVRI -> abcde       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  -40.4988489248
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:   51
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  52196.383  b  NULL  0.7021E+05   1545.     15.384  0.022
OBS:  52196.383  c  NULL  0.8173E+05   1226.     15.219  0.015
OBS:  52196.387  d  NULL  0.8654E+05   1644.     15.157  0.019
OBS:  52196.387  e  NULL  0.6177E+05   1235.     15.523  0.020
OBS:  52197.145  b  NULL  0.6644E+05   1462.     15.444  0.022
OBS:  52197.145  c  NULL  0.8091E+05   1214.     15.230  0.015
OBS:  52197.148  d  NULL  0.8457E+05   1607.     15.182  0.019
OBS:  52197.148  e  NULL  0.6009E+05   1082.     15.553  0.018
OBS:  52197.148  a  NULL  0.6540E+05   2158.     15.461  0.033
OBS:  52206.223  a  NULL  0.2526E+05   858.8     16.494  0.034
OBS:  52206.227  b  NULL  0.2876E+05   575.2     16.353  0.020
OBS:  52206.230  c  NULL  0.5058E+05   708.2     15.740  0.014
OBS:  52206.230  d  NULL  0.4747E+05   854.4     15.809  0.018
OBS:  52206.234  e  NULL  0.3604E+05   684.8     16.108  0.019
OBS:  52221.117  e  NULL  0.4504E+05   900.8     15.866  0.020
OBS:  52221.117  b  NULL   6433.       147.9     17.979  0.023
OBS:  52221.121  c  NULL  0.2220E+05   333.0     16.634  0.015
OBS:  52221.121  d  NULL  0.3464E+05   658.2     16.151  0.019
OBS:  52221.121  e  NULL  0.4592E+05   826.6     15.845  0.018
OBS:  52221.125  a  NULL   5229.       256.2     18.204  0.049
OBS:  52222.133  b  NULL   6121.       140.8     18.033  0.023
OBS:  52222.137  c  NULL  0.2019E+05   323.1     16.737  0.016
OBS:  52222.141  d  NULL  0.3189E+05   605.8     16.241  0.019
OBS:  52222.141  e  NULL  0.4231E+05   761.5     15.934  0.018
OBS:  52222.145  a  NULL   4911.       250.5     18.272  0.051
OBS:  52225.109  a  NULL   4321.       242.0     18.411  0.056
OBS:  52225.109  b  NULL   5186.       124.4     18.213  0.024
OBS:  52225.113  c  NULL  0.1626E+05   243.9     16.972  0.015
OBS:  52225.113  d  NULL  0.2537E+05   482.1     16.489  0.019
OBS:  52225.117  e  NULL  0.3324E+05   598.2     16.196  0.018
OBS:  52226.254  b  NULL   4742.       118.6     18.310  0.025
OBS:  52226.258  c  NULL  0.1547E+05   247.6     17.026  0.016
OBS:  52226.258  d  NULL  0.2392E+05   454.5     16.553  0.019
OBS:  52226.262  e  NULL  0.3139E+05   627.8     16.258  0.020
OBS:  52257.195  b  NULL   2916.       87.48     18.838  0.030
OBS:  52257.199  c  NULL   6577.       131.5     17.955  0.020
OBS:  52257.203  d  NULL   8341.       200.2     17.697  0.024
OBS:  52257.203  e  NULL   8379.       293.3     17.692  0.035
OBS:  52257.207  a  NULL   2559.       197.0     18.980  0.077
OBS:  52258.125  b  NULL   2829.       93.35     18.871  0.033
OBS:  52258.129  c  NULL   6607.       165.2     17.950  0.025
OBS:  52258.129  d  NULL   8472.       237.2     17.680  0.028
OBS:  52258.133  e  NULL   7621.       320.1     17.795  0.042
OBS:  52258.133  a  NULL   2166.       205.7     19.161  0.095
OBS:  52266.164  a  NULL   2850.       247.9     18.863  0.087
OBS:  52266.176  e  NULL   6957.       382.6     17.894  0.055
OBS:  52267.203  a  NULL   2635.       216.1     18.948  0.082
OBS:  52267.207  b  NULL   2507.       92.77     19.002  0.037
OBS:  52267.211  c  NULL   5341.       122.8     18.181  0.023
OBS:  52267.215  d  NULL   6433.       199.4     17.979  0.031
OBS:  52267.215  e  NULL   6656.       312.8     17.942  0.047
END: 
