SURVEY:  DES3YR_LOWZ_COMBINED(CFA3K)
SNID:    2007ae      
IAUC:    2007ae      
RA:       255.46695  deg
DECL:      79.03174  deg
MWEBV: 0.045 (SFD98)
REDSHIFT_HELIO: 0.0642930737078 +- 0.000 (Hel)
REDSHIFT_CMB: 0.0641554668546 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.0641554668546 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 11.0470 +- 3.812
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 54153.301
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVri -> fghij       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  119.401163942
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:   51
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  54157.531  j  NULL   4138.       173.8     18.458  0.042
OBS:  54157.531  i  NULL   7251.       152.3     17.849  0.021
OBS:  54157.535  h  NULL   7034.       147.7     17.882  0.021
OBS:  54157.535  g  NULL   5976.       185.3     18.059  0.031
OBS:  54159.516  j  NULL   3952.       166.0     18.508  0.042
OBS:  54159.520  i  NULL   6761.       155.5     17.925  0.023
OBS:  54159.523  h  NULL   6577.       157.8     17.955  0.024
OBS:  54159.523  g  NULL   5608.       145.8     18.128  0.026
OBS:  54160.500  i  NULL   6427.       237.8     17.980  0.037
OBS:  54160.504  h  NULL   6571.       269.4     17.956  0.041
OBS:  54160.504  g  NULL   5190.       264.7     18.212  0.051
OBS:  54161.504  j  NULL   3788.       200.8     18.554  0.053
OBS:  54161.508  h  NULL   6298.       245.6     18.002  0.039
OBS:  54161.512  g  NULL   4546.       245.5     18.356  0.054
OBS:  54162.492  i  NULL   6275.       282.4     18.006  0.045
OBS:  54162.496  h  NULL   6546.       405.9     17.960  0.062
OBS:  54165.500  j  NULL   3139.       238.6     18.758  0.076
OBS:  54165.504  i  NULL   5603.       246.5     18.129  0.044
OBS:  54165.508  h  NULL   5385.       360.8     18.172  0.067
OBS:  54166.496  j  NULL   2544.       251.9     18.986  0.099
OBS:  54166.500  i  NULL   5214.       125.1     18.207  0.024
OBS:  54166.500  h  NULL   5351.       187.3     18.179  0.035
OBS:  54166.504  g  NULL   3382.       182.6     18.677  0.054
OBS:  54169.516  j  NULL   2220.       195.4     19.134  0.088
OBS:  54169.516  i  NULL   4297.       120.3     18.417  0.028
OBS:  54169.520  h  NULL   4529.       131.3     18.360  0.029
OBS:  54169.520  g  NULL   2580.       118.7     18.971  0.046
OBS:  54170.480  j  NULL   2036.       187.3     19.228  0.092
OBS:  54170.484  i  NULL   4192.       113.2     18.444  0.027
OBS:  54170.488  h  NULL   3937.       141.7     18.512  0.036
OBS:  54170.492  g  NULL   2204.       114.6     19.142  0.052
OBS:  54186.484  j  NULL   2968.       279.0     18.819  0.094
OBS:  54186.488  i  NULL   3209.       157.3     18.734  0.049
OBS:  54186.488  h  NULL   2051.       244.1     19.220  0.119
OBS:  54191.492  j  NULL   1872.       176.0     19.319  0.094
OBS:  54191.496  i  NULL   2287.       114.3     19.102  0.050
OBS:  54191.500  h  NULL   1431.       121.6     19.611  0.085
OBS:  54191.500  g  NULL   762.1       211.1     20.295  0.277
OBS:  54193.406  h  NULL   1096.       165.6     19.900  0.151
OBS:  54193.500  j  NULL   1697.       217.2     19.426  0.128
OBS:  54193.504  i  NULL   1805.       167.8     19.359  0.093
OBS:  54193.508  h  NULL   1134.       160.0     19.863  0.141
OBS:  54194.348  j  NULL   1563.       115.7     19.515  0.074
OBS:  54194.352  i  NULL   1995.       179.6     19.250  0.090
OBS:  54196.473  j  NULL   1198.       112.6     19.804  0.094
OBS:  54196.477  i  NULL   1709.       133.3     19.418  0.078
OBS:  54199.484  j  NULL   1156.       108.6     19.843  0.094
OBS:  54199.488  i  NULL   1443.       109.7     19.602  0.076
OBS:  54199.496  h  NULL   910.3       168.4     20.102  0.185
OBS:  54214.418  i  NULL   1014.       66.92     19.985  0.066
OBS:  54214.422  h  NULL   765.6       100.3     20.290  0.131
END: 
