SURVEY:  DES3YR_LOWZ_COMBINED(CFA3K)
SNID:    2005ki      
IAUC:    2005ki      
RA:       160.11758  deg
DECL:       9.20228  deg
MWEBV: 0.032 (SFD98)
REDSHIFT_HELIO: 0.0194842377221 +- 0.000 (Hel)
REDSHIFT_CMB: 0.0206604059786 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.0206604059786 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 10.9390 +- 0.185
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 53705.348
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVri -> fghij       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  -126.95647819
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS: 349
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  53693.488  i  NULL   7870.       456.5     17.760  0.058
OBS:  53693.492  j  NULL   6842.       355.8     17.912  0.052
OBS:  53693.492  h  NULL   8002.       232.1     17.742  0.029
OBS:  53693.500  f  NULL  0.1049E+05   1637.     17.448  0.156
OBS:  53693.504  g  NULL   7461.       179.1     17.818  0.024
OBS:  53695.504  i  NULL  0.1626E+05   829.4     16.972  0.051
OBS:  53695.504  j  NULL  0.1424E+05   626.7     17.116  0.044
OBS:  53695.508  h  NULL  0.1579E+05   1042.     17.004  0.066
OBS:  53695.512  f  NULL  0.2946E+05   4330.     16.327  0.147
OBS:  53695.516  g  NULL  0.1643E+05   920.0     16.961  0.056
OBS:  53696.496  i  NULL  0.2057E+05   1378.     16.717  0.067
OBS:  53696.496  j  NULL  0.2012E+05   1328.     16.741  0.066
OBS:  53696.500  h  NULL  0.2134E+05   1537.     16.677  0.072
OBS:  53696.504  f  NULL  0.4176E+05   6223.     15.948  0.149
OBS:  53696.508  g  NULL  0.2202E+05   1123.     16.643  0.051
OBS:  53705.473  h  NULL  0.5096E+05   866.3     15.732  0.017
OBS:  53705.473  i  NULL  0.4989E+05   1746.     15.755  0.035
OBS:  53705.477  j  NULL  0.2911E+05   1048.     16.340  0.036
OBS:  53705.477  g  NULL  0.5287E+05   793.0     15.692  0.015
OBS:  53705.480  f  NULL  0.7198E+05   1943.     15.357  0.027
OBS:  53705.484  f  NULL  0.7211E+05   1947.     15.355  0.027
OBS:  53706.508  h  NULL  0.5331E+05   799.6     15.683  0.015
OBS:  53706.508  i  NULL  0.5148E+05   1905.     15.721  0.037
OBS:  53706.512  j  NULL  0.2979E+05   1579.     16.315  0.053
OBS:  53707.430  h  NULL  0.4948E+05   3315.     15.764  0.067
OBS:  53707.430  i  NULL  0.4961E+05   3225.     15.761  0.065
OBS:  53707.434  j  NULL  0.2803E+05   2747.     16.381  0.098
OBS:  53713.395  h  NULL  0.3996E+05   2517.     15.996  0.063
OBS:  53713.398  i  NULL  0.3675E+05   2241.     16.087  0.061
OBS:  53713.434  i  NULL  0.3538E+05   2831.     16.128  0.080
OBS:  53713.434  j  NULL  0.2176E+05   3916.     16.656  0.180
