SURVEY:  DES3YR_LOWZ_COMBINED(CFA3S)
SNID:    2002ha      
IAUC:    2002ha      
RA:       311.82747  deg
DECL:       0.31260  deg
MWEBV: 0.098 (SFD98)
REDSHIFT_HELIO: 0.0132308387887 +- 0.000 (Hel)
REDSHIFT_CMB: 0.0122384335846 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.0122384335846 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 11.0720 +- 0.452
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 52581.352
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVRI -> abcde       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  132.068023482
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:   44
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  52577.176  a  NULL  0.1221E+06   3786.     14.783  0.031
OBS:  52577.180  b  NULL  0.8121E+05   1381.     15.226  0.017
OBS:  52577.180  c  NULL  0.7995E+05   1039.     15.243  0.013
OBS:  52577.184  d  NULL  0.9393E+05   1221.     15.068  0.013
OBS:  52577.184  e  NULL  0.9799E+05   1274.     15.022  0.013
OBS:  52580.121  b  NULL  0.9162E+05   2199.     15.095  0.024
OBS:  52580.121  c  NULL  0.9036E+05   2078.     15.110  0.023
OBS:  52580.125  e  NULL  0.9256E+05   1481.     15.084  0.016
OBS:  52580.133  b  NULL  0.9103E+05   2003.     15.102  0.022
OBS:  52580.133  c  NULL  0.9179E+05   2111.     15.093  0.023
OBS:  52580.137  d  NULL  0.1025E+06   1743.     14.973  0.017
OBS:  52580.137  e  NULL  0.9188E+05   3399.     15.092  0.037
OBS:  52589.082  a  NULL  0.5916E+05   1183.     15.570  0.020
OBS:  52589.086  b  NULL  0.6076E+05   607.6     15.541  0.010
OBS:  52589.086  c  NULL  0.7741E+05   1006.     15.278  0.013
OBS:  52589.090  d  NULL  0.7691E+05   769.1     15.285  0.010
OBS:  52589.090  e  NULL  0.5572E+05   835.8     15.635  0.015
OBS:  52593.066  a  NULL  0.3382E+05   1015.     16.177  0.030
OBS:  52593.070  b  NULL  0.3948E+05   513.3     16.009  0.013
OBS:  52593.074  c  NULL  0.6015E+05   661.6     15.552  0.011
OBS:  52593.074  d  NULL  0.5723E+05   572.3     15.606  0.010
OBS:  52593.078  e  NULL  0.4682E+05   702.3     15.824  0.015
OBS:  52601.066  a  NULL  0.1036E+05   290.0     17.462  0.028
OBS:  52601.070  b  NULL  0.1464E+05   205.0     17.086  0.014
OBS:  52601.074  c  NULL  0.3788E+05   454.5     16.054  0.012
OBS:  52601.078  d  NULL  0.5068E+05   608.1     15.738  0.012
OBS:  52601.078  e  NULL  0.5582E+05   1172.     15.633  0.021
OBS:  52602.145  a  NULL   9247.       332.9     17.585  0.036
OBS:  52602.148  b  NULL  0.1223E+05   526.1     17.281  0.043
OBS:  52602.152  c  NULL  0.3429E+05   857.3     16.162  0.025
OBS:  52602.152  d  NULL  0.4634E+05   1112.     15.835  0.024
OBS:  52602.152  e  NULL  0.5623E+05   1181.     15.625  0.021
OBS:  52603.094  a  NULL   8921.       312.2     17.624  0.035
OBS:  52603.094  b  NULL  0.1188E+05   166.3     17.313  0.014
OBS:  52603.098  c  NULL  0.3327E+05   332.7     16.195  0.010
OBS:  52603.102  d  NULL  0.4786E+05   574.4     15.800  0.012
OBS:  52603.102  e  NULL  0.5910E+05   1182.     15.571  0.020
OBS:  52614.098  a  NULL   5248.       440.8     18.200  0.084
OBS:  52614.102  b  NULL   5770.       126.9     18.097  0.022
OBS:  52614.105  c  NULL  0.1622E+05   243.3     16.975  0.015
OBS:  52614.105  d  NULL  0.2368E+05   355.2     16.564  0.015
OBS:  52614.109  e  NULL  0.3254E+05   585.7     16.219  0.018
OBS:  52819.445  b  NULL   363.4       78.50     21.099  0.216
OBS:  52819.449  c  NULL   391.2       80.20     21.019  0.205
END: 
