SURVEY:  DES3YR_LOWZ_COMBINED(CFA3K)
SNID:    2006mp      
IAUC:    2006mp      
RA:       258.00081  deg
DECL:      46.55598  deg
MWEBV: 0.036 (SFD98)
REDSHIFT_HELIO: 0.0229091392356 +- 0.000 (Hel)
REDSHIFT_CMB: 0.0227990057319 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.0227990057319 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 9.50000 +- 4.853
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 54054.281
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVri -> fghij       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  -209.597908705
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:   92
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  54046.066  j  NULL  0.1972E+05   394.3     16.763  0.020
OBS:  54046.066  i  NULL  0.2353E+05   564.7     16.571  0.024
OBS:  54046.070  h  NULL  0.2419E+05   580.5     16.541  0.024
OBS:  54046.074  g  NULL  0.2559E+05   537.3     16.480  0.021
OBS:  54052.090  j  NULL  0.2441E+05   366.2     16.531  0.015
OBS:  54052.090  i  NULL  0.3532E+05   459.1     16.130  0.013
OBS:  54052.094  h  NULL  0.3675E+05   845.1     16.087  0.023
OBS:  54052.094  g  NULL  0.3571E+05   464.2     16.118  0.013
OBS:  54054.059  j  NULL  0.2359E+05   424.7     16.568  0.018
OBS:  54054.059  i  NULL  0.3648E+05   474.2     16.095  0.013
OBS:  54054.063  h  NULL  0.3901E+05   429.1     16.022  0.011
OBS:  54054.066  g  NULL  0.3611E+05   433.3     16.106  0.012
OBS:  54055.070  j  NULL  0.2278E+05   478.4     16.606  0.021
OBS:  54055.074  i  NULL  0.3712E+05   631.0     16.076  0.017
OBS:  54055.074  h  NULL  0.3862E+05   502.0     16.033  0.013
OBS:  54055.078  g  NULL  0.3461E+05   484.5     16.152  0.014
OBS:  54056.086  j  NULL  0.2253E+05   405.6     16.618  0.018
OBS:  54056.086  g  NULL  0.3442E+05   516.3     16.158  0.015
OBS:  54061.070  j  NULL  0.1810E+05   307.6     16.856  0.017
OBS:  54061.070  i  NULL  0.3308E+05   496.2     16.201  0.015
OBS:  54061.074  h  NULL  0.3448E+05   482.8     16.156  0.014
OBS:  54061.078  g  NULL  0.2759E+05   358.7     16.398  0.013
OBS:  54066.063  i  NULL  0.2375E+05   641.2     16.561  0.027
OBS:  54067.055  h  NULL  0.2542E+05   483.0     16.487  0.019
OBS:  54067.059  g  NULL  0.1959E+05   607.2     16.770  0.031
OBS:  54100.543  j  NULL   5824.       157.2     18.087  0.027
OBS:  54100.547  i  NULL   6976.       125.6     17.891  0.018
OBS:  54100.547  h  NULL   5091.       142.6     18.233  0.028
OBS:  54103.563  j  NULL   5277.       401.1     18.194  0.076
OBS:  54103.566  i  NULL   5786.       474.5     18.094  0.082
OBS:  54104.539  j  NULL   4643.       218.2     18.333  0.047
OBS:  54104.543  i  NULL   6263.       212.9     18.008  0.034
OBS:  54104.547  h  NULL   4579.       316.0     18.348  0.069
OBS:  54104.547  g  NULL   1962.       367.0     19.268  0.187
OBS:  54105.547  j  NULL   4984.       209.3     18.256  0.042
OBS:  54105.547  i  NULL   5707.       216.9     18.109  0.038
OBS:  54105.551  h  NULL   4639.       218.0     18.334  0.047
OBS:  54108.543  j  NULL   4430.       177.2     18.384  0.040
OBS:  54108.547  i  NULL   5430.       179.2     18.163  0.033
OBS:  54108.547  h  NULL   3774.       207.6     18.558  0.055
OBS:  54109.512  j  NULL   4500.       229.5     18.367  0.051
OBS:  54109.512  i  NULL   5124.       174.2     18.226  0.034
OBS:  54109.516  h  NULL   3937.       192.9     18.512  0.049
OBS:  54110.551  j  NULL   3844.       153.8     18.538  0.040
OBS:  54110.555  i  NULL   5282.       132.1     18.193  0.025
OBS:  54110.555  h  NULL   3966.       138.8     18.504  0.035
OBS:  54117.527  j  NULL   3087.       163.6     18.776  0.053
OBS:  54117.531  i  NULL   4115.       127.6     18.464  0.031
OBS:  54117.539  j  NULL   2726.       179.9     18.911  0.066
OBS:  54117.539  i  NULL   4119.       119.4     18.463  0.029
OBS:  54128.523  j  NULL   2182.       133.1     19.153  0.061
OBS:  54128.527  i  NULL   2954.       91.57     18.824  0.031
OBS:  54128.527  h  NULL   2381.       92.87     19.058  0.039
OBS:  54128.531  g  NULL   908.7       56.34     20.104  0.062
OBS:  54129.516  j  NULL   2178.       139.4     19.155  0.064
OBS:  54129.516  i  NULL   2780.       94.51     18.890  0.034
OBS:  54129.520  h  NULL   2441.       95.21     19.031  0.039
OBS:  54129.523  g  NULL   913.7       76.75     20.098  0.084
OBS:  54135.484  j  NULL   1608.       175.3     19.484  0.109
OBS:  54135.484  i  NULL   2677.       171.3     18.931  0.064
OBS:  54135.488  h  NULL   1830.       243.4     19.344  0.133
OBS:  54138.461  j  NULL   1874.       144.3     19.318  0.077
OBS:  54138.461  i  NULL   2170.       99.81     19.159  0.046
OBS:  54138.465  h  NULL   2076.       110.0     19.207  0.053
OBS:  54138.469  g  NULL   763.5       124.4     20.293  0.163
OBS:  54139.527  h  NULL   1825.       479.9     19.347  0.263
OBS:  54140.535  j  NULL   1552.       128.8     19.523  0.083
OBS:  54140.535  i  NULL   2239.       73.88     19.125  0.033
OBS:  54140.539  h  NULL   1768.       139.7     19.381  0.079
OBS:  54140.543  g  NULL   989.0       111.8     20.012  0.113
OBS:  54141.477  i  NULL   1840.       112.2     19.338  0.061
OBS:  54141.477  h  NULL   2021.       109.1     19.236  0.054
OBS:  54148.434  j  NULL   1351.       183.8     19.673  0.136
OBS:  54148.438  i  NULL   1366.       113.4     19.661  0.083
OBS:  54148.441  h  NULL   1245.       129.5     19.762  0.104
OBS:  54148.445  g  NULL   378.8       77.65     21.054  0.205
OBS:  54150.531  i  NULL   1805.       68.58     19.359  0.038
OBS:  54150.535  h  NULL   1396.       124.2     19.638  0.089
OBS:  54160.512  j  NULL   824.9       136.1     20.209  0.165
OBS:  54160.516  i  NULL   1187.       110.4     19.814  0.093
OBS:  54160.516  h  NULL   856.6       144.8     20.168  0.169
OBS:  54161.516  j  NULL   943.6       131.2     20.063  0.139
OBS:  54161.520  i  NULL   1342.       68.42     19.681  0.051
OBS:  54161.523  h  NULL   1234.       164.1     19.772  0.133
OBS:  54161.527  g  NULL   388.3       74.95     21.027  0.193
OBS:  54166.508  j  NULL   589.4       99.02     20.574  0.168
OBS:  54166.512  i  NULL   1193.       58.48     19.808  0.049
OBS:  54166.516  h  NULL   1028.       80.19     19.970  0.078
OBS:  54188.379  j  NULL   293.2       109.4     21.332  0.373
OBS:  54188.383  i  NULL   401.8       92.81     20.990  0.231
OBS:  54188.387  h  NULL   427.8       109.5     20.922  0.256
OBS:  54188.391  g  NULL   280.5       81.36     21.380  0.290
END: 
