SURVEY:  DES3YR_LOWZ_COMBINED(CFA3K)
SNID:    2006ak      
IAUC:    2006ak      
RA:       167.38600  deg
DECL:      28.63101  deg
MWEBV: 0.033 (SFD98)
REDSHIFT_HELIO: 0.0378936512878 +- 0.000 (Hel)
REDSHIFT_CMB: 0.0388988517225 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.0388988517225 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 11.2040 +- 0.058
PRIVATE(COSMO): 1
SEARCH_PEAKMJD: 53781.699
FILTERS:  abcdefghijklmnopqrstuvwxyzA  # UBVri -> fghij       
#
# Variables copied from
#   /project/rkessler/SN/INTERNAL/DES/simlibs/VPEC_LOWZ.TXT
VPEC:  610.376315179
VPEC_ERR:  250.0
#
 
# ========================================
# FLUXCAL = 10^[ -0.4*mag + 11 ] 
#
 
NOBS:   55
NVAR: 7 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR  MAG    MAGERR
OBS:  53788.367  h  NULL  0.1123E+05   224.6     17.374  0.020
OBS:  53788.371  i  NULL  0.1129E+05   259.7     17.368  0.023
OBS:  53788.371  j  NULL   6421.       173.4     17.981  0.027
OBS:  53788.375  g  NULL   7973.       191.3     17.746  0.024
OBS:  53794.258  h  NULL   7628.       183.1     17.794  0.024
OBS:  53794.262  j  NULL   4108.       164.3     18.466  0.040
OBS:  53796.355  i  NULL   7093.       163.1     17.873  0.023
OBS:  53796.355  j  NULL   4074.       154.8     18.475  0.038
OBS:  53796.359  h  NULL   6925.       152.3     17.899  0.022
OBS:  53796.367  g  NULL   3379.       111.5     18.678  0.033
OBS:  53797.340  i  NULL   6893.       248.1     17.904  0.036
OBS:  53797.344  h  NULL   6480.       207.4     17.971  0.032
OBS:  53797.355  g  NULL   3248.       188.4     18.721  0.058
OBS:  53798.512  i  NULL   6976.       383.7     17.891  0.055
OBS:  53798.512  j  NULL   4250.       284.8     18.429  0.067
OBS:  53798.512  g  NULL   2473.       205.3     19.017  0.083
OBS:  53800.332  i  NULL   6451.       148.4     17.976  0.023
OBS:  53800.336  j  NULL   4500.       274.5     18.367  0.061
OBS:  53800.336  h  NULL   5356.       144.6     18.178  0.027
OBS:  53800.348  g  NULL   1953.       259.8     19.273  0.133
OBS:  53803.379  h  NULL   4040.       193.9     18.484  0.048
OBS:  53803.383  i  NULL   5867.       211.2     18.079  0.036
OBS:  53803.383  j  NULL   5119.       404.4     18.227  0.079
OBS:  53803.387  g  NULL   2059.       341.8     19.216  0.166
OBS:  53811.324  i  NULL   3722.       163.8     18.573  0.044
OBS:  53811.324  j  NULL   3474.       277.9     18.648  0.080
OBS:  53812.430  i  NULL   3522.       200.8     18.633  0.057
OBS:  53812.430  j  NULL   3753.       337.8     18.564  0.090
OBS:  53812.434  h  NULL   2578.       224.2     18.972  0.087
OBS:  53812.441  g  NULL   1059.       242.5     19.938  0.229
OBS:  53815.297  i  NULL   2913.       116.5     18.839  0.040
OBS:  53815.297  j  NULL   2757.       261.9     18.899  0.095
OBS:  53815.301  h  NULL   1902.       150.3     19.302  0.079
OBS:  53815.309  g  NULL   732.5       157.5     20.338  0.215
OBS:  53817.305  j  NULL   2220.       242.0     19.134  0.109
OBS:  53817.313  g  NULL   626.9       153.0     20.507  0.244
OBS:  53818.297  i  NULL   2677.       166.0     18.931  0.062
OBS:  53818.301  j  NULL   2547.       239.4     18.985  0.094
OBS:  53818.301  g  NULL   636.2       180.7     20.491  0.284
OBS:  53827.293  i  NULL   1778.       165.4     19.375  0.093
OBS:  53827.293  j  NULL   1500.       130.5     19.560  0.087
OBS:  53827.293  h  NULL   1307.       125.5     19.709  0.096
OBS:  53827.305  g  NULL   833.3       166.7     20.198  0.200
OBS:  53828.258  i  NULL   1464.       313.3     19.586  0.214
OBS:  53828.273  g  NULL   700.8       242.5     20.386  0.346
OBS:  53829.270  i  NULL   1375.       459.4     19.654  0.334
OBS:  53829.273  h  NULL   1545.       352.2     19.528  0.228
OBS:  53829.281  g  NULL   744.7       206.3     20.320  0.277
OBS:  53838.172  j  NULL   1174.       264.1     19.826  0.225
OBS:  53838.176  h  NULL   1143.       325.7     19.855  0.285
OBS:  53840.336  j  NULL   1077.       206.9     19.919  0.192
OBS:  53840.336  h  NULL   1019.       266.9     19.980  0.262
OBS:  53843.195  i  NULL   908.7       118.1     20.104  0.130
OBS:  53843.195  j  NULL   916.2       128.3     20.095  0.140
OBS:  53843.199  h  NULL   948.0       94.80     20.058  0.100
END: 
