,ID,host_g,host_g_err,host_r,host_r_err,host_i,host_i_err,host_z,host_z_err,local_g,local_g_err,local_r,local_r_err,local_i,local_i_err,local_z,local_z_err
20,1250464,4.435419554738774e-29,6.926312509528608e-31,1.8688012744265299e-28,6.252719396379746e-31,3.0041686023118235e-28,8.548378221775187e-31,3.8840521703013156e-28,1.2418907857319628e-30,2.402713730621751e-29,1.654217541201503e-30,8.96912110990552e-29,6.031781010607512e-30,1.471063857260668e-28,6.586889873813003e-30,2.097996056619564e-28,1.1334974806496617e-29
21,1249939,1.3182714628421395e-27,1.0056686579848213e-30,3.57570317169107e-27,1.2110580440059632e-30,5.816233228161325e-27,1.6811150983863116e-30,6.855387180251759e-27,2.2362248727948645e-30,2.476482902612516e-28,5.487063165552649e-30,6.844388869370428e-28,1.565908810715809e-29,1.0038028175887446e-27,2.6809532450175675e-29,1.2697471187388849e-27,5.000388179860017e-29
22,1249371,1.0332693307822062e-28,5.97662662787688e-31,3.116670776424565e-28,8.234170114398625e-31,4.661944774663144e-28,1.0001966856274268e-30,5.936303946719568e-28,1.3846205007624917e-30,2.5492450646416886e-29,8.435624185772919e-31,7.988098091457225e-29,1.9881994504288583e-30,1.3026513117552855e-28,5.350906454897325e-30,1.6992297333715946e-28,5.1516432710552994e-30
23,1249956,5.421571631497927e-29,4.868699046845493e-31,2.333147974704688e-28,6.828883147854782e-31,4.284013090550216e-28,8.552961500158551e-31,5.603621436803908e-28,1.2385234574189743e-30,1.694864911010042e-29,5.878388785405599e-31,8.792746634290134e-29,2.597170110538465e-30,1.509426521048538e-28,5.988228110747243e-30,2.106386012452985e-28,6.872889063301709e-30
24,1247420,2.111323582628013e-27,1.6039093145400854e-30,5.040725910938259e-27,1.4354372790882282e-30,7.722569333201143e-27,1.985502585822422e-30,8.216580538927169e-27,2.724620998413824e-30,4.098449628575821e-28,3.3374491584849935e-29,9.73920557698194e-28,3.598055572793766e-29,1.3260862443204802e-27,5.200360078781933e-29,5.145363479745778e-27,4.106930918604367e-28
25,1247537,6.317953704327272e-29,7.06214753267387e-31,1.471110541793605e-28,6.517094739651676e-31,1.9254964574857342e-28,9.210637946835993e-31,2.3672351408537344e-28,1.3757003472422762e-30,5.476895270922e-30,1.6328812701113036e-31,1.1716811223985969e-29,6.039470275493529e-31,1.4477800450568314e-29,3.1099942751447987e-31,1.7321431266137573e-29,4.738948022496902e-31
26,1247217,4.878747886997794e-29,5.459462450830492e-31,2.348506640702443e-28,6.670604710083481e-31,4.210480448006811e-28,9.270247322085175e-31,5.804004153732474e-28,1.2966232598626434e-30,1.6578940555419408e-30,1.2797951212483963e-31,7.139178417200577e-30,3.078898170766373e-31,1.1801053498783265e-29,2.5697919198665277e-31,1.9120283018013988e-29,6.902442936730196e-31
27,1248936,4.737537835068881e-30,3.0058749812477077e-31,1.1245693832050861e-29,3.6551750191241056e-31,1.5344778389182761e-29,5.238383314724393e-31,2.0268058112102526e-29,7.405254305252978e-31,1.5992169656580818e-30,1.3903220974206504e-31,4.564936725701768e-30,1.4522783128292316e-31,6.485369059603172e-30,2.4097352614128127e-31,7.671470972158843e-30,3.385581720024608e-31
28,1249137,1.491671998048504e-28,5.454535200266727e-31,2.8553337870504543e-28,6.5034744234377455e-31,3.982873272012731e-28,9.285513904637076e-31,4.270087495951936e-28,1.235692906238156e-30,7.134784855486307e-29,2.2070032649172483e-30,1.3165876801538795e-28,3.5795583467784346e-30,1.7730334090511083e-28,4.042847552234224e-30,1.966887812141783e-28,6.2816349513455074e-30
29,1248039,2.7695687784476324e-29,3.4976906269305944e-31,6.838412447442124e-29,4.565191139147385e-31,9.76510800939371e-29,5.771384407830167e-31,1.2245380280288512e-28,8.18773512527724e-31,2.2380237752757409e-29,7.16504969346884e-31,4.9986165616134826e-29,1.1722027576489224e-30,7.16646545029627e-29,2.113505149445428e-30,8.929239512494162e-29,4.372661898954581e-30
30,1250532,2.107482558017361e-29,4.4983233248552e-31,4.5899484154288716e-29,5.491616117057295e-31,5.824150980656673e-29,7.471479281134784e-31,6.64637551612603e-29,1.0655666813561042e-30,3.9869392409555144e-30,1.5026330826246824e-31,1.0251240372357555e-29,3.486051549934378e-31,1.432981264891361e-29,7.371892461532031e-31,1.6367177642771773e-29,7.085441459481348e-31
31,1250017,5.818381992834003e-29,4.737959543434291e-31,8.87793895609385e-29,6.579975531442465e-31,1.0617443761178246e-28,8.120225060090405e-31,1.1679101688389406e-28,1.270270884815284e-30,2.0540345794943245e-29,3.962418920698861e-31,2.9624299334057904e-29,7.78943886232292e-31,3.797550094966404e-29,8.721213323829812e-31,3.9995692229534565e-29,1.2216267805648611e-30
32,1250578,2.1970351492795013e-28,4.329601143901299e-31,4.645040777629815e-28,5.490530928229026e-31,6.6404441114183115e-28,7.121492317550811e-31,7.517509847599556e-28,1.009433285273224e-30,1.386604718113268e-28,2.8229527054765117e-30,2.790986829520563e-28,9.0401043221145e-30,4.003293996337651e-28,1.5381216140066386e-29,4.585666195411163e-28,2.2045750309007825e-29
33,1250435,1.3826703452115493e-29,4.604940471301302e-31,5.74016084992977e-29,4.6794744298589476e-31,8.232706134814421e-29,6.1844628452802885e-31,1.0576970343697116e-28,9.013670261033363e-31,2.920824769675917e-30,2.1023902176231247e-31,6.547392877457602e-30,2.506528855033096e-31,9.516877763258469e-30,5.351824854735024e-31,1.2843622174765793e-29,8.223660969979041e-31
34,1251552,1.683943558615818e-28,5.230628103470075e-31,3.3054435907289597e-28,6.385231664036169e-31,4.011913041949745e-28,8.387827045753857e-31,4.790884576415467e-28,1.1481888844843669e-30,2.775524636204178e-29,7.0213710373935605e-31,5.087548387972216e-29,1.3796753334902606e-30,6.557729334442174e-29,3.427861278675275e-30,8.306000154268115e-29,3.7214363827136854e-30
35,1251600,2.298559820542068e-29,2.466698462575049e-31,1.1159018466225423e-28,2.368595429051876e-31,2.506270669893708e-28,4.522351048690747e-31,3.258376939131752e-28,6.011729914095091e-31,7.022334698325002e-30,1.7740678343760451e-31,3.523425560562954e-29,1.2113182156492629e-30,6.698776147711017e-29,1.5158613034786571e-30,1.021552576989303e-28,6.1452955645623275e-30
36,1249970,3.173741753104992e-29,3.64395840674058e-31,5.667436457489221e-29,4.449684136541532e-31,6.82263494543139e-29,6.898549171600383e-31,7.768056525850256e-29,9.471856781270823e-31,1.6378566525501106e-29,5.12437936013224e-31,2.647352249428953e-29,6.7416987709397886e-31,3.304938828233517e-29,6.933850701722511e-31,3.940123750027597e-29,1.0413749503500942e-30
37,1251381,5.494172907817646e-29,5.87895133829566e-31,2.354203692777786e-28,7.947232404925879e-31,4.063103609430796e-28,9.357341772875618e-31,5.760442155228741e-28,1.352115105914449e-30,5.1341909181306815e-30,2.1997462644414487e-31,2.3002449884019897e-29,7.58638250430104e-31,4.078795327330587e-29,2.28606670509256e-30,5.635675810009466e-29,1.9139481860811724e-30
38,1251536,1.167037776678488e-28,5.345649655208133e-31,3.0313349823216833e-28,7.158166396355327e-31,4.720548626876198e-28,9.455428108802482e-31,6.1462917184031285e-28,1.3370056157281906e-30,5.7030425730606385e-30,2.0284599671029122e-31,1.4516723834292025e-29,3.5589696817991046e-31,2.2097060209588965e-29,4.257721188767729e-31,2.8272419689110965e-29,1.386203751532592e-30
39,1252449,3.1345150912605085e-29,4.212675627152067e-31,9.024968022920731e-29,5.202210335537487e-31,1.3250009677362322e-28,6.827902800335834e-31,1.7982940614525411e-28,9.08595119365203e-31,9.545220693919428e-31,1.2783537304745586e-31,2.5551773723762626e-30,1.1445258592818918e-31,4.750088290747459e-30,1.921632356557804e-31,6.06478866102817e-30,2.844833051693821e-31
40,1250925,3.7256677188503e-29,3.1852298020275647e-31,1.8064761685893474e-28,3.037111334955588e-31,4.171412950735051e-28,5.831132965805788e-31,5.486806736298297e-28,7.610527990720703e-31,5.174708550356649e-30,1.531539841852993e-31,2.495864443471989e-29,1.2928368908007416e-30,4.5693287232365627e-29,1.6716652117521658e-30,7.714162976720124e-29,4.9386044590263456e-30
41,1251436,4.623699460864712e-29,4.585744944764071e-31,1.0966510227687294e-28,5.846685886315633e-31,1.6073355058943926e-28,7.000546494041504e-31,2.096029083973678e-28,9.740692859751951e-31,6.690358084584882e-31,1.1241632457988292e-31,2.6543194913059558e-30,1.2596701821950248e-31,4.8870118298554794e-30,2.4565309159303607e-31,5.9090786872050745e-30,2.7661232635538607e-31
42,1252364,5.77892985159869e-29,5.10514062799595e-31,1.706038746215989e-28,6.8386503002147295e-31,3.0127612145555343e-28,8.835218275559103e-31,3.5729622741765086e-28,1.2687238062871085e-30,2.0506424578625877e-29,8.746886944989899e-31,6.510419137081649e-29,1.7373450118697825e-30,1.0880851184894159e-28,2.8014423983628183e-30,1.298435532272103e-28,4.221761370016525e-30
43,1251390,4.121872217839508e-29,4.7187945362430216e-31,1.7849730102238807e-28,6.85630370332087e-31,2.929070237735469e-28,7.836864967681621e-31,3.9651666559701262e-28,1.1258616259699677e-30,1.3403517681705254e-29,4.259347291029554e-31,5.879038443839454e-29,2.5840444947455808e-30,1.0186539626092283e-28,4.116203510544116e-30,1.3355273560448371e-28,4.0857359871569786e-30
44,1250912,6.908301192976906e-28,5.376580206736105e-31,1.4691054485889269e-27,4.743324543136099e-31,2.2441536305369847e-27,8.664467793372656e-31,2.4836551211001176e-27,1.134202752341756e-30,1.4646678715096655e-28,3.281416958868056e-30,3.909172838649641e-28,1.9504165476793839e-29,5.5917447281283515e-28,3.201022833404025e-29,8.545990817540766e-28,4.275520893590798e-29
45,1253474,7.45078305207764e-29,8.829619926822288e-31,2.803588683777064e-28,7.803626250799072e-31,5.059973155405521e-28,1.1449529396305734e-30,6.648582702555789e-28,1.6352813880494343e-30,1.3881358566499333e-29,5.4713368875019615e-31,5.120689849673808e-29,3.875560728620901e-30,9.413158739956791e-29,3.3916422986221284e-30,1.3206073687669484e-28,8.954700121235812e-30
46,1253029,9.997976184526599e-29,6.248438798579373e-31,2.594194565400325e-28,9.304330552218608e-31,3.880671407558219e-28,1.3357350729322384e-30,3.2076602063341965e-14,-3.6237361491415177e-12,5.0748114115266334e-30,2.297945830516764e-31,1.2792047777551612e-29,6.453548656548601e-31,1.927892857157057e-29,6.076261489678152e-31,2.5519781079500683e-29,6.571354098319181e-31
47,1252829,5.162672897100475e-29,9.356215994798093e-31,2.3109474928237807e-28,8.444369676631925e-31,4.066873414230942e-28,1.2340412945087324e-30,5.567600711667829e-28,1.7507094666674244e-30,1.2471893902285825e-29,7.357245311745165e-31,6.132604214992485e-29,4.1056482477912734e-30,1.1243562291785255e-28,3.2952184688093564e-30,1.776412941485678e-28,9.709339495613381e-30
48,1251975,1.280008170741573e-28,6.914806054221781e-31,4.427145562503113e-28,8.752234229902669e-31,6.915068425380908e-28,1.090465315180634e-30,8.972661875533586e-28,1.5112195664665083e-30,3.0393114196696404e-29,8.233662701909703e-31,9.769675076933223e-29,2.450363869494516e-30,1.5164616303359014e-28,2.431543353341233e-30,2.2055409095476155e-28,1.2495698358838707e-29
49,1253180,8.048345983888397e-29,2.92411318389941e-31,2.659808229290625e-28,3.2431189803147103e-31,4.1803649376194555e-28,4.836133259265e-31,6.086079195589662e-28,7.829721582368761e-31,3.036353450251684e-30,1.89320883147464e-31,9.448338948550155e-30,4.689216080194146e-31,1.4059924205146128e-29,5.217929400268841e-31,1.9937066738319607e-29,1.2280992669933028e-30
50,1252142,1.234160484804826e-29,2.6976060157002133e-31,6.503563720630623e-29,3.7687207627404342e-31,1.409750916134398e-28,4.862069003405775e-31,1.9308621651086345e-28,6.967958872266817e-31,4.4949207493734005e-30,2.0844900216845485e-31,2.337786657807545e-29,8.095172347668291e-31,4.884692365880285e-29,2.022729956123621e-30,6.822377127203278e-29,2.0294015527576453e-30
51,1253572,2.1318688488197658e-29,4.315482937713472e-31,5.167463478968992e-29,4.981960650376794e-31,7.137342641347973e-29,6.561731562313758e-31,8.064538020017186e-29,9.543869926529593e-31,5.4583224384057896e-30,1.3888752031703584e-31,1.4889571685205048e-29,2.3896469917768e-31,2.0275188660112088e-29,5.86859093269319e-31,2.622358758756326e-29,1.3682484992072784e-30
52,1252970,7.242660502964905e-29,3.4605626205251312e-31,1.7563238105542886e-28,4.789598681959588e-31,2.6332402980653123e-28,6.693862574624837e-31,3.617747165675217e-28,9.308647483368893e-31,1.802426925320983e-29,5.616571848113028e-31,4.321343509925858e-29,1.4536822171784408e-30,6.086261025419715e-29,2.3625688130734316e-30,8.912546521969907e-29,2.2981950914551428e-30
53,1253046,3.225745713178457e-29,5.012953717719631e-31,1.495559543911429e-28,7.207809884235693e-31,2.5354077471906504e-28,1.0415673434532856e-30,2.9670879081828643e-14,-3.6237361491415177e-12,1.4642252315390292e-30,7.751460868294144e-32,6.256607721692522e-30,1.4884454498217624e-31,1.2040720143489987e-29,6.441553076289196e-31,1.414601662202297e-29,5.893810204618057e-31
54,1253243,1.876907954342536e-29,4.839279605580522e-31,9.016625431117988e-29,6.0505034164770416e-31,1.926138801375046e-28,8.085020372232312e-31,2.719507387326545e-28,1.1890309133697743e-30,1.3597240377412951e-30,9.115046508132011e-32,5.746479177973769e-30,1.5424339227891462e-31,1.0784542536802182e-29,3.323720403050577e-31,1.505246641250511e-29,5.904935765604253e-31
55,1254746,5.474835232999042e-29,1.2456387042200625e-30,1.8296317834852626e-28,1.6175942184484534e-30,4.118190492031495e-28,2.1488867093237203e-30,7.961973510715801e-28,3.157159315022855e-30,7.493441235229542e-30,2.9729977952204947e-31,1.914011438522209e-29,9.408674692334199e-31,2.628659698863393e-29,1.3304421560080671e-30,3.378063077451604e-29,7.591564224043419e-31
56,1252751,2.4991775735435745e-29,5.660215723619779e-31,1.128624173185079e-28,7.466237558364892e-31,2.2154328278491947e-28,9.18311834970701e-31,2.95532924120708e-28,1.3696197965339806e-30,9.526109328228067e-30,2.434459304607602e-31,4.032430771369619e-29,1.331507515258848e-30,7.904572534718602e-29,2.3359689535009545e-30,1.1013550246086752e-28,2.7373707862740002e-30
57,1254000,6.51442523380183e-29,4.714507618665359e-31,1.6517412431391235e-28,6.562395972256654e-31,2.370999126220858e-28,8.984609230677333e-31,2.805960719420849e-28,1.2834782314260398e-30,1.03897185345036e-29,3.073359999087388e-31,2.8611212036527305e-29,1.56331941477226e-30,4.2506830213230254e-29,1.6059868877847617e-30,5.314643283912788e-29,1.874296062368245e-30
58,1257102,1.6638110567978084e-29,3.1754804668277544e-31,4.2414701423694136e-29,3.662323488085668e-31,5.745123216236894e-29,5.3116310632691955e-31,7.012531890596145e-29,7.4468058678407825e-31,6.287688967753456e-30,2.093987634572672e-31,1.3959362404417928e-29,3.2183776595702104e-31,1.8675843224994923e-29,4.169365176690448e-31,2.3739463337501642e-29,9.019373960387677e-31
59,1253119,3.629717137621734e-28,1.0372128838708874e-30,1.2555761565689684e-27,1.1752344787774341e-30,1.9857648067404128e-27,1.69755568870435e-30,2.4215241614216488e-27,2.382604200966017e-30,5.944589589021109e-29,1.0838076213924097e-30,2.2088931819035566e-28,8.196534242424309e-30,3.7254815655409213e-28,1.1228259356006162e-29,5.18361639202824e-28,2.162953244933476e-29
60,1259246,8.644657527838122e-28,9.302894632402604e-31,2.3354820222446783e-27,1.2373731463980989e-30,3.622514573319159e-27,1.682227766933226e-30,4.425873196845826e-27,2.4422181557945413e-30,2.620153175132312e-29,6.499653673068101e-31,6.771115431685831e-29,2.8704179927817263e-30,9.961750491655831e-29,4.8075365310483074e-30,1.2798432819338435e-28,3.602886231608207e-30
61,1260000,1.3546422705390992e-29,3.2958710620071117e-31,3.8774430138338875e-29,4.827768956493058e-31,5.75781814584013e-29,5.674752896114173e-31,7.055834561531813e-29,7.978644791182449e-31,4.4203683127081934e-30,1.4918033065505267e-31,1.1229697299900658e-29,3.698483208630747e-31,1.5971078567607234e-29,5.614176721647281e-31,2.051822691867028e-29,7.993915232762353e-31
62,1261579,3.202423398837905e-28,4.881841937443947e-31,1.1902694059761242e-27,4.570059928054004e-31,2.0080719140825604e-27,8.391397928207003e-31,2.344509478607805e-27,1.1159121553529738e-30,2.6623807625018307e-30,8.475014543822214e-32,7.704823678472337e-30,2.70111059788252e-31,1.1966723850806473e-29,3.5395088006510795e-31,1.7314690097566005e-29,9.410977303292362e-31
63,1257144,2.565321883379825e-29,3.725562788465925e-31,7.130576928176202e-29,4.518468380377189e-31,1.0070040550918849e-28,6.329294406821016e-31,1.1434867066876327e-28,9.180691484063553e-31,7.4007669261499e-30,1.987114050079867e-31,1.7387935772767472e-29,8.642068250361922e-31,2.4230628266934668e-29,5.722997144584082e-31,3.0640117278001785e-29,1.0695946435309426e-30
64,1256764,7.189294331644288e-29,5.6409094565667945e-31,1.903169857617057e-28,6.883043304121937e-31,2.907910561204453e-28,8.680161908184782e-31,3.481324890262588e-28,1.2145870985144177e-30,9.285516883299362e-31,1.1320710538288046e-31,3.42898383490947e-30,1.0902432061350744e-31,5.387470626875535e-30,2.167551723690666e-31,7.422854252110749e-30,3.2119936739027133e-31
65,1260107,2.1405522073535786e-29,5.8185139114913245e-31,5.406482482638942e-29,5.370145680171232e-31,7.49474415637982e-29,7.792758762381069e-31,9.377657689107204e-29,1.1668531221872254e-30,5.9512741095463325e-30,2.634098081390258e-31,1.5943195076147004e-29,6.677224484177665e-31,2.364273624023253e-29,6.648830882063291e-31,2.719226134096688e-29,1.0031543389496564e-30
66,1264068,2.578324294337377e-28,5.861457591648908e-31,4.989888917294007e-28,7.150430460700425e-31,6.207078486252243e-28,9.276416963244684e-31,7.571436123217665e-28,1.4134289710406262e-30,5.50964602269718e-29,1.1563090275641912e-30,1.0628394388134143e-28,1.6349840623909426e-30,1.215239745083135e-28,4.7328957719415415e-30,1.7669759624733522e-28,6.1374186057167775e-30
67,1262181,1.1297144260728548e-28,4.797974598036248e-31,3.0043655504317e-28,6.618624018274688e-31,4.3198165187474075e-28,9.328600150428786e-31,5.416004430403311e-28,1.2829529465854976e-30,9.461750439525321e-30,3.8424441532940296e-31,2.484421022210269e-29,1.4718470835900709e-30,3.492733920548744e-29,1.1664625007384402e-30,4.621297798789921e-29,1.5174724378572248e-30
68,1257775,7.235912299411316e-29,2.642677561103233e-31,1.427831549153539e-28,2.910876452950781e-31,1.7222559254568232e-28,4.346906125940433e-31,2.2840825669853686e-28,7.0330203830382765e-31,3.9137071797198616e-30,2.4184362179987627e-31,7.387036277671194e-30,3.671373492724685e-31,8.756948495136233e-30,3.261643781955979e-31,1.1474164532447067e-29,7.083780128496241e-31
69,1253101,2.3786550233083162e-30,2.3375989582587223e-31,6.825036442354135e-30,3.118713245213027e-31,7.478964613466097e-30,4.57344910321129e-31,1.0837829483494668e-29,6.342744236025345e-31,2.3114122585240125e-30,2.7973335825477606e-31,3.983074910285689e-30,1.6310641428980562e-31,4.672729612203286e-30,1.7317860128949503e-31,5.3922065669910724e-30,2.5236629884454344e-31
70,1259412,3.22562201017757e-28,4.6199545770879375e-31,6.839800253599497e-28,4.462715695758341e-31,9.32020713655357e-28,8.115527358091288e-31,1.0844790695804531e-27,1.0954496725365058e-30,1.938997363622073e-29,4.179461643905042e-31,3.682451572508e-29,1.8453703882452083e-30,4.353439634561029e-29,1.2442476387335252e-30,5.893818020268191e-29,2.5543906676514473e-30
71,1260159,1.1517394966723302e-28,1.1306033683882891e-30,4.5739165811267135e-28,1.0670021834835391e-30,7.694875197751929e-28,1.57211608013518e-30,1.0149667342270164e-27,2.2742110349089696e-30,4.100657738250174e-30,2.280775944676053e-31,1.1951565346012141e-29,5.748887689350065e-31,1.9832735481977597e-29,9.217985711909305e-31,2.3801056153782687e-29,9.50310250280802e-31
72,1263291,1.0115157341395306e-29,3.33553647120521e-31,2.0664350129309237e-29,4.558373359836254e-31,2.2815785556500318e-29,6.0615505507671945e-31,2.999358104419824e-29,8.971111198949813e-31,3.9984222309075665e-30,1.6599045816868723e-31,9.060025381922953e-30,3.1551211082115914e-31,1.1445425961431384e-29,2.4339825326854472e-31,1.5696549767625465e-29,7.792713131261358e-31
