,ID,host_g,host_g_err,host_r,host_r_err,host_i,host_i_err,host_z,host_z_err,local_g,local_g_err,local_r,local_r_err,local_i,local_i_err,local_z,local_z_err
172,1300025,9.603741380272293e-30,4.229484951765387e-31,3.4125465368759445e-29,5.565198742096165e-31,5.378280204625468e-29,6.900544605974574e-31,6.905880389424117e-29,1.062520606814672e-30,5.708976626122304e-31,1.5254102032291192e-31,4.8217722182751915e-30,1.7712997416696302e-31,5.0460578352787735e-30,2.2692604924966486e-31,7.266070698286789e-30,2.6332789110882037e-31
173,1290007,4.7865381465661483e-29,2.5431207151705006e-31,1.1664841647533231e-28,2.908334233756898e-31,1.549626073339328e-28,4.01037436915659e-31,2.071398581551202e-28,8.001207454221237e-31,1.1105626775510161e-29,2.325431594345552e-31,3.0471769201654325e-29,1.0022683686652012e-30,3.9749863416091e-29,7.796787168431179e-31,5.227742414286933e-29,4.175764027811071e-30
174,1291090,1.4453720273789286e-28,8.214172537479419e-31,2.4188185482711204e-28,8.399802191029312e-31,2.828454083873437e-28,1.1973888354225662e-30,3.3222741598932287e-28,1.9757988581853522e-30,3.309475157530004e-29,6.6086411298203255e-31,5.997274462847252e-29,1.2000123870124445e-30,7.028517283201121e-29,1.9243039476158842e-30,8.642969333580986e-29,3.36082344275917e-30
175,1292033,2.195193467825717e-29,4.5805895805411635e-31,4.1685550540427654e-29,6.054082988635118e-31,4.9495221244398534e-29,7.389294375114579e-31,5.923279696394629e-29,1.0938049904037917e-30,9.065930724895236e-30,3.019176618692584e-31,1.750780563257338e-29,2.9664753983422923e-31,2.3892720825058838e-29,5.273330403173903e-31,2.7332378114643376e-29,1.0222501433808757e-30
176,1298079,6.394349950812355e-28,1.0272135069902984e-30,1.7702138442962442e-27,1.2202031975349709e-30,2.8882692076463958e-27,1.5514572570717982e-30,3.67172065700136e-27,2.3268300270942115e-30,3.485451484586621e-29,6.588861988675734e-31,9.252929084077005e-29,1.7949526137919528e-30,2.4880502725566477e-28,6.807697974372363e-30,3.520882825096421e-28,1.8181504120945908e-29
177,1291159,3.1530856607292515e-29,5.4889546245096035e-31,1.3761982535331635e-28,6.94021302639043e-31,2.954781000038937e-28,9.321559942946382e-31,4.432997254249147e-28,1.4531759111827808e-30,2.5289343622649493e-30,1.603853686288285e-31,1.0729629854241388e-29,2.190008772454431e-31,2.0786867999424866e-29,6.994003360416345e-31,3.191773628554561e-29,1.3768058086570327e-30
178,1299775,5.9372717983929985e-28,8.978977220324662e-31,1.5242074660588538e-27,1.2308578920435106e-30,2.4682610424726566e-27,1.8076821716520768e-30,3.452609333688774e-27,2.5169576506086323e-30,2.495750629876169e-28,5.785340072796872e-30,7.141085330440629e-28,1.8755137937358148e-29,1.2102865806984774e-27,5.416722275208193e-29,1.8702925695539062e-27,1.5627361247387968e-28
179,1291155,2.3896129120872412e-29,4.760663512239209e-31,1.186705641397532e-28,6.767556796574331e-31,2.334835921993843e-28,8.835232773231122e-31,3.387643529570358e-28,1.3172074278482022e-30,1.7443105075732074e-30,1.7335289287431348e-31,5.811930876228428e-30,1.6128389340544823e-31,1.0644730477488213e-29,3.1848401685012827e-31,1.4504682105437385e-29,9.077184478419515e-31
180,1297742,8.413372554525022e-29,7.811851508175816e-31,3.191904716177619e-28,9.602978240934808e-31,5.258630453516463e-28,1.3057394023845621e-30,7.249875512550633e-28,2.036170170926432e-30,9.611932371326801e-30,8.184521914129892e-31,4.1438677973441126e-29,1.5612401754884208e-30,7.418040622470058e-29,2.810260702994024e-30,1.140803510905322e-28,6.917459637472356e-30
181,1295315,8.845275904083253e-29,5.122805639076456e-31,3.7329259046194535e-28,7.51595111120008e-31,6.3634054539975965e-28,1.0204487114047844e-30,7.748906434474909e-28,1.4718056683114857e-30,3.4476149704286186e-29,1.0767121464529635e-30,1.6705222062055636e-28,8.70486201227129e-30,3.6916803506516755e-28,1.8479709259058918e-29,3.81677588664662e-28,3.1045275783672745e-29
182,1281668,1.0910172257281927e-28,5.0806998142677675e-31,2.280432967710588e-28,6.726475032674998e-31,3.080343870549244e-28,9.885209277847262e-31,3.985129842028446e-28,1.4765382238569836e-30,1.6405436801155156e-29,4.0428371727764995e-31,3.25874237375633e-29,6.0179144972722165e-31,4.49417822988749e-29,1.027996567137649e-30,5.828796537607775e-29,2.746826464902629e-30
183,1281879,6.303850906953236e-29,6.515802654792766e-31,1.8028724869042826e-28,8.31129244110015e-31,2.892539542506457e-28,1.0699467913752344e-30,3.8524890885204956e-28,1.4691105439245525e-30,8.506382233469936e-30,2.9641434769006114e-31,2.642060286064928e-29,4.631515746580103e-31,4.19587537608159e-29,2.1944384830723082e-30,5.7056150980801e-29,2.4323621068235372e-30
184,1283373,1.8564636651566478e-28,4.953635127930655e-31,5.445470473533269e-28,7.139190594347856e-31,8.324204024542033e-28,9.45950876915385e-31,1.0408740467665269e-27,1.3350963618653442e-30,7.175813169841589e-29,1.3750896121342009e-30,2.1068156642394316e-28,3.998323481983093e-30,3.1553221806868758e-28,6.182638692335779e-30,4.305449577186595e-28,1.7283981841054626e-29
185,1299758,3.8785421018849727e-29,4.005730655615418e-31,1.1189360766026563e-28,5.455470745490878e-31,1.6476672995943142e-28,6.8398901624842885e-31,2.3154892874288957e-28,1.0423327511555238e-30,4.610600018037476e-30,1.0809196133151759e-31,1.2858837812674573e-29,3.2099801825522555e-31,1.809885795194013e-29,1.583102120201233e-30,2.681628362194028e-29,2.6048330738991742e-30
186,1301922,5.492839713789033e-29,4.8804073513638686e-31,1.4962267156484675e-28,7.042509646305976e-31,2.1224828457680126e-28,9.411892523041918e-31,2.6715296586714176e-28,1.4232128554308321e-30,1.1523899412073662e-29,4.2417130680560995e-31,3.307855714092432e-29,1.7853737227266718e-30,4.86491425194557e-29,1.8491219875044293e-30,6.61086941334182e-29,4.124170604915316e-30
187,1297465,1.380937904316964e-28,5.439498344463856e-31,2.85213144888583e-28,6.2746713774038275e-31,3.844804222553119e-28,8.743310321817852e-31,5.230245437524511e-28,1.7831611263575582e-30,8.801706693844907e-30,2.315937997968981e-31,1.895177025399965e-29,1.1317532721982512e-30,2.461432502036125e-29,4.937750503513909e-31,2.886266795770884e-29,2.3770039932916613e-30
188,1281886,1.1738142467119029e-29,3.919785959274147e-31,3.4273394347884226e-29,5.723163304986843e-31,4.3824502013183424e-29,6.348205035965258e-31,5.850498879542461e-29,9.546157716488835e-31,8.165766331117611e-30,2.625826198878298e-31,2.1419720657675585e-29,5.096630480738677e-31,2.8469360120964185e-29,8.85388986059001e-31,3.68618594406906e-29,1.8378371247263122e-30
189,1302110,9.115604385319083e-29,5.180924902393119e-31,2.6677991468538353e-28,6.953298619776153e-31,3.8318347568075133e-28,8.827332568470032e-31,5.384833025433358e-28,1.4705334389043026e-30,5.301887186748016e-30,2.112932968189833e-31,1.573124919852314e-29,3.5995068490129288e-31,2.046847841830672e-29,5.410109923995318e-31,2.823867576934847e-29,1.1006098424274072e-30
190,1289714,1.0838041814493463e-29,3.4099764407055613e-31,4.8481911190934684e-29,4.615325479270242e-31,9.315291928821395e-29,6.1340344755682045e-31,1.3342252942110334e-28,9.532013617943464e-31,9.847651393652722e-31,7.618037908100322e-32,4.335672897425589e-30,1.3139900723976031e-31,8.752289796230156e-30,2.5054029394017443e-31,1.1381685501641596e-29,2.739088957134477e-31
191,1290995,4.803510997435805e-29,4.81387429671789e-31,1.2735826396067463e-28,6.94605366944358e-31,1.8473699732632117e-28,9.605179647273732e-31,2.309908396907661e-28,1.4072570744896028e-30,5.4365473477836864e-30,2.079607367937652e-31,1.4230914934869974e-29,4.588649638108851e-31,2.0627299176510762e-29,6.399976973763357e-31,2.608482041165595e-29,1.28118124159732e-30
192,1302117,1.8920791005263334e-29,4.086664651346233e-31,8.788915635928242e-29,5.3250989807254476e-31,1.5896519998449744e-28,7.950477510526188e-31,2.2919675859035964e-28,1.1365080198634653e-30,5.579193320369668e-30,1.6207892517574347e-31,2.3517568583535402e-29,3.934172849591339e-31,4.065153403673749e-29,1.0894138663423805e-30,5.907504952846032e-29,3.4614780779627355e-30
193,1302123,2.303923482972411e-28,3.141378008645676e-31,5.321318899051229e-28,3.520839235210045e-31,8.288698278108684e-28,4.581497963720399e-31,1.17879998532045e-27,9.195682615337678e-31,4.9973232987344505e-29,1.275035185497112e-30,1.330440149016924e-28,5.851953817857537e-30,1.813690319578897e-28,3.6188722543669444e-30,2.6259032152616448e-28,2.0209003102941963e-29
194,1295249,2.3853511978318893e-29,4.41305573575642e-31,9.885456768674822e-29,6.1245921406838505e-31,1.8229887346587365e-28,8.796390683332036e-31,2.633806712721036e-28,1.3160943826712152e-30,7.682224985393792e-30,1.4854144323696635e-31,3.273873413399761e-29,1.2844589847766785e-30,6.323343958377065e-29,1.9711735382867808e-30,9.538535234477485e-29,5.144237397183383e-30
195,1283272,7.605658469521621e-29,5.495913818663344e-31,3.0402225245067247e-28,8.22949635573091e-31,4.823201614244485e-28,1.0558654448236395e-30,6.321029100428336e-28,1.5246838118419162e-30,1.8179896672713747e-29,3.087241337431689e-31,7.892194843062544e-29,1.7450769625694313e-30,1.4177621064851482e-28,3.761346737805155e-30,2.060091876899764e-28,8.382415273726117e-30
196,1292332,7.759462120407716e-29,6.195300208382188e-31,2.551449294639194e-28,7.428839419199567e-31,3.937121144441385e-28,9.403564379874375e-31,5.2476402876954695e-28,1.2507991726239806e-30,3.8936906223665437e-29,1.1697284704562349e-30,1.2899040468978732e-28,3.795009622483808e-30,2.048703027500553e-28,5.2593515413962455e-30,2.750884120852298e-28,1.2880064704884045e-29
197,1293006,7.767749154703644e-29,9.742409942515132e-31,3.6004934375890597e-28,9.43247262167838e-31,6.761098626565453e-28,1.3827802378557252e-30,9.986740366695511e-28,2.04583793829488e-30,1.053926029873586e-29,5.304503660058786e-31,5.277514710414022e-29,2.049982851690935e-30,1.07874083724853e-28,3.3145848961057434e-30,1.526624845151433e-28,6.912710440258773e-30
198,1282018,8.134065482183691e-29,7.695095579963175e-31,3.5277686680625893e-28,1.0108200325860153e-30,5.661297637363614e-28,1.2562416609344156e-30,7.485168135714333e-28,1.6858340013390905e-30,2.1087040587143586e-29,8.246178578011382e-31,1.036478238540242e-28,3.3871763749974846e-30,1.5799805571621385e-28,1.1385224752249245e-29,2.1448670144892597e-28,1.147314941832064e-29
199,1300390,1.3842172809077051e-28,7.967794367394191e-31,4.441826093054089e-28,1.0015830852713178e-30,6.572795392538359e-28,1.442624245566418e-30,8.334277499120244e-28,2.0297000720955737e-30,4.8932747638710764e-29,4.4194160074971266e-30,1.727989303490808e-28,6.519500601477304e-30,2.746732885633998e-28,1.1597602738504416e-29,3.8361952368362918e-28,3.1019454430657115e-29
200,1294743,1.5805935066165974e-28,4.094677410391206e-31,3.475029885095152e-28,3.665920519471157e-31,5.454628517537473e-28,6.624290298385568e-31,6.240788962552631e-28,8.812505831860108e-31,2.318617044306856e-29,5.383555305020045e-31,6.075182442360516e-29,2.971407792260986e-30,7.457072865362856e-29,3.2260087997165486e-30,1.031575689594177e-28,8.881594482876797e-30
201,1294351,5.124674903957083e-29,5.277602747152767e-31,9.545307895197958e-29,6.529376732159329e-31,1.0737998517163586e-28,8.41759480582259e-31,1.3298460912663215e-28,1.1597103481487984e-30,2.1904860343958385e-29,7.547185947555081e-31,4.0997071838364785e-29,1.1193921842980435e-30,4.846581110513105e-29,2.5126205841509097e-30,6.033896473628029e-29,3.1684177875128504e-30
202,1300470,5.972015165939125e-29,6.405752503315412e-31,1.901284693423595e-28,7.638884631103529e-31,2.941940066297826e-28,1.0635774267986832e-30,4.291288518097753e-28,1.6564257365411955e-30,4.878329201803119e-30,1.821785908185321e-31,1.463786303383156e-29,3.217274640541064e-31,2.1500151334516728e-29,7.644248389513091e-31,3.555563704391721e-29,1.540591357452516e-30
203,1286398,8.446821643273648e-28,8.806929131035551e-31,1.8211400257271348e-27,8.747204806956186e-31,2.4947011892615965e-27,1.615164055275163e-30,3.2965863847492956e-27,2.3196068242721223e-30,2.508195192628292e-28,4.884635468012335e-30,6.994337907549122e-28,4.7093258745255265e-29,8.383297421828524e-28,2.342102788275951e-29,1.2883675555484179e-27,7.689521742532557e-29
204,1297353,8.442720711160103e-30,3.8145094656065487e-31,2.689382510607087e-29,5.2681658169165e-31,3.786069026537993e-29,7.531627031602509e-31,5.066362162176398e-29,1.0117096921826193e-30,1.064613478988978e-30,8.882028213861349e-32,3.6840015636290696e-30,1.5669435948204498e-31,5.766972160172139e-30,3.0166220782745047e-31,6.72637552477717e-30,6.257815438143261e-31
205,1294340,1.8319158251287143e-28,6.584590043634098e-31,3.1639836297176677e-28,8.270506769228783e-31,3.6723290646726095e-28,1.0494423384169088e-30,5.152301432512097e-28,1.3484555526696473e-30,4.6135895832005645e-29,9.203943474621524e-31,7.342571072763248e-29,1.7720987441891624e-30,7.774250418155953e-29,1.7757967960467574e-30,1.264708677015622e-28,4.8364538914152054e-30
206,1294341,1.0716389589316814e-28,6.5527610729598905e-31,3.401154553073977e-28,8.420857297359629e-31,4.606849469997615e-28,1.0712808589427945e-30,5.565000902425066e-28,1.3714090439668385e-30,4.073776286254186e-29,8.165508117363944e-31,1.2358510558204006e-28,2.9775886946029105e-30,1.7433362664741584e-28,3.9663786636226025e-30,2.086319614174472e-28,7.973319806756487e-30
207,1281638,4.0656467038084166e-29,3.5970490889891597e-31,2.055131852922357e-28,4.634267503904271e-31,3.7488503500804755e-28,5.713359663591506e-31,5.048138904467873e-28,8.069885240737862e-31,1.3840716762094817e-29,4.23038235054698e-31,7.321944385820234e-29,1.7198435953650314e-30,1.3388100937926786e-28,3.4241535216037224e-30,1.9473943895362226e-28,7.704397182422657e-30
208,1282112,1.3955761453265933e-29,6.043806195429226e-31,3.1671159572601945e-29,6.893708980704199e-31,4.1043253610805106e-29,9.817792220256911e-31,4.111982770250221e-29,1.3755697536654065e-30,5.383637487706034e-30,1.9039306095244463e-31,1.1209337465889703e-29,3.731963716040143e-31,1.480019343055959e-29,1.0409455884834785e-30,1.8209088704600795e-29,1.3064126693333198e-30
209,1282114,4.218421898743169e-28,8.187616115801019e-31,7.75914844773796e-28,8.920044682153841e-31,1.1414509751516227e-27,1.2301954853278096e-30,1.2732769393968514e-27,1.6861805443905434e-30,1.9133200263319754e-28,4.897950236390389e-30,3.632814444286426e-28,1.1328932616575645e-29,5.6668494495362925e-28,3.949978723751881e-29,6.3935581500512255e-28,4.543668298544637e-29
210,1283936,3.204248302940244e-29,3.8869345288327484e-31,7.117425665916824e-29,5.164783942517839e-31,9.898067196374399e-29,7.722374998740774e-31,1.2220852165818122e-28,1.1195907468602344e-30,1.2501168962037175e-29,2.654104885863306e-31,2.8551125789035123e-29,7.160636892459085e-31,3.860327196969513e-29,9.271211874367148e-31,4.855533197964938e-29,2.291052601007404e-30
211,1296321,1.3013065220595308e-28,6.286329712042643e-31,2.120751037049955e-28,7.980269252028158e-31,2.6573347773738703e-28,1.0021605194022937e-30,2.9691534516202286e-28,1.3220709537915621e-30,7.956134536344637e-29,1.9648028246517312e-30,1.2528973355356795e-28,2.8975820188788484e-30,1.577319696030103e-28,4.477357152392866e-30,1.7807634215294894e-28,8.31353728251172e-30
212,1296963,1.2345983882290135e-28,7.748170545174553e-31,3.714405756172359e-28,9.880080426982342e-31,5.447420849077898e-28,1.2812568407714698e-30,7.428345740050295e-28,2.02449252758216e-30,1.9394942555504305e-29,5.1713414500866095e-31,5.188605666111508e-29,1.1017954282193888e-30,7.691721763876526e-29,1.6085299219260702e-30,1.0947715692508144e-28,5.1809939747146546e-30
213,1298266,2.292119272293756e-29,5.2621824816804015e-31,6.216030658681715e-29,7.601091521449995e-31,8.959038639268916e-29,8.616027882868973e-31,1.1313032842094044e-28,1.210669781184096e-30,5.3019492449184325e-30,1.8978519015765981e-31,1.577725621942719e-29,4.3384722271480315e-31,2.256663268106349e-29,5.485579847092105e-31,2.931754882660931e-29,1.1675070778798091e-30
214,1291783,8.086630233290023e-29,6.533451369862291e-31,2.0573709821929643e-28,7.462427276041445e-31,2.8383473445818e-28,1.0642326321555945e-30,3.7817371194519803e-28,1.6573843867801516e-30,1.6806221292583817e-29,6.137554394152855e-31,4.325936286170678e-29,1.3327812419983992e-30,5.853917749308324e-29,2.0743816295056382e-30,8.294473861593962e-29,3.8449498292743364e-30
215,1289555,1.1745986381666253e-29,4.11439021937743e-31,2.2013709481783974e-29,5.742829021728087e-31,2.898650114622989e-29,6.766516261198064e-31,2.985918598458749e-29,1.0657118249858881e-30,4.16789817910402e-30,1.2476977327779247e-31,8.188866644529397e-30,2.9196600515653078e-31,9.898768065089001e-30,4.635056975881933e-31,9.69460459707834e-30,3.675937539629661e-31
216,1302058,1.918346358914898e-28,6.154767893866505e-31,3.8443169635253485e-28,7.939466081856945e-31,5.417158126639173e-28,1.0843027189828444e-30,6.580131825255572e-28,1.5319189631866938e-30,8.151179795835047e-29,2.9689718004042437e-30,1.57335720492653e-28,4.956204050601096e-30,2.159470240990245e-28,1.0597502439800344e-29,2.779393504383178e-28,2.4770400684134683e-29
217,1301933,5.36278149071367e-29,3.948393922054396e-31,1.1528412139917855e-28,3.873501467865255e-31,1.5757984378248574e-28,5.732253184488874e-31,1.9996674270968407e-28,8.190009333949396e-31,-9.855638059247315e-32,-6.627704654330294e-32,5.086695502616554e-31,6.584518168244081e-32,5.163049028530003e-31,8.547414824463192e-32,5.482978137770365e-31,1.1580251592015686e-31
218,1291242,2.3209097526609515e-28,6.668967319818361e-31,4.080603951414576e-28,8.719889160827475e-31,5.138555875410523e-28,1.1551157719936128e-30,5.904128827200325e-28,1.7862507654158232e-30,6.661483562361926e-29,2.0110406214919243e-30,1.2494637521264127e-28,2.8337771637173564e-30,1.7006435356465999e-28,1.3005572027908078e-29,1.9560118641141902e-28,9.5605448971995e-30
219,1302055,4.519599848448231e-29,5.887056473967371e-31,2.0244138742654253e-28,7.749863888653095e-31,4.206214947175616e-28,1.0878634003083431e-30,6.124966416738364e-28,1.5437005308554994e-30,2.4820727656255623e-30,1.1806336375534813e-31,5.40608218699182e-30,1.7572039436820051e-31,8.350454397394002e-30,3.732639699798389e-31,1.1439729828255765e-29,1.0031027443267356e-30
220,1293366,2.83822753626454e-28,9.254469659340798e-31,1.154877601521187e-27,1.2538565138127668e-30,1.9300109385086877e-27,1.725873310447176e-30,2.7004306001702102e-27,2.4316481958555768e-30,5.83783968957406e-29,1.1227493185292483e-30,2.4743592065291372e-28,4.474177872484048e-30,4.72198206831009e-28,3.567226554240523e-29,6.1973519668100475e-28,3.016995026847583e-29
221,1301332,1.1135213648167442e-28,7.707485958351724e-31,3.166803000216645e-28,9.322188455143351e-31,4.5735435050952575e-28,1.2551523445609872e-30,6.191303390225022e-28,1.8003248704375693e-30,1.311815005666283e-29,4.337582006231499e-31,4.4383357693641366e-29,1.0295753382345696e-30,7.040382933294967e-29,1.901353763903824e-30,1.0224462364984007e-28,4.064729925898445e-30
222,1301936,2.0492834633984608e-29,3.378876202641681e-31,3.9255035566214507e-29,4.67348058529191e-31,4.365439404477458e-29,5.918444771773011e-31,5.681744298332663e-29,9.195829386501109e-31,1.2899932998825194e-29,3.2008775936850233e-31,2.523993422582714e-29,5.065790649196349e-31,2.920311109933036e-29,2.345467221695268e-30,3.746263149424974e-29,4.1257654847990135e-30
223,1299746,6.739019990762204e-29,5.344485561116599e-31,1.857874332134613e-28,6.881059286018979e-31,2.787628770333254e-28,9.66762805781896e-31,3.759618308989825e-28,1.4153601560825777e-30,1.5449778132661478e-29,2.502325361712096e-31,5.28799949005463e-29,1.1732288958939775e-30,8.62407874344592e-29,3.5404228963769216e-30,1.281885187869392e-28,1.4336101510568325e-29
224,1302187,8.628768551612605e-28,5.918429548408818e-31,2.1435859329227846e-27,6.780593170965934e-31,3.360573337382663e-27,9.5643211557994e-31,5.447377977356172e-27,1.7316149727395452e-30,1.6877933085415244e-28,5.125170274533635e-30,6.0540557208633875e-28,3.01620824955466e-29,3.099478879337582e-27,8.514059586274601e-29,8.969022920412675e-28,8.611377463090125e-29
225,1291788,2.994802385343435e-29,4.372730413791133e-31,5.699548320454939e-29,5.516465803341228e-31,6.198385725242621e-29,7.827778442148947e-31,7.731297085946784e-29,1.345047777091912e-30,8.942505711793281e-30,2.2129659512153807e-31,1.6264078451907142e-29,4.2605217200335155e-31,1.814067813174681e-29,7.910167638224826e-31,2.2465965089017128e-29,1.1147410097905436e-30
226,1289288,2.385818098712362e-28,6.094700680670426e-31,6.318313127021907e-28,8.0550990595358e-31,9.556792253784151e-28,1.1245978133172517e-30,1.2593069545279996e-27,1.6409229619127748e-30,1.053901008338893e-28,1.8511786192772166e-30,2.629087254786781e-28,7.371879318296245e-30,4.1224847036547525e-28,1.1561414895895228e-29,5.457828510755028e-28,3.049015381340526e-29
227,1297318,1.652704215359869e-28,5.119326485867304e-31,3.192527984041135e-28,7.077120054732786e-31,4.139504746402146e-28,9.507262954104097e-31,5.537885803785978e-28,1.2889402985661956e-30,6.299801728507457e-29,1.0468134390905314e-30,1.2143549750997063e-28,4.170827374410561e-30,1.5394929554562412e-28,7.140524066976676e-30,2.3746667470098766e-28,2.9113447311109053e-29
228,1298375,1.4943865661392534e-28,9.870526016856988e-31,3.9481967173869396e-28,9.543415520018456e-31,5.593652550363794e-28,1.362332346461064e-30,7.523409107712665e-28,1.934105406158052e-30,2.4191534407337407e-30,2.3390329450124347e-31,1.1810782019702092e-29,3.6664883017680565e-31,1.793719588953933e-29,4.260617185855271e-31,2.289803866802443e-29,7.484854251819575e-31
229,1300179,1.452960964185717e-28,7.532720944200549e-31,2.9352622518669473e-28,9.907366952639655e-31,3.6632971266867748e-28,1.1878934532786178e-30,4.7503055904557355e-28,1.6014293353649155e-30,1.6564305882161393e-29,4.619084621528758e-31,3.271127535306697e-29,6.627134467904803e-31,3.78097221259974e-29,1.2154953285357356e-30,5.058376979342109e-29,2.8369393286007525e-30
230,1295285,1.0710035575145761e-29,2.964909702989262e-31,4.172135951405917e-29,2.9730262330683714e-31,7.508435454327776e-29,4.862295623967999e-31,1.1100805684414035e-28,6.792752012972039e-31,1.4651391377016512e-30,6.994821186373698e-32,7.06365514773819e-30,4.566576365984005e-31,1.1229473426475257e-29,3.4259199985073967e-31,1.651229761964119e-29,1.5020820845783425e-30
231,1289600,4.7564920290359705e-29,2.6222539910348653e-31,9.704362803299675e-29,2.9664019888521524e-31,1.140354262383864e-28,4.078639258097014e-31,1.4049769326388867e-28,7.857889116709349e-31,9.709761136279021e-30,1.8700222709179302e-31,1.964903067397396e-29,6.703233292958985e-31,2.1197792881506824e-29,5.7530332576380735e-31,2.566561395096765e-29,7.518648300861578e-31
232,1289913,9.9964257269824e-30,4.319385232659768e-31,3.419974118397994e-29,5.520216537025241e-31,5.639502696581488e-29,6.9695504207541255e-31,8.337713353659962e-29,1.136643387530282e-30,-1.1366278558195791e-30,-5.435911163987522e-31,6.953431922447143e-30,3.382343618039455e-31,1.1061769633941737e-29,4.141634037765258e-31,1.4553524438266604e-29,1.034202318715802e-30
233,1291254,5.0533676388335e-29,5.339472849705918e-31,1.2901009886103398e-28,6.230867531913905e-31,1.7438736007768455e-28,8.924744353313856e-31,2.3579725672297933e-28,1.3793741118411616e-30,1.962557166832353e-29,6.499863230697167e-31,4.9513689283534313e-29,8.443441426522294e-31,6.491514164376938e-29,2.7357992249249782e-30,9.058471442341535e-29,3.264234104586418e-30
234,1285317,6.4009441172848e-30,2.873515158510903e-31,1.1113314892481709e-29,3.992539750371921e-31,1.3224276343682338e-29,5.891501088624721e-31,1.2140815412472653e-29,8.182095059672599e-31,2.600642914075676e-30,1.1551833050402662e-31,4.8592275831155524e-30,1.3781386297397088e-31,5.1253755607511086e-30,1.6046631662470686e-31,4.1344965779149666e-30,2.2950695337686053e-31
235,1293921,6.121189635447344e-29,2.4218337850061807e-31,1.5811376892121034e-28,2.7428936675227754e-31,2.2237600166902908e-28,3.6950450957111695e-31,3.2211282315760198e-28,7.438400088798791e-31,6.807482720078739e-30,2.0699813418698057e-31,2.0851076161601386e-29,7.1137013133378935e-31,2.913252056647128e-29,4.0633679194913065e-31,4.0913101929886255e-29,4.592959214276871e-30
236,1295592,1.8574423654093507e-28,3.502921259778718e-31,5.691247130954064e-28,3.760879760800987e-31,9.472304567548323e-28,5.150668084826957e-31,1.4793451679511076e-27,1.0613036409654732e-30,2.608039368566648e-29,4.99806970380554e-31,9.008891953952943e-29,3.0630504199332937e-30,1.1563319638045314e-28,1.7356326512555853e-30,1.7392557218659042e-28,1.2819681542907894e-29
237,1283878,3.243260845812764e-28,5.988378576809488e-31,1.0812628983216776e-27,5.8017606667304045e-31,1.64542335163852e-27,1.0926277567480516e-30,2.8397198713255478e-27,1.4057434966567856e-30,1.0411919779332508e-28,3.039967507885877e-30,5.5757662113764325e-28,3.0773697421087846e-29,5.488300507484066e-28,2.379337095759561e-29,9.06404150683276e-28,6.904447990392716e-29
238,1289794,2.8928567819848576e-29,5.637086883715573e-31,1.1514230982818675e-28,6.593988043170579e-31,1.9702833713531167e-28,8.692111043373481e-31,2.8007766837317323e-28,1.4199973255427488e-30,7.947756247630763e-30,1.9572505187536191e-31,3.5169453651272366e-29,4.1046758839244455e-31,6.374033750650556e-29,1.6419380131679657e-30,9.154303703583058e-29,5.8375198846248015e-30
239,1310396,5.254523347136539e-29,5.5283608868662215e-31,9.831983215843735e-29,7.179424359186685e-31,1.1092061835040675e-28,9.681389534858822e-31,1.36215081286396e-28,1.4882235707256718e-30,1.8863098289763757e-29,4.657351092477194e-31,3.795929598033672e-29,7.713201797479183e-31,4.6227479798107917e-29,1.462746442677248e-30,5.7917569299757e-29,2.968354391603449e-30
240,1309288,5.7101148755165855e-28,9.26575636018688e-31,1.523322624992487e-27,1.2626352847254521e-30,2.314401583886797e-27,1.5631525319077808e-30,2.8682216323363728e-27,2.332949965692643e-30,2.216915328032457e-28,3.572852686081773e-30,6.5376752102667425e-28,1.5645152743319759e-29,1.3219454560902304e-27,1.151455419876233e-28,2.06054585517284e-27,1.9968121041598646e-28
241,1306578,6.180187818654612e-29,6.049761755453427e-31,2.5146901615579397e-28,7.538137881456142e-31,3.871281272478827e-28,9.389834622634307e-31,4.80469516810392e-28,1.5698703645682947e-30,-3.557104859740764e-31,-4.750753039136024e-31,1.1476485739078713e-29,4.7257757902743595e-31,1.6729714019665353e-29,9.321612317897312e-31,2.313487979880043e-29,1.5434433460087376e-30
242,1306991,1.0098684041690422e-28,7.398276665186949e-31,4.7844149784447916e-28,9.686181328524495e-31,7.874214335282641e-28,1.4179956537798636e-30,1.1179647008373989e-27,2.008038566256504e-30,3.259269729805731e-29,1.0497506885615241e-30,1.6540461709375195e-28,3.8256642608479696e-30,2.7822196167789837e-28,6.0326361192897854e-30,4.173990079177441e-28,2.0936328366997254e-29
243,1306785,2.221859805260643e-29,7.199150019159907e-31,1.1371879940147544e-28,7.928332023271817e-31,2.49976186832287e-28,1.1138421478619008e-30,3.7756401197451302e-28,1.5806894343294497e-30,2.3535299788272233e-30,1.7136742689681735e-31,1.1205515642789725e-29,4.964967667761521e-31,2.5437672277935185e-29,2.65062146230468e-30,3.4181329901425626e-29,2.8055480807566964e-30
244,1315197,2.192608101390581e-28,7.109681448225627e-31,5.394923138298703e-28,9.610594506642942e-31,7.442888733938055e-28,1.140068667293894e-30,9.467608244622149e-28,1.6401534102791543e-30,1.3117964658616587e-28,2.3055749752177393e-30,3.1749800532358328e-28,5.929298996951079e-30,4.295005511564282e-28,7.906425299546476e-30,5.458113780975411e-28,1.882923863113364e-29
