,CIDint,z,zHDERR,Local Mass,Local Mass error,Local U-R,Local U-R error,Host Mass,Host Mass error,Host U-R,Host U-R error
441,1366482,0.3215,0.0001,8.789403,0.053771343,0.23085785,0.06561318,9.29292,0.025990216,0.28579712,0.0155315455
442,1367331,0.4468,0.0001,8.940793,0.048839964,1.1518745,0.08089955,10.239849,0.018703531,1.1937256,0.01850204
443,1367408,0.5431,0.0001,10.393931,0.0370669,1.4267654,0.05866765,10.792177,0.011912871,1.3818283,0.02248669
444,1367571,0.4331,0.0001,8.981769,0.06993841,0.9529228,0.09174431,10.636394,0.013486444,1.0293503,0.01581834
445,1368131,0.307,0.0001,10.248414,0.030002858,1.4938965,0.045284927,10.917252,0.021771584,1.1812286,0.013842831
446,1368133,0.2762,0.0001,9.038746,0.037816413,1.0614281,0.055524968,9.437591,0.011358852,0.98249435,0.015348371
447,1368188,0.2366,0.0001,9.295691,0.04991989,1.1393166,0.1213575,10.7892275,0.00971434,1.3116608,0.016145712
448,1368482,0.5085,0.0001,9.828893,0.09239367,1.4681587,0.05515914,10.837523,0.043319073,1.5166855,0.02075842
449,1370135,0.5162,0.0001,9.086819,0.040822525,1.1060753,0.06153169,9.54548,0.044670906,1.1425705,0.06281318
450,1370320,0.3307,0.0001,9.433188,0.018642126,0.9459419,0.030228857,10.4508095,0.022357203,0.6357498,0.016310235
451,1370330,0.5295,0.0001,9.591698,0.051116165,0.6845436,0.05258752,10.401825,0.025748337,0.5914688,0.019995835
452,1370334,0.5324,0.0001,7.622466,0.054456033,-0.58097076,0.11853502,8.315034,0.15483198,-0.53277206,0.25341234
453,1370944,0.5095,0.0001,10.6397085,0.060375687,1.7655182,0.061437108,10.946981,0.033377323,1.7387238,0.020894978
454,1371022,0.2908,0.0001,8.15034,0.03755549,-0.017765045,0.057425413,8.4839525,0.024611706,-0.022533417,0.0372108
455,1371048,0.3439,0.0001,10.296693,0.09334222,1.7941856,0.041468304,10.756024,0.038177162,1.6938477,0.014373566
456,1372045,0.3769,0.0001,9.821901,0.0597854,1.6457748,0.039509185,10.127396,0.023820065,1.509491,0.019622236
457,1373028,0.2552,0.0001,10.387313,0.06975003,1.588028,0.072971396,11.085131,0.015091178,1.3937798,0.016381921
458,1373040,0.2617,0.0001,10.131357,0.10809208,1.7541313,0.05355502,10.790476,0.037200533,1.5437698,0.01611492
459,1373042,0.2372,0.0001,10.125459,0.090406366,1.6149216,0.060013227,10.583902,0.014806895,1.1940155,0.017337365
460,1376168,0.4924,0.0001,10.4203,0.06948186,1.772152,0.03628522,11.080971,0.031097034,1.6295471,0.01840662
461,1382058,0.5720000000000001,0.0001,9.674598,0.09639446,1.399498,0.08357678,10.519413,0.04904137,1.3441925,0.031266354
462,1385187,0.5221,0.0001,8.241137,0.08051053,0.57684326,0.09951807,9.119783,0.029000634,0.3931694,0.047456402
463,1389074,0.5028,0.0001,9.047237,0.04591203,0.513134,0.07270748,9.5788,0.011875956,0.4294243,0.01963031
464,1389177,0.4489,0.0001,10.114352,0.035886433,1.3981476,0.056474317,10.82641,0.04331439,1.3792572,0.016362455
465,1389210,0.5487,0.0001,8.545534,0.033529956,0.34812546,0.067483045,9.998401,0.012158579,0.43307114,0.022995695
466,1390393,0.5323,0.0001,10.1446295,0.11996255,1.5429268,0.057087254,10.949086,0.035138533,1.6361046,0.02006645
467,1392400,0.4521,0.0001,8.659566,0.071731284,0.18927002,0.06529698,9.066195,0.020765793,0.17064285,0.021505792
468,1403033,0.4743,0.0001,9.571091,0.032261938,1.1201935,0.05338811,10.544884,0.0150191,1.260849,0.017738722
469,1408024,0.4023,0.0001,8.713729,0.053841062,0.88879395,0.064895056,10.853219,0.011810007,1.1528778,0.012970499
470,1418043,0.4158,0.0001,10.194207,0.030962594,1.3840065,0.04382556,10.932874,0.011731066,1.4135551,0.015116972
471,1422097,0.1633,0.0001,10.405607,0.08123613,1.6866837,0.098319426,10.943824,0.08253324,1.672123,0.03806187
472,1430136,0.4125,0.0001,9.295921,0.037815154,0.427845,0.03892589,9.86142,0.01480635,0.54896927,0.015230683
473,1431096,0.4768,0.0001,8.641464,0.04395858,0.52666473,0.05803231,9.12497,0.03213033,0.38295364,0.04332687
474,1431163,0.3671,0.0001,9.174036,0.04993677,1.6573105,0.118203774,10.758708,0.040489063,1.4889336,0.014996067
475,1432017,0.3458,0.0001,10.314272,0.08683129,1.7571526,0.05137328,10.709442,0.07148194,1.7946968,0.016730404
476,1432027,0.3504,0.0001,9.41407,0.07474747,1.5347481,0.044918507,10.897869,0.034539144,1.5645943,0.014577963
477,1432141,0.5649,0.0001,8.800607,0.04318224,0.827446,0.063591175,10.131541,0.019005723,0.7440491,0.020777272
478,1434248,0.2373,0.0001,8.534761,0.07242524,1.4256859,0.095053524,11.16229,0.039355118,1.6466789,0.018260036
479,1435067,0.3914,0.0001,10.169313,0.05459892,1.8474426,0.036523785,10.554271,0.05339526,1.7353058,0.014691471
480,1439028,0.5542,0.0001,9.675883,0.044881824,1.7351761,0.14509039,10.3749485,0.032251675,1.6080093,0.025218546
481,1440057,0.5123,0.0001,8.916326,0.056648925,0.3921852,0.12515213,9.594206,0.017793406,0.34339523,0.022652535
482,1444028,0.5536,0.0001,8.556721,0.040128376,0.4004135,0.062144574,8.784456,0.0630908,0.14926147,0.088220984
483,1448122,0.5769,0.0001,8.869027,0.0418203,0.44846344,0.16568884,9.448898,0.0211287,0.46260452,0.022882365
484,1449074,0.3319,0.0001,10.172096,0.029351758,1.121376,0.037653923,10.56281,0.011504082,0.998127,0.013911975
485,1450148,0.4474,0.0001,7.663048,0.062215906,0.029029846,0.2333497,9.333324,0.035186835,0.5618324,0.04380109
486,1452059,0.5642,0.0001,8.831677,0.16466188,1.414154,0.15240057,10.363019,0.017541438,1.1442108,0.024767758
487,1469040,0.3267,0.0001,9.522368,0.045799933,0.515625,0.052079067,10.386366,0.018632786,0.44887924,0.015918288
488,1473027,0.5057,0.0001,9.21221,0.044207968,0.41082382,0.051291503,10.600721,0.015779506,0.68174744,0.02087795
489,1474020,0.5415,0.0001,8.814448,0.054187346,0.48381805,0.18060571,9.41455,0.025341814,0.6345978,0.021281283
490,1480038,0.3342,0.0001,9.926327,0.034069166,1.299633,0.037566762,10.430808,0.0122837825,1.1868095,0.013937014
491,1484053,0.4632,0.0001,9.16042,0.03450358,0.43304062,0.03481571,10.397739,0.017249659,0.54779434,0.01837207
492,1488029,0.4783,0.0001,9.08299,0.029453132,1.587204,0.084430635,11.040783,0.027676765,1.416317,0.016540837
493,1490034,0.53,0.0001,8.423478,0.047361612,0.15261841,0.072918065,8.942459,0.02311865,0.055339813,0.04012818
494,1500031,0.3661,0.0001,8.758319,0.0442121,0.75582504,0.04612056,9.178891,0.033290196,0.552639,0.022795536
495,1501075,0.3837,0.0001,10.210229,0.074026585,1.384079,0.051876776,10.641311,0.023229754,1.2234612,0.013902417
496,1502065,0.2732,0.0001,8.709213,0.033164587,0.88853073,0.04947096,9.217319,0.01717082,0.7724495,0.032043736
497,1503024,0.2769,0.0001,8.635039,0.14779496,1.8058167,0.1849311,11.291619,0.022648083,1.721653,0.014892339
498,1504096,0.5058,0.0001,10.458803,0.117394045,1.7490044,0.08009437,11.000567,0.03774708,1.5731583,0.01909029
499,1504139,0.5564,0.0001,8.503822,0.1452711,1.6408157,0.23914872,10.863403,0.013244899,1.087471,0.02298113
500,1513071,0.4029,0.0001,9.168634,0.047567617,0.865551,0.05080823,9.581186,0.0391045,0.72852707,0.02976653
501,1516019,0.4244,0.0001,8.58841,0.039995942,0.3893776,0.037055455,9.158984,0.029887503,0.45766068,0.029299265
502,1520020,0.3542,0.0001,8.569356,0.040764913,0.43865204,0.041087914,9.354496,0.015565219,0.45702744,0.0155511815
503,1531089,0.2915,0.0001,9.869671,0.09008253,1.6669807,0.04574664,10.121101,0.024166882,1.6002274,0.020228473
504,1531112,0.3347,0.0001,8.809166,0.06287459,0.62737274,0.06392548,9.401572,0.02817332,0.68659973,0.028580057
505,1531113,0.4569,0.0001,9.335051,0.102858774,0.7184677,0.120637804,9.887305,0.017595137,0.67349243,0.021488465
506,1531145,0.4567,0.0001,8.412138,0.046878804,0.4415245,0.09210959,9.420518,0.018720083,0.612751,0.021319754
507,1532057,0.504,0.0001,9.906612,0.07958882,1.4568405,0.050372023,10.236843,0.03604789,1.4130745,0.024835696
508,1536021,0.5341,0.0001,9.147684,0.04318754,1.1684685,0.06497192,10.025553,0.012245412,1.7115479,0.053767394
509,1536026,0.4413,0.0001,8.8390045,0.041717656,0.41235352,0.046262108,9.728869,0.015969861,0.40478897,0.015790785
510,1536028,0.4511,0.0001,9.413524,0.03308725,1.7215271,0.05341882,10.75067,0.040699314,1.6874275,0.017875494
511,1537020,0.4057,0.0001,8.152039,0.034111515,-0.19221497,0.031777713,8.409943,0.023766892,-0.11373901,0.017770395
512,1538019,0.2907,0.0001,8.288663,0.21753304,0.41450882,0.38342234,11.07093,0.042407867,1.5432243,0.019701967
513,1547071,0.2991,0.0001,9.423236,0.06729561,0.66469574,0.08056657,9.689143,0.02535196,0.4194603,0.02183022
514,1547086,0.2758,0.0001,8.633591,0.08045298,0.4787941,0.086130306,9.086941,0.015348955,0.6857033,0.021577382
515,1550021,0.2059,0.0001,9.147654,0.038671326,0.6582298,0.06461731,10.1985,0.010894657,0.7745018,0.020201217
516,1550103,0.5317,0.0001,8.017887,0.050328735,0.03330612,0.099744,9.197785,0.01660181,0.20940018,0.02573577
517,1552028,0.4518,0.0001,9.501938,0.04844206,0.9953346,0.0948344,10.15354,0.05311478,0.86917496,0.036098223
518,1560034,0.2689,0.0001,9.871661,0.030338213,1.5709305,0.029947342,10.146638,0.01222005,1.4640007,0.01569294
519,1562077,0.4784,0.0001,8.62103,0.050376873,0.26566696,0.06512457,9.054195,0.021119155,0.40680695,0.02228134
520,1562098,0.5762,0.0001,8.825823,0.038530048,0.39012146,0.07385009,9.362812,0.028287664,0.4193573,0.03253456
521,1565032,0.461,0.0001,9.224596,0.05129302,1.2776489,0.06711106,10.724163,0.028332751,1.3418274,0.01568011
522,1566028,0.3206,0.0001,9.836246,0.08814688,1.4813004,0.06300534,10.290867,0.06110718,1.3869095,0.0148940785
523,1567044,0.4227,0.0001,10.359039,0.117150165,1.6495285,0.03973702,10.780113,0.075642586,1.6372871,0.016375815
524,1569050,0.3299,0.0001,8.7346115,0.043550387,0.24219894,0.036957357,8.906879,0.025541726,0.17400742,0.017035566
525,1570024,0.5506,0.0001,10.419979,0.07894439,1.5291672,0.06217457,10.85768,0.03207285,1.4649887,0.028747762
526,1574017,0.5329,0.0001,9.339219,0.05181807,0.8169441,0.059601657,10.030649,0.016606068,0.8589897,0.021775136
527,1574062,0.5502,0.0001,10.042432,0.124087155,1.4837494,0.09212127,10.263362,0.014290187,0.97227097,0.020979924
528,1578103,0.1601,0.0001,9.707171,0.047155052,1.5933762,0.056787476,10.088688,0.031430524,1.5722122,0.034374185
529,1581048,0.4018,0.0001,9.487052,0.039785244,0.6110115,0.054300517,9.845476,0.016813166,0.62649155,0.0124020595
530,1592028,0.3251,0.0001,9.168134,0.03325178,1.143528,0.04768959,10.198837,0.01177581,1.4243622,0.01406108
531,1593067,0.3478,0.0001,10.098052,0.043761954,1.4248657,0.040019576,10.436907,0.012045426,1.2269707,0.014004034
532,1595028,0.4652,0.0001,8.833749,0.04922957,1.0497398,0.069974996,9.926339,0.019013625,1.1896706,0.024224766
533,1595127,0.5693,0.0001,9.368409,0.113963656,1.5465012,0.11755425,10.985548,0.023007903,1.4418907,0.022579618
534,1596033,0.4694,0.0001,8.79709,0.06729279,0.63959503,0.06633802,9.239412,0.03862321,0.45631027,0.039812934
535,1599030,0.3677,0.0001,7.5017014,0.12205808,0.38191223,0.14369904,8.517798,0.05072988,0.14345169,0.05797825
536,1618036,0.3922,0.0001,8.773316,0.04516585,0.61227417,0.057025008,10.111395,0.014258459,0.6520157,0.015093452
537,1621023,0.5456,0.0001,10.181972,0.100974984,1.9118385,0.06144266,10.817427,0.02789192,1.6361351,0.026194092
538,1622075,0.3295,0.0001,10.584836,0.1218997,1.9261818,0.056576595,10.859931,0.039808095,1.6802444,0.014613442
539,1625037,0.3186,0.0001,8.76044,0.03185788,1.6081085,0.10433641,10.639422,0.01247651,1.1683121,0.014063892
540,1632070,0.4251,0.0001,9.267577,0.052797254,0.73670197,0.063684225,9.831387,0.018955303,0.4709587,0.013280333
541,1634024,0.5763,0.0001,9.847166,0.065633655,1.6454697,0.14611146,10.296849,0.018751176,1.6193962,0.04044085
542,1636043,0.5394,0.0001,8.9974785,0.04661464,0.6292343,0.054396212,10.010685,0.010106555,0.50440216,0.02144869
543,1636093,0.4778,0.0001,9.1946745,0.038686365,0.48974228,0.044530883,9.806444,0.012775477,0.55057144,0.01691474
544,1638030,0.3714,0.0001,10.469126,0.10337351,1.7709007,0.052285966,10.70976,0.059256814,1.7080765,0.015171124
545,1641279,0.2239999999999999,0.0001,10.516943,0.089153185,1.6133461,0.06648122,10.933275,0.06578333,1.550045,0.053131647
546,1641288,0.5453,0.0001,9.676353,0.043024324,1.4947472,0.05885306,10.344158,0.03229624,1.6098175,0.030439897
547,1643292,0.4918,0.0001,9.269891,0.052241914,0.9283714,0.05948148,10.140255,0.019503586,1.0189667,0.019592727
548,1643312,0.3404,0.0001,9.94264,0.055798486,1.6963577,0.05584124,10.366488,0.06986144,1.5659523,0.017012332
549,1643313,0.3903,0.0001,9.365058,0.05171377,0.7777672,0.047520544,10.715862,0.012532715,0.932209,0.013623282
550,1643316,0.5489,0.0001,10.284731,0.038940053,1.0139351,0.06991382,10.993063,0.013477355,0.94914246,0.020564005
551,1644211,0.4574,0.0001,9.269653,0.07849983,1.2474213,0.044610318,10.784867,0.027542021,1.4452362,0.0156068085
552,1644213,0.5451,0.0001,9.94877,0.054472726,1.544281,0.060750213,10.478247,0.038875714,1.4993896,0.02399482
553,1644290,0.5373,0.0001,10.128691,0.04065016,1.193924,0.08050361,10.833037,0.013505378,0.91283417,0.020589331
554,1645158,0.3605,0.0001,9.970797,0.09441225,1.6202774,0.035414208,10.115685,0.05475043,1.6637726,0.019530647
555,1645195,0.5258,0.0001,9.537931,0.042409863,0.75141907,0.06309386,10.182419,0.024369426,0.6679344,0.02053909
556,1650024,0.3099,0.0001,9.560951,0.028752394,1.1815758,0.037478615,10.044581,0.011919959,1.208538,0.016418327
557,1653101,0.33,0.0001,9.830916,0.04831148,1.510292,0.06937308,10.248359,0.010327987,1.3394318,0.013906578
558,1655086,0.4278,0.0001,8.241419,0.055598244,0.42456055,0.08897687,8.862387,0.022390591,0.35054016,0.022740254
559,1659122,0.5187,0.0001,8.37684,0.040695667,0.24325943,0.0535684,9.2768955,0.018848259,0.13426971,0.026312098
560,1660018,0.4344,0.0001,8.166854,0.104916565,0.3685074,0.09953122,9.838616,0.01602557,0.44024277,0.01339832
561,1662023,0.3127,0.0001,9.277895,0.027304724,1.0472946,0.045934323,10.330054,0.011752725,1.2098503,0.014063002
562,1673068,0.5278,0.0001,10.222456,0.08461786,1.5316849,0.094032794,10.869917,0.037554815,1.4123459,0.02329971
563,1676034,0.5113,0.0001,8.224849,0.09156421,0.02123642,0.07767114,9.618516,0.019864272,0.38328552,0.024398662
564,1699061,0.5357,0.0001,9.920169,0.07595103,1.5568581,0.06634887,10.603583,0.029319808,1.704876,0.023493769
565,1699105,0.4659,0.0001,9.364666,0.079607956,0.7603111,0.07969171,10.829785,0.016529383,1.1179123,0.016966863
566,1701055,0.264,0.0001,10.065018,0.04199644,1.2108383,0.0509677,10.46119,0.011788968,0.9427719,0.015141725
567,1702083,0.3888,0.0001,9.237846,0.035751183,0.428627,0.03380078,9.49398,0.013117129,0.43401337,0.013661054
568,1702096,0.3881,0.0001,9.428677,0.04503574,1.470295,0.05232443,10.2231455,0.011791204,1.308876,0.015859837
569,1703072,0.4942,0.0001,9.563414,0.08038675,0.69003296,0.07498576,10.311166,0.0373661,0.7306137,0.030201063
570,1770386,0.368,0.0001,9.017833,0.1219367,1.720398,0.08536591,10.739111,0.02603108,1.6574478,0.013475974
571,1770442,0.3458,0.0001,8.305289,0.22372617,2.2931519,0.3761569,10.589284,0.06043106,1.5698204,0.01778771
572,1773049,0.3502,0.0001,9.464402,0.026018567,1.0763016,0.032530364,10.086051,0.014120534,1.0404053,0.0136645185
573,1773078,0.2714,0.0001,8.275096,0.04594648,0.21597672,0.05603447,9.758543,0.015334353,0.45502472,0.01953265
574,1773237,0.3919,0.0001,10.0165,0.04264254,0.90037537,0.050939843,10.274549,0.013516049,0.74295425,0.014881707
575,1774072,0.2855,0.0001,9.48939,0.02606909,0.86172104,0.0484915,10.417145,0.0127004925,0.77544785,0.01568398
576,1776329,0.4244,0.0001,8.324587,0.05643491,0.3768425,0.05196474,8.963453,0.050291553,0.35868454,0.04261792
577,1777082,0.5121,0.0001,8.830461,0.050005812,0.81212234,0.074517444,10.413969,0.015956422,0.634182,0.019957483
578,1777216,0.5763,0.0001,9.948607,0.0366383,1.1454964,0.058097653,10.852118,0.015349456,1.1567726,0.023538902
579,1780122,0.5099,0.0001,10.05433,0.06250584,1.1069984,0.055901896,10.545273,0.01937202,1.0588799,0.020170273
580,1782065,0.2017,0.0001,10.092008,0.10573629,1.6693726,0.062302165,10.393214,0.07593446,1.6441269,0.04391944
581,1790098,0.3924,0.0001,8.649395,0.03726206,0.6193733,0.051966,8.862738,0.058793657,0.51791763,0.04888972
582,1791116,0.3119,0.0001,9.333223,0.02544655,1.1026688,0.03918138,10.906042,0.010586842,1.33004,0.013998098
583,1792093,0.2766,0.0001,9.551472,0.034022357,1.1038742,0.052773252,10.010731,0.010660148,1.0538406,0.015094656
584,1797044,0.4667,0.0001,9.121911,0.044023074,0.7400093,0.09470659,10.095651,0.023502734,0.8330116,0.02171393
585,1810037,0.4965,0.0001,8.799443,0.03247898,0.5152817,0.05396916,9.269905,0.037137065,0.5474243,0.039355498
586,1810087,0.5594,0.0001,9.106167,0.042413987,0.70399857,0.06698729,9.97134,0.011393782,0.60479736,0.022317987
587,1811099,0.4901,0.0001,10.241281,0.06057404,1.832901,0.049972724,10.801768,0.04399987,1.6510811,0.018162785
588,1817269,0.5301,0.0001,9.024226,0.03372378,0.53068924,0.118419215,9.568298,0.005503887,0.57938385,0.020219158
589,1833067,0.5558,0.0001,8.625693,0.038686447,0.19929504,0.058730543,9.572974,0.014709532,0.37747574,0.025014311
590,1834104,0.2393,0.0001,9.225863,0.02002103,0.89294815,0.041404177,10.396645,0.008967934,0.8759041,0.016768131
591,1835110,0.3455,0.0001,7.908807,0.05456636,0.20253372,0.05702108,8.580139,0.041036777,0.15910721,0.036682505
592,1840041,0.2389,0.0001,9.7817,0.0920486,1.6232147,0.07348033,9.855648,0.057390805,1.5260544,0.03741196
593,1847079,0.3304,0.0001,8.724275,0.04183207,0.22795486,0.050660968,9.300151,0.020775123,0.18554306,0.015200991
594,1847148,0.5063,0.0001,10.252664,0.070599005,1.3221779,0.06921826,10.756772,0.012631045,0.9101982,0.018859956
595,1847151,0.4068,0.0001,9.4677305,0.028377654,1.5649452,0.04605054,10.839562,0.03338585,1.4577293,0.013764597
596,1847165,0.3875,0.0001,8.168133,0.048708852,0.5232239,0.08143403,8.84691,0.030473484,0.21282578,0.03993878
597,1847216,0.4791,0.0001,9.923268,0.04384301,1.4450493,0.064894564,10.443291,0.018013239,1.266285,0.019356761
598,1847303,0.4796,0.0001,8.684144,0.03788442,0.5578346,0.10610218,8.864436,0.029144818,0.36273956,0.033078384
599,1849051,0.3055,0.0001,8.330143,0.052546334,0.47828674,0.052822962,10.190968,0.013866154,0.77368546,0.015227114
600,1849244,0.5770000000000001,0.0001,9.188577,0.053908747,0.57798386,0.08219851,10.405147,0.012525575,0.8468704,0.02293119
601,1850045,0.3131,0.0001,8.0102625,0.1079172,1.0936623,0.28828,10.205994,0.013333466,1.4400063,0.014959208
602,1850249,0.4994,0.0001,10.429547,0.12174472,1.7541008,0.047332443,11.620489,0.09665031,1.7866135,0.019678492
603,1854103,0.4668,0.0001,9.003865,0.06357239,1.060749,0.07427516,10.847224,0.012920979,1.13657,0.016713573
604,1860025,0.2353,0.0001,8.709515,0.04744014,0.51457596,0.07759261,8.949471,0.018492445,0.51049423,0.031042116
605,1861178,0.2909,0.0001,9.221598,0.032977957,0.7516098,0.039054744,9.638916,0.016380481,0.6504555,0.02018404
606,1861210,0.5423,0.0001,8.134705,0.052425317,0.3321228,0.076723635,9.365852,0.025442736,0.46217728,0.02832182
607,1862039,0.287,0.0001,9.089623,0.075621225,1.6065903,0.051846094,10.556184,0.04154124,1.6387215,0.022366032
608,1862334,0.5496,0.0001,10.034419,0.0418276,1.4488792,0.078431495,10.683954,0.045080822,1.3612709,0.02674702
609,1867019,0.221,0.0001,9.270317,0.023567809,1.0406189,0.04511879,10.201486,0.010658806,1.008606,0.017822035
610,1872027,0.1963,0.0001,9.6706,0.020838333,0.9954071,0.035965126,10.354725,0.011287308,1.1060867,0.017696714
611,1876287,0.5644,0.0001,9.849983,0.059875835,1.5621262,0.058669604,10.532749,0.018115701,1.5254822,0.026100352
612,1876308,0.4212,0.0001,8.53258,0.04708877,0.6222534,0.054454397,8.7772045,0.05227878,0.30933762,0.05716816
613,1876421,0.3431,0.0001,8.828704,0.050362714,0.32226944,0.054672025,9.263772,0.016745783,0.36903,0.015433201
614,1876533,0.4898,0.0001,8.528635,0.18937892,0.8180237,0.13299783,10.786947,0.012246008,1.1220665,0.016838273
615,1878148,0.2245,0.0001,9.282317,0.030676743,1.1074181,0.05345341,10.442002,0.0114400815,1.1477432,0.016331723
616,1878288,0.4845,0.0001,9.968018,0.033204313,1.3289337,0.03783442,10.370138,0.014919969,0.99315643,0.01774766
617,1878756,0.5529,0.0001,9.281245,0.046511255,1.3193398,0.09312424,10.615378,0.015077024,1.1805573,0.022415048
618,1879256,0.2494,0.0001,8.855088,0.03972309,0.69937515,0.0707336,9.104565,0.01778785,0.63848877,0.025377152
619,1879414,0.3783,0.0001,7.597063,0.043053273,0.55836105,0.12894659,7.9046717,0.13003467,0.43299484,0.23950584
620,1879532,0.3772,0.0001,9.833633,0.081096776,1.3680344,0.053553373,10.673264,0.04559533,1.4329758,0.014559498
621,1880429,0.4971,0.0001,8.376036,0.053167958,0.19831467,0.074002974,9.858761,0.013971451,0.30452728,0.017599277
622,1880632,0.4054,0.0001,10.160284,0.05672797,1.7486496,0.063629344,10.802492,0.07451262,1.6417389,0.013742644
623,1880686,0.3141,0.0001,10.062774,0.0867661,1.7245445,0.03487968,10.548026,0.054210342,1.5806274,0.01784933
624,1882097,0.4799,0.0001,9.064751,0.03502981,0.3335228,0.056482233,9.859667,0.014259822,0.39014053,0.018593704
625,1883111,0.4328,0.0001,10.015289,0.04669874,1.5876198,0.05549759,10.500199,0.02748141,1.5492821,0.01680861
626,1883166,0.5135,0.0001,9.970877,0.049341112,1.6679077,0.061905418,10.772193,0.032749247,1.5196075,0.024147917
627,1887027,0.2129,0.0001,8.241498,0.051869493,1.2443657,0.14107087,10.80624,0.0102924695,1.1948318,0.017208138
628,1889211,0.4635,0.0001,10.25438,0.06747408,1.5893364,0.047631945,11.036939,0.038030982,1.5755196,0.016652262
629,1891082,0.5706,0.0001,8.701291,0.039975837,0.414711,0.06454734,9.516142,0.03625912,0.41727448,0.02966761
630,1895036,0.4519,0.0001,9.262133,0.061834417,1.0379868,0.04674178,10.104813,0.01588326,0.9628906,0.017193025
631,1895233,0.5704,0.0001,9.041055,0.043743823,0.5615082,0.106752366,9.689654,0.011327676,0.5712013,0.022904873
632,1896111,0.4924,0.0001,10.327882,0.08646178,1.96595,0.11355669,11.092977,0.020453548,1.4318314,0.017030094
633,1896254,0.5528,0.0001,8.029769,0.04463203,0.00881958,0.04750691,8.521501,0.086043775,-0.020706177,0.077627204
634,1897267,0.3192,0.0001,9.135006,0.025566708,0.40740585,0.043001935,9.544978,0.020505115,0.3501854,0.016038477
635,1899053,0.5375,0.0001,9.996874,0.04252193,1.5571213,0.0517381,10.587991,0.013180351,1.2641106,0.02170229
636,1899442,0.4314,0.0001,8.83606,0.19314285,2.1388016,0.15816388,10.971088,0.030078294,1.6646156,0.015788987
637,1900662,0.4479,0.0001,9.300758,0.07555517,0.9053383,0.06290238,10.322607,0.029734135,0.8806267,0.023954421
638,1901059,0.2513,0.0001,8.559587,0.07212109,0.5497093,0.078521095,9.154489,0.028961543,0.6180992,0.036159422
639,1901115,0.2987,0.0001,9.275173,0.036635444,1.2986374,0.050197612,10.21014,0.0125008365,1.1693535,0.015051235
640,1901738,0.4698,0.0001,10.147021,0.091593616,1.3567734,0.098596595,10.757441,0.031940058,1.3378067,0.015843906
641,1901798,0.4758,0.0001,10.126841,0.08955997,1.1185379,0.053631287,10.714449,0.019538354,1.0807838,0.015240528
642,1901803,0.5025,0.0001,9.605722,0.034651354,1.3531151,0.05121374,11.09536,0.025556495,1.6775475,0.021344846
643,1902212,0.2816,0.0001,8.311298,0.06792113,0.41750717,0.06614283,9.674387,0.025028143,0.4297676,0.021472463
644,1904092,0.368,0.0001,10.038271,0.02134468,1.3246841,0.030395048,10.836788,0.011258885,1.2737427,0.014058258
645,1904152,0.4402,0.0001,9.847317,0.10294042,1.5052643,0.101754725,10.915489,0.013886083,1.2643967,0.015491342
646,1905171,0.3031,0.0001,8.816997,0.059185956,0.3947258,0.056924473,9.184966,0.02188531,0.37114716,0.01899862
647,1905244,0.3618,0.0001,10.038144,0.06560877,1.7716026,0.047851846,10.60662,0.01982791,1.6555672,0.0135086635
648,1908380,0.4367,0.0001,10.492658,0.10053402,1.8078384,0.036460146,10.982022,0.06550662,1.6662407,0.017024413
649,1909375,0.3375,0.0001,9.525525,0.08740724,1.6449623,0.055826213,10.438083,0.013046033,1.4720383,0.014061103
650,1910132,0.2629,0.0001,10.289012,0.110673234,1.8267822,0.05714274,11.221259,0.0197043,1.7469902,0.016457641
651,1912110,0.5376,0.0001,9.099031,0.026604759,0.32904434,0.053834442,9.785985,0.009541365,0.41425323,0.022648787
652,1913214,0.3161,0.0001,9.362115,0.042903136,1.4524307,0.05441988,10.599282,0.06912186,1.5518303,0.021927118
653,1915067,0.457,0.0001,9.561735,0.03862222,1.1948662,0.046201054,10.69014,0.016080024,1.0979538,0.015922671
654,1915087,0.561,0.0001,10.066794,0.10127049,1.5596085,0.085384846,10.520907,0.04689161,1.3865242,0.033443782
655,1915184,0.5246,0.0001,8.527208,0.050376557,0.5191994,0.071692795,9.814523,0.010397723,0.41176987,0.019910369
656,1916124,0.4307,0.0001,9.21799,0.040909067,0.35889435,0.04978961,9.549226,0.01752255,0.28193283,0.01404598
657,1916207,0.4084,0.0001,8.677697,0.045336023,0.79901505,0.055409558,9.442828,0.022881402,0.36531448,0.016632168
658,1918076,0.3697,0.0001,9.016915,0.04649296,0.39691162,0.07590555,9.767211,0.014540376,0.5270424,0.013892295
659,1920365,0.3696,0.0001,8.452511,0.058495563,1.2784576,0.10936627,10.563699,0.01270625,1.1835518,0.013959552
660,1921361,0.3446,0.0001,8.071109,0.048727382,0.2693138,0.048618153,8.335875,0.06328554,0.3678093,0.06511821
661,1922297,0.4323,0.0001,7.9745355,0.061366517,0.77911377,0.22687216,9.910245,0.0145419035,0.70542526,0.01606938
662,1922405,0.5162,0.0001,8.548876,0.030151421,0.60227203,0.084569715,9.601564,0.019506752,0.54813385,0.021871887
663,1923060,0.3825,0.0001,8.411356,0.044499423,0.3418312,0.05995194,10.261394,0.017270086,0.6801033,0.015395889
664,1929024,0.3156,0.0001,9.209552,0.044910975,1.1003036,0.044147972,9.875087,0.0116069885,0.84734726,0.014034809
