,CIDint,z,zHDERR,Local Mass,Local Mass error,Local U-R,Local U-R error,Host Mass,Host Mass error,Host U-R,Host U-R error
217,1298079,0.2605,0.0001,10.053493,0.034081303,1.9498711,0.03595707,11.079313,0.011482228,1.478508,0.015687713
218,1298266,0.4893,0.0001,9.3222475,0.058398873,0.91830826,0.07151353,9.927405,0.0188032,0.83981705,0.023150582
219,1298375,0.345,0.0001,9.058654,0.07451942,1.8496399,0.10447788,10.447584,0.012291142,1.0944176,0.014487631
220,1299034,0.5142,0.0001,10.313935,0.10860616,1.8883781,0.10392104,10.650541,0.031714156,1.7581673,0.02445728
221,1299746,0.3657,0.0001,9.911783,0.061482012,1.5579758,0.107182495,10.24474,0.011526567,1.1493988,0.013538247
222,1299758,0.4724,0.0001,9.183944,0.099309586,1.0613747,0.16230193,10.251475,0.013234103,1.073307,0.017268645
223,1299775,0.1601,0.0001,10.452099,0.03966564,1.945118,0.0626254,10.690676,0.012365485,1.6958656,0.020994704
224,1300025,0.4136,0.0001,8.554216,0.052282788,1.7472992,0.28028956,9.774939,0.074189916,1.3106651,0.041724205
225,1300179,0.317,0.0001,8.876974,0.0459097,0.57709503,0.054634962,9.948852,0.01396725,0.6749878,0.015641782
226,1300390,0.2676,0.0001,10.20065,0.13211554,1.8091354,0.12532535,10.344785,0.057724524,1.6138878,0.045158524
227,1300470,0.5141,0.0001,9.51507,0.04474132,1.355938,0.08592327,10.680401,0.014998687,1.222786,0.019715533
228,1300912,0.3376,0.0001,8.754079,0.05379022,0.64043045,0.06335219,9.569301,0.015106047,0.579834,0.015531766
229,1301332,0.4675,0.0001,9.989546,0.046325617,1.3085518,0.061007373,10.641555,0.018295456,0.9957886,0.016729558
230,1301922,0.5262,0.0001,9.755228,0.0714638,1.0071793,0.11846384,10.332281,0.014666932,0.8128128,0.019704046
231,1301933,0.3296,0.0001,6.7786055,0.31198877,0.15395355,0.618347,9.715232,0.013268512,0.8119736,0.014528974
232,1301936,0.3429999999999999,0.0001,8.735954,0.055226814,0.48126602,0.082952775,8.905057,0.025165712,0.41143036,0.022053609
233,1302055,0.5433,0.0001,8.854887,0.13841082,0.990242,0.16182974,11.078744,0.055660512,1.6402245,0.027006555
234,1302058,0.1984,0.0001,9.390077,0.043510545,0.99689865,0.087594524,9.841109,0.010125711,1.0552139,0.018490719
235,1302110,0.4535,0.0001,9.140033,0.050289705,0.9098358,0.066431165,10.570538,0.013352512,1.0780869,0.016523667
236,1302117,0.4924,0.0001,9.829263,0.083679155,1.5316124,0.093313284,10.464795,0.03189386,1.6191788,0.022008821
237,1302123,0.2916,0.0001,9.777575,0.03604801,1.27771,0.07746174,10.531447,0.011290237,1.1839447,0.013744759
238,1302187,0.2195,0.0001,10.980377,0.037879545,2.7855911,0.063400134,11.078854,0.01651775,1.4573898,0.01723519
239,1302353,0.5719,0.0001,9.239825,0.11503352,1.1606789,0.14816205,10.6479025,0.020511735,1.2230034,0.02476825
240,1302359,0.2531,0.0001,10.330743,0.07166737,1.7272377,0.0479469,11.143924,0.012256727,1.640728,0.015644876
241,1302418,0.4778,0.0001,10.053437,0.116642304,1.9177017,0.112255335,10.6897545,0.04089454,1.6824608,0.025464624
242,1302523,0.4239,0.0001,9.251951,0.03277874,1.1662331,0.049496528,10.298422,0.011837886,1.0370941,0.012726221
243,1302648,0.2317,0.0001,10.020976,0.095337905,1.6432686,0.060539287,10.242555,0.06949487,1.5947266,0.034252383
244,1302915,0.3592,0.0001,9.056706,0.033451177,1.1947784,0.06515642,10.227948,0.01421342,1.0720367,0.014051783
245,1303140,0.4959,0.0001,9.531213,0.14382342,1.0474281,0.15446173,10.053932,0.017170139,0.92910004,0.021294046
246,1303215,0.3287,0.0001,9.653173,0.08774126,1.6699562,0.058241095,10.17089,0.010356668,1.3140869,0.014009883
247,1303317,0.4743,0.0001,9.442472,0.075345516,1.1486969,0.15183249,10.7331295,0.014043194,1.0681763,0.016208092
248,1303776,0.3963,0.0001,10.119688,0.09032055,1.4428558,0.10060405,10.443353,0.07497534,1.6011238,0.016142603
249,1303883,0.259,0.0001,9.577329,0.044147033,1.3811226,0.048549995,10.650899,0.023028003,1.5799904,0.01690297
250,1303952,0.5626,0.0001,9.01736,0.06561485,1.6184273,0.21105763,11.3371,0.058840673,1.390213,0.026333055
251,1304501,0.5188,0.0001,8.384691,0.05965194,-0.045707703,0.066414036,9.382476,0.019394016,0.16643906,0.023878274
252,1304503,0.5297,0.0001,9.69883,0.1125656,1.6224136,0.15217987,10.5749445,0.016083773,1.3791809,0.020961821
253,1304777,0.4048,0.0001,7.714723,0.13826256,1.0228767,0.3444357,11.12499,0.018668063,1.8803635,0.014931704
254,1304779,0.5599,0.0001,9.086774,0.07319095,0.90966415,0.094272,10.39352,0.01358416,0.91439056,0.021445252
255,1305051,0.2989,0.0001,9.096352,0.05590299,0.5748482,0.056576066,10.034286,0.021790756,0.532074,0.019622812
256,1305276,0.2529,0.0001,9.577171,0.031420678,1.1098251,0.063950606,10.178724,0.011816507,1.1649742,0.016038433
257,1305350,0.4926,0.0001,8.923492,0.047437377,0.28647232,0.07423832,9.471518,0.017871719,0.2758789,0.018369118
258,1305387,0.4247,0.0001,9.411237,0.09666353,0.8217735,0.086333804,9.806654,0.015812973,0.64923096,0.016467864
259,1305504,0.4956,0.0001,8.961272,0.043291785,1.6249275,0.13060041,11.238884,0.012781514,1.6452713,0.016791344
260,1305626,0.3256,0.0001,8.993813,0.06052454,0.93553925,0.057648253,9.237718,0.011094826,0.86478806,0.020687912
261,1305785,0.4733,0.0001,10.394418,0.082568064,1.7719116,0.06897015,10.837799,0.044137884,1.5700531,0.01572003
262,1305807,0.57,0.0001,8.683345,0.07403342,0.77030563,0.10680268,9.136556,0.053246774,0.68201447,0.07945082
263,1305835,0.342,0.0001,10.387673,0.1267409,1.8501205,0.05634866,10.676333,0.054781612,1.7519798,0.014360531
264,1306141,0.3324,0.0001,8.526576,0.0681338,0.6801071,0.083806366,9.72331,0.015413608,0.5946312,0.015579724
265,1306360,0.4548,0.0001,9.646086,0.04555062,1.4093895,0.054500666,10.786508,0.02112306,1.3058167,0.015574366
266,1306378,0.361,0.0001,10.01684,0.055967618,1.1520119,0.0741271,10.379488,0.014699577,0.81401825,0.014593689
267,1306390,0.4091,0.0001,10.052911,0.08058177,1.6059837,0.044819504,10.379449,0.024089629,1.5028725,0.018669488
268,1306578,0.4205,0.0001,9.202981,0.1059032,1.2147751,0.14998284,10.394796,0.03735833,1.3294525,0.01459486
269,1306626,0.4209,0.0001,8.435685,0.037820727,0.33112335,0.045272063,8.772971,0.031833116,0.23770905,0.03333192
270,1306736,0.5514,0.0001,9.804657,0.038247887,1.3411331,0.116749644,10.839289,0.018430274,0.9821892,0.020598033
271,1306785,0.5753,0.0001,9.78993,0.15411195,1.5420532,0.18951127,10.876731,0.038071506,1.7473183,0.032452706
272,1306800,0.5735,0.0001,10.446935,0.100182764,1.7102776,0.090046845,10.8454075,0.025441343,1.6704483,0.024256572
273,1306980,0.5467,0.0001,9.549148,0.04477823,1.0818253,0.07633359,10.318813,0.017281879,1.0124474,0.021115724
274,1306991,0.4216,0.0001,10.498951,0.059064083,1.8466797,0.07019285,10.960833,0.02981713,1.6939125,0.015202419
275,1307277,0.4111,0.0001,9.924704,0.06049092,1.2589874,0.07121606,10.322868,0.012843779,1.2422295,0.016103255
276,1307830,0.3493,0.0001,9.165038,0.037839122,1.7422829,0.030804832,10.709349,0.019402182,1.760025,0.013060071
277,1308038,0.3785,0.0001,9.147844,0.067678586,1.4850426,0.048591148,10.143471,0.0119040385,1.4355812,0.01455771
278,1308326,0.3262,0.0001,8.414152,0.04198186,0.4255829,0.053944584,9.4755125,0.025059182,0.37659836,0.015523229
279,1308582,0.3669,0.0001,10.324805,0.015523875,1.6769066,0.040321007,10.735454,0.037191454,1.7160187,0.0138345035
280,1308916,0.4377,0.0001,9.332259,0.024681527,0.55251694,0.047617186,9.80108,0.013887404,0.48125458,0.014460962
281,1309013,0.2126,0.0001,9.625897,0.03541487,0.81251144,0.06932092,10.462503,0.010714539,0.9907608,0.017881386
282,1309288,0.2679,0.0001,10.767009,0.0493312,1.8494911,0.06984153,10.911427,0.014593688,1.3367386,0.015524705
283,1309293,0.3347,0.0001,8.889288,0.08229277,0.95025253,0.08433678,9.2186775,0.02156351,0.92274857,0.036206994
284,1309323,0.4831,0.0001,8.933713,0.074077845,0.50940704,0.12038119,9.21653,0.03246151,0.4201126,0.03970917
285,1309492,0.3335,0.0001,8.947074,0.026100194,0.9676628,0.05421912,9.30825,0.0166398,0.7848244,0.01641775
286,1309632,0.3836,0.0001,9.688594,0.047310915,1.8744469,0.1943692,11.049838,0.03916584,1.7484932,0.013979077
287,1309694,0.4535,0.0001,9.691612,0.04072109,0.65203094,0.08230027,10.288086,0.014921122,0.60098267,0.017319549
288,1309874,0.27,0.0001,10.7699795,0.066850156,1.9597778,0.04940987,11.060821,0.08579399,1.7649269,0.0274892
289,1310182,0.4961,0.0001,9.4312525,0.07607021,1.2099037,0.082002476,9.861531,0.018866045,1.2162704,0.03157183
290,1310367,0.2333,0.0001,10.080897,0.032301288,1.2927094,0.044584617,10.51407,0.010338088,1.2932434,0.016849397
291,1310396,0.3225,0.0001,8.994099,0.038952153,0.616066,0.04637758,9.262284,0.027472014,0.41526031,0.016660698
292,1310432,0.2947,0.0001,9.909901,0.047447346,1.5073738,0.05302934,10.272086,0.011965889,1.342186,0.014850071
293,1310485,0.4331,0.0001,8.666871,0.06569404,0.60412216,0.08282221,9.256086,0.037518892,0.6138954,0.043887526
294,1311247,0.4427,0.0001,10.645825,0.06378356,1.1801796,0.09482149,10.772507,0.035311274,0.8610039,0.016573805
295,1311590,0.5616,0.0001,9.25484,0.102701835,0.7209244,0.115725175,9.796484,0.024461536,0.81061935,0.036858175
296,1311632,0.4242,0.0001,9.855786,0.12527177,1.8125725,0.069478504,10.36685,0.056473486,1.643486,0.03062519
297,1312171,0.5004,0.0001,9.86561,0.043666117,1.1589928,0.06867637,10.45932,0.015389903,0.55345154,0.01948761
298,1312213,0.407,0.0001,9.323586,0.06265795,0.82829285,0.058628023,10.084934,0.012590909,0.7638283,0.014966539
299,1312897,0.2858,0.0001,10.148749,0.1234114,1.988903,0.07182995,10.477554,0.01580147,1.5072174,0.014466754
300,1313026,0.5365,0.0001,9.697762,0.100674875,0.8227806,0.18598641,10.323276,0.0118284235,0.77074814,0.019859133
301,1313057,0.3375,0.0001,9.742071,0.064603634,1.7106895,0.092422985,10.3558235,0.011324327,1.4133301,0.013765499
302,1313230,0.2179,0.0001,9.989762,0.08598035,1.2940788,0.14583188,10.214943,0.012235582,1.3135185,0.017662358
303,1313594,0.2883,0.0001,9.051537,0.06468408,1.0369873,0.08550127,10.0422,0.012438525,1.1799393,0.018615553
304,1313698,0.4362,0.0001,9.385987,0.08191464,0.8070717,0.12372882,9.866688,0.018654134,0.7304573,0.018593844
305,1314047,0.457,0.0001,8.697835,0.11669876,1.1379013,0.14299342,9.704339,0.014354625,0.9315376,0.020758472
306,1314067,0.4337,0.0001,8.755846,0.037245914,0.27082443,0.087201476,9.336113,0.015586027,0.27861023,0.016624684
307,1314581,0.5745,0.0001,8.490347,0.1811651,1.194458,0.16798572,9.703476,0.032017555,0.87542343,0.04596946
308,1314847,0.5205,0.0001,9.948751,0.10133347,1.7520447,0.060543742,11.206677,0.060130008,1.721775,0.020066831
309,1314897,0.3366,0.0001,9.512582,0.06397962,1.26651,0.062044375,10.867102,0.010348022,1.3558197,0.013907757
310,1315197,0.2082,0.0001,9.853788,0.040272083,1.4237785,0.09758508,10.109363,0.042758018,1.3626595,0.0705802
311,1315259,0.228,0.0001,8.993789,0.045778044,1.3120346,0.08497122,11.346215,0.010708065,1.3938751,0.01632751
312,1315296,0.4126,0.0001,9.069114,0.040641803,0.4107933,0.061110705,9.553701,0.016635373,0.372818,0.013986746
313,1315795,0.3781,0.0001,9.768047,0.13246584,1.6589775,0.086653404,11.265082,0.12867033,1.74477,0.011138951
314,1315818,0.5522,0.0001,9.67127,0.057086933,1.0690308,0.124294825,10.1092005,0.047205366,1.0698433,0.02590162
315,1315890,0.5670000000000001,0.0001,9.784327,0.068291485,1.54002,0.18482864,10.464798,0.022931311,1.2347641,0.02210955
316,1315910,0.3937,0.0001,9.8356285,0.08873013,0.861393,0.14178328,10.880206,0.012463121,0.9473114,0.014343162
317,1315950,0.3493,0.0001,9.634123,0.07026117,1.9740295,0.06342432,10.770987,0.03808264,1.8683891,0.014004218
318,1316437,0.482,0.0001,7.5884337,0.071150646,-0.14459991,0.26405656,10.244321,0.01925812,2.0821228,0.15710783
319,1316465,0.3291,0.0001,8.08246,0.041125096,0.2900467,0.0544558,9.09981,0.015281623,0.57987595,0.016696928
320,1316701,0.3612,0.0001,8.865286,0.04260727,0.5099106,0.053730164,9.484551,0.01808389,0.615715,0.020868355
321,1316831,0.4385,0.0001,9.299299,0.093784854,0.96689606,0.12039686,10.706755,0.011423311,1.0574722,0.015532101
322,1316884,0.4313,0.0001,9.714836,0.10170984,1.8392143,0.14038083,11.334001,0.038290456,1.8344727,0.016118413
323,1316989,0.5534,0.0001,8.756336,0.08420234,1.0278816,0.14553224,11.033144,0.014653631,1.1218529,0.0214276
324,1317526,0.4316,0.0001,8.8204565,0.055074845,0.47661972,0.08704557,9.139988,0.023917519,0.45962524,0.02103535
325,1317565,0.5349,0.0001,9.589123,0.035631582,1.0544243,0.119020924,10.759069,0.013178022,0.8033333,0.019565474
326,1317783,0.3944,0.0001,8.466636,0.05333157,0.19799042,0.062116228,8.921067,0.01510959,0.028396606,0.019365286
327,1318142,0.3207,0.0001,9.206445,0.041961182,0.55786896,0.049499605,9.967822,0.015455411,0.6506958,0.015249527
328,1318235,0.36,0.0001,8.899069,0.058763333,0.6247711,0.05666447,9.798235,0.01467053,0.5369911,0.015009125
329,1318266,0.4063,0.0001,10.538604,0.14252968,2.109089,0.07617407,10.732855,0.030246342,1.7261505,0.016280498
330,1318304,0.3976,0.0001,9.080586,0.045643702,1.1551933,0.06485819,9.596955,0.019350477,0.9990425,0.028120158
331,1318661,0.3445,0.0001,10.37518,0.13019136,1.8520088,0.07040224,10.804011,0.030635796,1.6941261,0.0152782295
332,1318689,0.4934,0.0001,8.237604,0.047542702,0.16056824,0.074065186,8.735378,0.06767987,0.21615982,0.10011792
333,1319066,0.3339999999999999,0.0001,8.567156,0.050995197,0.47691345,0.054786358,8.857268,0.03114802,0.497406,0.030924208
334,1319366,0.2348,0.0001,8.682579,0.062074475,0.47983932,0.06946249,9.512946,0.018740583,0.5803566,0.025064427
335,1319539,0.3718,0.0001,10.320392,0.04820962,1.5742722,0.047044966,10.529072,0.029410232,1.4304848,0.013596271
336,1319614,0.3392,0.0001,9.88425,0.08842014,1.7402496,0.053648394,10.075119,0.014849076,1.5791931,0.02194823
337,1319711,0.2417,0.0001,9.766803,0.050043307,1.7991219,0.08282809,10.144252,0.03971682,1.6678734,0.0178783
338,1319821,0.3088,0.0001,8.705451,0.04445005,0.82486725,0.06436269,10.244309,0.013862516,0.67155075,0.015078725
339,1319840,0.4897,0.0001,9.606764,0.09563641,0.9361191,0.19978392,10.283393,0.01441304,0.88657,0.018637013
340,1320126,0.5269,0.0001,10.115798,0.017835464,1.8174667,0.096298054,10.669042,0.024637464,1.6838379,0.02251594
341,1320278,0.5751,0.0001,9.959404,0.054492846,1.152874,0.13407546,10.928292,0.012667298,1.0158272,0.023312071
342,1320704,0.27,0.0001,10.352392,0.103423804,1.7235756,0.04656864,10.851992,0.011330726,1.3465042,0.0146187525
343,1320762,0.5134,0.0001,7.8476686,0.09394418,0.1555214,0.10594341,9.130704,0.025399517,0.15278625,0.02798902
344,1321006,0.3024,0.0001,9.453193,0.11288928,1.7964363,0.06870479,11.231265,0.11298658,1.8356056,0.024727905
345,1321338,0.3105,0.0001,9.370556,0.048485335,0.6535263,0.047645893,9.940674,0.013864271,0.65867233,0.01549487
346,1321450,0.2583,0.0001,8.483838,0.09142155,0.57562256,0.18994541,9.292725,0.017703436,0.6896095,0.034977954
347,1321492,0.5547,0.0001,10.079292,0.09355555,1.4122925,0.16246401,10.431902,0.041401263,1.4684525,0.029265637
348,1321973,0.3704,0.0001,10.624745,0.13101524,1.8379478,0.05840293,10.967865,0.044970505,1.4508514,0.013728295
349,1322819,0.3376,0.0001,9.472864,0.06882096,1.6574059,0.08911867,11.5162945,0.036896937,2.5817223,0.019791149
350,1322954,0.5433,0.0001,9.196418,0.047557645,1.4305992,0.17837483,10.220342,0.016039148,1.3136063,0.022068275
351,1323106,0.3442,0.0001,9.829599,0.033447318,0.7564125,0.039693043,10.32764,0.014887234,0.55605316,0.015027223
352,1323600,0.3704,0.0001,8.892302,0.05744141,0.64401627,0.053990796,10.610873,0.011341401,0.95620346,0.0142112095
353,1323988,0.5082,0.0001,10.264214,0.10682163,1.6761589,0.08705845,10.951759,0.02852681,1.6460457,0.020902283
354,1324509,0.2106,0.0001,9.982719,0.050974943,1.1504364,0.06437594,10.326053,0.01099952,0.9724617,0.0172161
355,1324562,0.353,0.0001,9.158047,0.052566327,1.0832748,0.09996129,10.292722,0.01368779,1.1300697,0.013433261
356,1324582,0.3819,0.0001,9.753642,0.13227983,1.8383217,0.048172724,11.05922,0.011243762,1.9196434,0.014383225
357,1324685,0.5418,0.0001,7.3232274,0.22568016,0.37716675,0.54433763,10.04954,0.013345874,0.8882561,0.020678723
358,1324790,0.3572,0.0001,8.19526,0.06174285,0.5495949,0.06990098,9.294003,0.034030285,0.5970421,0.024588102
359,1328016,0.3507,0.0001,10.450589,0.11423519,1.7369499,0.053530738,10.6701,0.057343617,1.656662,0.01865277
360,1328089,0.5686,0.0001,7.9151764,0.24015181,1.2002945,0.16849098,9.602154,0.01594373,0.46674728,0.028903104
361,1328105,0.4416,0.0001,9.270912,0.0543128,0.94376755,0.06686436,11.104287,0.012799149,1.1122437,0.0145462295
362,1329312,0.3444,0.0001,10.043885,0.06919011,1.8548813,0.059274636,10.821655,0.012610156,1.4615021,0.013748293
363,1329615,0.4036,0.0001,9.758101,0.104765065,1.5229874,0.0748176,10.892829,0.0686,1.6437454,0.01453178
364,1329622,0.4861,0.0001,9.0247345,0.043159284,0.78707886,0.10805675,9.798403,0.043801613,0.7157669,0.038943518
365,1330304,0.4209,0.0001,9.290316,0.019720353,1.4911766,0.051952463,10.814674,0.015236866,1.3938713,0.013712301
366,1330530,0.3363,0.0001,9.586577,0.032239385,1.4631805,0.035505515,9.973178,0.011489228,1.3448524,0.015597463
367,1330533,0.3644,0.0001,10.027332,0.10406834,1.6724205,0.047005802,10.167697,0.03888135,1.4784698,0.014867336
368,1331123,0.2216,0.0001,9.052981,0.055827674,1.4818726,0.06373725,11.135466,0.039862134,1.7441902,0.020203257
369,1331130,0.3919,0.0001,9.967218,0.09617862,1.5969543,0.058360085,10.410845,0.02989168,1.5149956,0.015504671
370,1331344,0.5499,0.0001,9.4449625,0.0665832,0.6662216,0.07017571,9.852719,0.05058809,0.7038002,0.021269195
371,1331513,0.4057,0.0001,9.52899,0.05682393,0.878891,0.06352875,9.808402,0.02878954,0.8174515,0.023755254
372,1332392,0.512,0.0001,9.51495,0.05411013,0.81734467,0.103604436,10.225466,0.040428348,0.72125626,0.03143967
373,1332614,0.5186,0.0001,9.477567,0.041593026,1.2953911,0.052880302,10.168012,0.015126996,1.2668114,0.021647297
374,1332689,0.4877,0.0001,9.319134,0.059056394,0.857811,0.0708063,9.80663,0.05873793,0.7791443,0.04455703
375,1332721,0.4222,0.0001,9.340209,0.024946809,1.0137863,0.038092118,9.895704,0.015390856,1.0321732,0.018701648
376,1332819,0.3418,0.0001,10.1142435,0.0596401,1.4142723,0.034092877,10.749883,0.024110219,1.4519043,0.014442012
377,1333246,0.4377,0.0001,10.1781225,0.051330462,1.3193703,0.07277113,10.7726345,0.01540333,1.1743469,0.01509571
378,1333291,0.3646,0.0001,9.449425,0.057696734,1.3583031,0.042632483,9.987675,0.03705064,1.2719917,0.013618956
379,1334087,0.2663,0.0001,9.412322,0.09227844,1.6406021,0.055186562,10.884528,0.07294917,1.7171249,0.03312388
380,1334423,0.3579,0.0001,8.822132,0.039769262,0.343853,0.050663125,9.23605,0.018940274,0.1382637,0.014260725
381,1334448,0.5169,0.0001,10.392544,0.12938522,1.9358292,0.10455816,10.7719145,0.03461466,1.8774338,0.023875957
382,1334620,0.1962,0.0001,9.6989975,0.033408962,1.0990715,0.044710513,10.133735,0.010174862,1.0705338,0.01822514
383,1334644,0.2881,0.0001,9.20736,0.13465977,1.816185,0.074032806,11.338243,0.017598234,1.7894745,0.01517903
384,1334645,0.2312,0.0001,8.995538,0.0474728,1.3302231,0.07536669,10.439086,0.03922738,1.2975616,0.03306351
385,1334742,0.5281,0.0001,9.412408,0.047101118,1.2848511,0.08219771,10.479487,0.035630252,1.6372681,0.028908871
386,1335305,0.3339999999999999,0.0001,8.692599,0.054049738,0.18503189,0.047870927,9.484139,0.01805348,0.16769409,0.0147354035
387,1335432,0.4269,0.0001,8.88388,0.04108044,0.8548317,0.051386666,10.194402,0.011641217,1.1606789,0.01574881
388,1335671,0.5244,0.0001,9.065334,0.057866324,1.2360153,0.10154818,10.996592,0.027847577,1.4101982,0.020665389
389,1335756,0.4493,0.0001,10.279139,0.09578282,1.6097488,0.0697861,10.465761,0.02237982,1.4179688,0.018652823
390,1335885,0.3993,0.0001,9.787046,0.025002912,1.3389549,0.042736113,10.824362,0.011782371,1.3837662,0.013765775
391,1336150,0.3481,0.0001,9.236892,0.031494513,0.6277847,0.045881696,9.57802,0.016715866,0.55343246,0.015803723
392,1336359,0.4282,0.0001,8.767666,0.05896294,0.5815811,0.08330732,9.179729,0.04129292,0.63311005,0.048244856
393,1336453,0.1849,0.0001,8.845352,0.058453653,0.48149872,0.08121436,9.141387,0.024444843,0.2883072,0.033931687
394,1336480,0.256,0.0001,9.137228,0.04855747,0.674057,0.047587596,9.953783,0.014344464,0.73762894,0.017902268
395,1336687,0.2338,0.0001,8.136771,0.08929382,0.13596725,0.081726514,8.560781,0.027718216,0.17090988,0.03712865
396,1337228,0.5774,0.0001,8.879888,0.060795546,0.5456734,0.09529493,9.768765,0.04970453,0.89845276,0.04428727
397,1337267,0.4532,0.0001,8.837634,0.041896176,0.20868301,0.058037322,9.235039,0.016364036,0.14130402,0.01954667
398,1337272,0.5036,0.0001,7.970254,0.09412045,-0.0466156,0.10790946,8.474286,0.097945645,0.31700516,0.12198206
399,1337321,0.5626,0.0001,10.942858,0.009098841,3.6039772,0.12518144,11.075982,0.044950094,1.6490707,0.02624903
400,1337687,0.3287,0.0001,8.194846,0.043711532,0.4274063,0.049753126,8.2553215,0.05740904,0.20488358,0.050701212
401,1337971,0.4107,0.0001,10.077688,0.120156646,1.7687416,0.068166524,10.335178,0.035923112,1.6890869,0.018317655
402,1338128,0.3117,0.0001,8.870239,0.047789928,0.49837112,0.049659166,8.9788885,0.02652858,0.42783737,0.0192597
403,1338170,0.3868,0.0001,9.472856,0.065617114,1.4155846,0.05764957,10.170705,0.022400443,1.3780365,0.013898675
404,1338324,0.4255,0.0001,9.522711,0.050747663,1.0993004,0.0747986,10.022975,0.015670456,1.0743484,0.02085944
405,1338430,0.5172,0.0001,9.302905,0.0940553,1.5061417,0.094017945,10.972812,0.03428467,1.4919319,0.017744634
406,1338471,0.5312,0.0001,9.26569,0.07534498,1.071888,0.07192951,10.24986,0.01594213,1.0234413,0.02204409
407,1338675,0.3306,0.0001,8.865399,0.050512597,0.4232254,0.054169826,9.272338,0.017312124,0.46450424,0.015865836
408,1338762,0.4205,0.0001,7.6409326,0.122693494,0.24789047,0.11642228,9.807644,0.022337843,0.35175323,0.015368601
409,1338959,0.4617,0.0001,9.533923,0.03388966,0.72968674,0.07854169,9.955343,0.01613342,0.5884285,0.016847637
410,1339425,0.5358,0.0001,10.265752,0.085965544,1.6187439,0.1327818,10.7586355,0.048918597,1.4973984,0.023918675
411,1339450,0.5505,0.0001,9.688094,0.05900404,1.1462288,0.11605518,11.173414,0.05660115,1.2116852,0.024705514
412,1339702,0.2562,0.0001,9.515686,0.031484373,0.82712555,0.039433323,9.834738,0.008775986,0.84155655,0.015905295
413,1339703,0.4927,0.0001,10.307912,0.04685827,1.4017792,0.09608963,10.708847,0.04405505,1.4292946,0.017020088
414,1339756,0.2753,0.0001,10.723881,0.103838556,1.8266258,0.048941806,11.006107,0.04847903,1.7632332,0.02446342
415,1339875,0.4594,0.0001,8.936116,0.061965995,0.61426926,0.09505623,10.285963,0.039802413,0.9035797,0.025381768
416,1340539,0.4477,0.0001,8.811863,0.039958593,0.55397034,0.058754336,9.11159,0.03139923,0.56342316,0.03696618
417,1340700,0.3255,0.0001,9.920116,0.042380035,1.2205696,0.045906916,10.356905,0.010469926,0.9346962,0.014547034
418,1340706,0.2932,0.0001,9.241895,0.045730777,0.801445,0.08115847,9.430749,0.015390979,0.6833458,0.017457383
419,1340954,0.3022,0.0001,9.617628,0.11491115,1.6858063,0.056105047,11.354257,0.07504046,1.7292366,0.0222116
420,1341000,0.542,0.0001,9.248476,0.0392492,0.6184349,0.120786905,9.727279,0.02723119,0.54545593,0.02001264
421,1341426,0.5532,0.0001,8.560603,0.053441774,0.4461937,0.08467004,9.657244,0.014821588,0.44047546,0.02537678
422,1341459,0.5222,0.0001,10.457336,0.07156068,1.5503349,0.10642853,11.0473385,0.029540246,1.1662903,0.01981841
423,1341502,0.5106,0.0001,9.481682,0.049957227,1.0053864,0.12715955,10.066548,0.014686017,0.92661285,0.01975123
424,1341857,0.5031,0.0001,10.015458,0.07233223,1.6791115,0.044869926,10.832092,0.06278358,1.5984726,0.01889169
425,1341894,0.3129,0.0001,9.27106,0.06606368,0.67938995,0.07238256,9.805179,0.015737288,0.5234146,0.016678208
426,1342255,0.2189,0.0001,8.170309,0.053460706,1.0336494,0.12442158,9.753673,0.010818795,0.97725296,0.017628184
427,1342647,0.5162,0.0001,9.373706,0.07049965,0.8397026,0.10596636,9.984937,0.013884581,0.5889778,0.020710658
428,1342712,0.5064,0.0001,10.39121,0.10035637,1.7737427,0.132214,10.735725,0.018338233,1.5945396,0.019099155
429,1342906,0.4974,0.0001,10.647177,0.102978006,1.69384,0.0841515,10.847504,0.02021928,1.5232964,0.01801186
430,1343401,0.3828,0.0001,9.949122,0.12378446,1.6801453,0.07477775,10.806867,0.05897711,1.6073494,0.015545838
431,1344347,0.2636,0.0001,9.51486,0.08031133,1.5429192,0.054040205,11.218836,0.048040926,1.6232109,0.017529374
432,1344355,0.2445,0.0001,7.5768647,0.06155577,0.8920708,0.19234152,9.102504,0.019406725,0.5174179,0.022538142
433,1345458,0.5687,0.0001,9.050418,0.025396096,0.26651382,0.06434893,9.832656,0.021527361,0.49882507,0.022382682
434,1345553,0.3179,0.0001,9.380023,0.049906973,1.0031128,0.061989833,9.810599,0.010289309,0.9549141,0.015613961
435,1346137,0.3633,0.0001,9.555391,0.044374254,0.6808357,0.044528544,9.892406,0.014002099,0.5788727,0.014434064
436,1346966,0.3351,0.0001,8.54919,0.058268018,0.7753067,0.0555164,9.48141,0.016858961,0.4195938,0.014826511
437,1366179,0.5346,0.0001,9.422719,0.029379586,0.7203102,0.049382787,10.043454,0.008486968,0.53927994,0.021438546
438,1366195,0.5531,0.0001,9.359863,0.03713775,0.99349976,0.14318202,10.421011,0.026403865,0.8830986,0.020938998
439,1366237,0.1701,0.0001,8.5328665,0.04940088,0.6921425,0.1197237,8.942098,0.03403165,0.47941208,0.043944843
440,1366475,0.4555,0.0001,8.591367,0.042179633,0.16207886,0.04446537,8.82031,0.02245689,0.0043144226,0.027498156
